Time,NodeID,Species,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor, VECTOR_WOLBACHIA_FREE, VECTOR_WOLBACHIA_A, VECTOR_WOLBACHIA_B, VECTOR_WOLBACHIA_AB,AvailableHabitat,EggCrowdingCorrection
1308,340461476,funestus,1000,6666,358,2151,4157,9802,8363,153360,262680,131340,1976,52,0,0,872,0,685,211,0,6666,0,0,0,15568.7,0.0496993
1308,340461476,gambiae,1000,10661,0,0,10661,3127,1596,26285,716800,358400,3522,0,0,0,179,0,289,355,0,0,10661,0,0,4890.66,0.00744257
1309,340461476,arabiensis,1000,1553,166,514,873,2678,1409,25393,82000,41000,267,17,288,14,168,0,148,30,31,1553,0,0,0,4511.5,0.0620857
1309,340461476,funestus,1000,6566,330,2139,4097,9669,8329,152052,322920,161460,2411,63,0,0,796,0,648,248,0,6566,0,0,0,15375.2,0.0592685
1309,340461476,gambiae,1000,10176,0,0,10176,3008,1499,28336,765800,382900,3814,0,0,0,180,0,277,388,0,0,10176,0,0,4891.21,0.00682291
1310,340461476,arabiensis,1000,1467,157,507,803,2537,1416,27119,77920,38960,252,5,285,9,115,0,157,19,25,1467,0,0,0,4559.1,0.0550183
1310,340461476,funestus,1000,6527,334,2101,4092,9541,8256,150632,303200,151600,2231,39,0,0,804,0,612,231,0,6527,0,0,0,15308.7,0.0476129
1310,340461476,gambiae,1000,9739,0,0,9739,2861,1529,30078,606400,303200,3032,0,0,0,130,0,278,289,0,0,9739,0,0,5119.88,0.00638707
1311,340461476,arabiensis,1000,1400,148,481,771,2488,1358,28798,60600,30300,202,15,197,15,129,0,150,25,21,1400,0,0,0,4489.62,0.05851
1311,340461476,funestus,1000,6532,337,2076,4119,9457,8221,149321,254960,127480,1995,47,0,0,823,0,610,208,0,6532,0,0,0,15148,0.0504903
1311,340461476,gambiae,1000,9380,0,0,9380,2755,1476,31955,624200,312100,3094,0,0,0,163,0,234,288,0,0,9380,0,0,5031.23,0.00844308
1312,340461476,arabiensis,1000,1380,127,481,772,2407,1285,30215,70920,35460,228,10,256,12,144,0,110,25,29,1380,0,0,0,4674.36,0.0740861
1312,340461476,funestus,1000,6549,328,2059,4162,9360,8180,148246,315880,157940,2320,52,0,0,880,0,630,233,0,6549,0,0,0,14766.1,0.0594134
1312,340461476,gambiae,1000,8963,0,0,8963,2672,1456,33635,664600,332300,3301,0,0,0,158,0,230,345,0,0,8963,0,0,5130.95,0.00806029
1313,340461476,arabiensis,1000,1333,127,473,733,2274,1198,31511,71840,35920,245,11,240,4,137,0,134,28,22,1333,0,0,0,4821.41,0.0659103
1313,340461476,funestus,1000,6524,309,2076,4139,9270,7997,146837,292400,146200,2258,33,0,0,809,0,602,232,0,6524,0,0,0,14732.8,0.046746
1313,340461476,gambiae,1000,8574,0,0,8574,2554,1364,35185,540800,270400,2718,0,0,0,127,0,228,288,0,0,8574,0,0,5184.34,0.00772035
1314,340461476,arabiensis,1000,1297,121,456,720,2163,827,33220,53680,26840,198,10,190,9,144,0,131,28,21,1297,0,0,0,4476.3,0.0671132
1314,340461476,funestus,1000,6464,305,2027,4132,9128,5650,147839,262720,131360,2035,55,0,0,778,0,629,209,0,6464,0,0,0,12302.9,0.0503858
1314,340461476,gambiae,1000,8243,0,0,8243,2482,914,37010,548200,274100,2715,0,0,0,141,0,200,272,0,0,8243,0,0,4874.77,0.00958643
1315,340461476,arabiensis,1000,1265,106,439,720,2081,750,34316,61600,30800,204,5,244,14,119,0,103,18,30,1265,0,0,0,4818.43,0.0833885
1315,340461476,funestus,1000,6423,288,2036,4099,9018,5670,143923,308000,154000,2228,48,0,0,768,0,586,223,0,6423,0,0,0,14805.2,0.0468288
1315,340461476,gambiae,1000,7845,0,0,7845,2389,835,38089,583000,291500,2895,0,0,0,125,0,219,304,0,0,7845,0,0,5393.69,0.00889232
1316,340461476,arabiensis,1000,1236,104,415,717,2015,977,35403,64520,32260,223,12,212,9,123,0,112,13,27,1236,0,0,0,4891.05,0.0782212
1316,340461476,funestus,1000,6407,287,2014,4106,8888,7387,141462,292480,146240,2168,37,0,0,816,0,615,217,0,6407,0,0,0,15866.7,0.0480689
1316,340461476,gambiae,1000,7570,0,0,7570,2275,1079,39175,479000,239500,2406,0,0,0,152,0,191,236,0,0,7570,0,0,5596.16,0.00925162
1317,340461476,arabiensis,1000,1174,103,405,666,1920,1040,36743,53800,26900,174,5,202,5,92,0,107,23,24,1174,0,0,0,4565.5,0.0758067
1317,340461476,funestus,1000,6359,310,2000,4049,8852,7506,141321,271320,135660,2090,43,0,0,766,0,609,205,0,6359,0,0,0,14622.2,0.054249
1317,340461476,gambiae,1000,7251,0,0,7251,2167,1200,40641,480800,240400,2443,0,0,0,110,0,176,253,0,0,7251,0,0,5257.32,0.011683
1318,340461476,arabiensis,1000,1027,97,389,541,1755,1268,37415,60800,30400,192,8,211,7,0,0,102,20,25,1027,0,0,0,4890.56,0.0848605
1318,340461476,funestus,1000,5592,312,2039,3241,8032,8817,140498,297920,148960,2143,45,0,0,0,0,553,214,0,5592,0,0,0,14073.6,0.0538929
1318,340461476,gambiae,1000,6840,0,0,6840,1983,1445,41741,513400,256700,2558,0,0,0,0,0,157,254,0,0,6840,0,0,5265.18,0.0109345
1319,340461476,arabiensis,1000,989,101,346,542,1664,1278,38416,55600,27800,154,10,132,5,95,0,98,19,16,989,0,0,0,4975.22,0.0804369
1319,340461476,funestus,1000,5661,320,1895,3446,7978,8651,138976,287400,143700,1462,44,0,0,727,0,518,140,0,5661,0,0,0,14237.6,0.0472395
1319,340461476,gambiae,1000,6560,0,0,6560,1910,1459,42495,422400,211200,2000,0,0,0,96,0,177,199,0,0,6560,0,0,5717.46,0.0102555
1320,340461476,arabiensis,1000,1064,95,344,625,1652,1084,39376,49480,24740,159,6,172,9,199,0,93,17,14,1064,0,0,0,5150.04,0.0894824
1320,340461476,funestus,1000,6233,313,1914,4006,8515,7353,137839,278880,139440,2063,54,0,0,1322,0,549,201,0,6233,0,0,0,14030.3,0.0495395
1320,340461476,gambiae,1000,6387,0,0,6387,1961,1258,43841,427600,213800,2112,0,0,0,189,0,164,198,0,0,6387,0,0,5632.37,0.0135357
1321,340461476,arabiensis,1000,1042,92,349,601,1606,1009,40592,50800,25400,230,11,217,6,116,0,97,19,22,1042,0,0,0,4955.67,0.104083
1321,340461476,funestus,1000,6131,294,2002,3835,8490,7202,136766,282880,141440,2586,51,0,0,757,0,596,263,0,6131,0,0,0,13772.4,0.0503094
1321,340461476,gambiae,1000,6173,0,0,6173,1909,1198,44954,447200,223600,2288,0,0,0,138,0,143,209,0,0,6173,0,0,5654.52,0.0131721
1322,340461476,arabiensis,1000,1024,97,313,614,1567,981,41534,36560,18280,131,8,154,7,116,0,100,16,18,1024,0,0,0,4773.41,0.0975525
1322,340461476,funestus,1000,6061,288,1913,3860,8325,7246,135497,185960,92980,1609,45,0,0,676,0,592,154,0,6061,0,0,0,13723.8,0.0486863
1322,340461476,gambiae,1000,5975,0,0,5975,1836,1129,46040,360400,180200,1835,0,0,0,120,0,135,183,0,0,5975,0,0,5412.67,0.0126443
1323,340461476,arabiensis,1000,1006,93,320,593,1513,966,42187,42120,21060,165,10,143,5,105,0,97,12,14,1006,0,0,0,4918.56,0.130564
1323,340461476,funestus,1000,6001,291,1883,3827,8255,7202,134479,263880,131940,1948,46,0,0,708,0,581,187,0,6001,0,0,0,13437.3,0.0737996
1323,340461476,gambiae,1000,5753,0,0,5753,1797,1068,46928,380000,190000,1925,0,0,0,132,0,153,201,0,0,5753,0,0,5411.5,0.0150185
1324,340461476,arabiensis,1000,951,90,312,549,1469,925,42808,61000,30500,207,5,201,12,88,0,100,27,16,951,0,0,0,5211.7,0.116775
1324,340461476,funestus,1000,5891,276,1902,3713,8163,7075,132947,346680,173340,2366,57,0,0,700,0,545,265,0,5891,0,0,0,13678,0.0509222
1324,340461476,gambiae,1000,5496,0,0,5496,1721,1007,47653,411800,205900,2073,0,0,0,113,0,143,227,0,0,5496,0,0,5702.22,0.0142408
1325,340461476,arabiensis,1000,911,84,307,520,1413,910,43771,36600,18300,135,10,130,8,76,0,91,10,15,911,0,0,0,4939.52,0.0854377
1325,340461476,funestus,1000,5913,270,1885,3758,8076,6955,132016,208880,104440,1673,42,0,0,721,0,554,145,0,5913,0,0,0,13330.5,0.0394542
1325,340461476,gambiae,1000,5335,0,0,5335,1636,985,48451,325000,162500,1651,0,0,0,119,0,130,150,0,0,5335,0,0,5671.8,0.0138471
1326,340461476,arabiensis,1000,911,82,292,537,1370,887,44345,40200,20100,127,5,142,6,109,0,82,12,15,911,0,0,0,5111.03,0.13496
1326,340461476,funestus,1000,5865,271,1866,3728,7959,6950,130845,256600,128300,1928,35,0,0,688,0,549,187,0,5865,0,0,0,13235.8,0.0638189
1326,340461476,gambiae,1000,5140,0,0,5140,1568,957,49296,335200,167600,1699,0,0,0,96,0,138,153,0,0,5140,0,0,5655.14,0.0174517
1327,340461476,arabiensis,1000,883,74,299,510,1314,902,44933,53240,26620,189,7,168,8,99,0,87,22,18,883,0,0,0,5120.04,0.12714
1327,340461476,funestus,1000,5755,256,1876,3623,7925,6879,129458,313960,156980,2192,42,0,0,665,0,547,228,0,5755,0,0,0,13369.8,0.0515815
1327,340461476,gambiae,1000,4962,0,0,4962,1516,973,49890,364200,182100,1834,0,0,0,106,0,123,161,0,0,4962,0,0,5724.48,0.0168709
1328,340461476,arabiensis,1000,849,70,288,491,1264,907,45652,33760,16880,129,3,129,4,78,0,85,14,13,849,0,0,0,4930.11,0.096169
1328,340461476,funestus,1000,5678,252,1867,3559,7904,6910,128483,224160,112080,1710,40,0,0,651,0,532,196,0,5678,0,0,0,13104.3,0.0425843
1328,340461476,gambiae,1000,4782,0,0,4782,1454,991,50760,297600,148800,1516,0,0,0,85,0,104,161,0,0,4782,0,0,5442.34,0.015718
1329,340461476,arabiensis,1000,843,67,268,508,1210,1219,45645,36760,18380,136,7,118,4,102,0,81,12,15,843,0,0,0,5232.19,0.146034
1329,340461476,funestus,1000,5562,264,1815,3483,7827,6807,127649,255920,127960,1883,35,0,0,653,0,564,205,0,5562,0,0,0,12710.2,0.0584595
1329,340461476,gambiae,1000,4618,0,0,4618,1418,1334,50735,303800,151900,1540,0,0,0,112,0,110,166,0,0,4618,0,0,5795.21,0.0182874
1330,340461476,arabiensis,1000,811,61,258,492,1181,1456,45971,46640,23320,161,6,172,4,100,0,87,26,19,811,0,0,0,5217.62,0.142334
1330,340461476,funestus,1000,5497,253,1824,3420,7798,6733,126659,282640,141320,2008,44,0,0,668,0,532,201,0,5497,0,0,0,12484.4,0.0496647
1330,340461476,gambiae,1000,4423,0,0,4423,1338,1641,51109,328400,164200,1666,0,0,0,92,0,114,173,0,0,4423,0,0,5767.23,0.0190757
1331,340461476,arabiensis,1000,797,55,258,484,1189,1709,46226,33920,16960,133,4,133,4,83,0,71,11,15,797,0,0,0,5492.61,0.11187
1331,340461476,funestus,1000,5456,234,1798,3424,7675,6648,125376,219600,109800,1699,47,0,0,663,0,526,178,0,5456,0,0,0,12563.7,0.0441706
1331,340461476,gambiae,1000,4291,0,0,4291,1329,1884,51493,265800,132900,1337,0,0,0,105,0,114,123,0,0,4291,0,0,5972.12,0.0175616
1332,340461476,arabiensis,1000,796,52,265,479,1153,1922,46813,33200,16600,126,3,108,4,76,0,61,8,8,796,0,0,0,5214.42,0.161928
1332,340461476,funestus,1000,5410,229,1824,3357,7631,6512,124131,241800,120900,1824,36,0,0,650,0,502,194,0,5410,0,0,0,12617.1,0.0572118
1332,340461476,gambiae,1000,4167,0,0,4167,1294,2128,52034,268800,134400,1367,0,0,0,100,0,95,129,0,0,4167,0,0,5774.23,0.0224685
1333,340461476,arabiensis,1000,879,49,253,577,1232,1916,47062,43280,21640,136,1,159,4,190,0,74,17,16,879,0,0,0,5103.25,0.157061
1333,340461476,funestus,1000,5342,243,1817,3282,7571,6517,122941,263400,131700,1910,36,0,0,618,0,511,175,0,5342,0,0,0,12627.4,0.0521799
1333,340461476,gambiae,1000,4140,0,0,4140,1368,2107,52112,286600,143300,1463,0,0,0,235,0,111,151,0,0,4140,0,0,5849.39,0.0214815
1334,340461476,arabiensis,1000,937,55,254,628,1297,1941,47072,34600,17300,167,1,173,5,180,0,79,29,14,937,0,0,0,5449.35,0.117913
1334,340461476,funestus,1000,5308,259,1770,3279,7524,6428,121792,225600,112800,1676,43,0,0,630,0,480,184,0,5308,0,0,0,12608.5,0.04794
1334,340461476,gambiae,1000,4114,0,0,4114,1434,2067,52361,243400,121700,1370,0,0,0,225,0,99,152,0,0,4114,0,0,5996.05,0.0204096
1335,340461476,arabiensis,1000,993,52,267,674,1350,1992,47518,32080,16040,165,4,158,2,174,0,88,18,12,993,0,0,0,5382.42,0.157496
1335,340461476,funestus,1000,5265,267,1725,3273,7425,6384,121142,235840,117920,1779,39,0,0,624,0,513,154,0,5265,0,0,0,12102.3,0.0558887
1335,340461476,gambiae,1000,4085,0,0,4085,1487,2087,52600,243800,121900,1373,0,0,0,203,0,87,145,0,0,4085,0,0,6178.23,0.0246346
1336,340461476,arabiensis,1000,1067,47,268,752,1397,1976,47886,35040,17520,169,3,165,5,211,0,106,18,13,1067,0,0,0,5410.25,0.167781
1336,340461476,funestus,1000,5215,273,1682,3260,7323,6012,120228,250720,125360,1843,39,0,0,622,0,494,178,0,5215,0,0,0,11871.6,0.0513156
1336,340461476,gambiae,1000,4007,0,0,4007,1540,2057,53160,255000,127500,1411,0,0,0,181,0,122,137,0,0,4007,0,0,6058.04,0.0253414
1337,340461476,arabiensis,1000,1119,46,274,799,1464,2001,48022,43840,21920,202,3,205,3,189,0,100,14,23,1119,0,0,0,5448.75,0.154402
1337,340461476,funestus,1000,5121,274,1621,3226,7237,6056,118808,215080,107540,1638,25,0,0,608,0,536,166,0,5121,0,0,0,12158.4,0.0473501
1337,340461476,gambiae,1000,3961,0,0,3961,1574,2174,53618,239400,119700,1322,0,0,0,183,0,92,137,0,0,3961,0,0,5793.93,0.023757
1338,340461476,arabiensis,1000,1171,49,274,848,1519,2017,48346,44480,22240,184,2,210,3,199,0,103,21,23,1171,0,0,0,2198.8,0.124287
1338,340461476,funestus,1000,5096,268,1622,3206,7175,6117,117669,234120,117060,1726,33,0,0,623,0,472,176,0,5096,0,0,0,12005.4,0.0565297
1338,340461476,gambiae,1000,3927,0,0,3927,1623,2309,53649,242200,121100,1327,0,0,0,201,0,98,137,0,0,3927,0,0,2511.88,0.0242019
1339,340461476,arabiensis,1000,1215,47,288,880,1591,1974,45308,44600,22300,210,1,190,2,205,0,113,27,21,1215,0,0,0,2381.54,0.0494334
1339,340461476,funestus,1000,4986,264,1635,3087,7119,6046,116605,240320,120160,1773,28,0,0,554,0,492,172,0,4986,0,0,0,11790.3,0.0512788
1339,340461476,gambiae,1000,3906,0,0,3906,1682,2297,50235,247400,123700,1359,0,0,0,205,0,104,122,0,0,3906,0,0,2753.37,0.0103711
1340,340461476,arabiensis,1000,1231,41,312,878,1626,2653,42185,52440,26220,220,5,225,1,179,0,125,23,15,1231,0,0,0,3015.84,0.0533976
1340,340461476,funestus,1000,4856,264,1617,2975,6920,8015,113706,211400,105700,1559,25,0,0,500,0,494,136,0,4856,0,0,0,13423,0.0490608
1340,340461476,gambiae,1000,3892,0,0,3892,1715,3155,46800,229000,114500,1283,0,0,0,201,0,79,136,0,0,3892,0,0,3423.16,0.0111292
1341,340461476,arabiensis,1000,1288,42,329,917,1681,2685,40406,51240,25620,212,3,189,4,190,0,99,17,17,1288,0,0,0,2249.7,0.0575104
1341,340461476,funestus,1000,4890,266,1578,3046,6806,7907,114508,222520,111260,1576,30,0,0,659,0,469,156,0,4890,0,0,0,11367.3,0.0634956
1341,340461476,gambiae,1000,3904,0,0,3904,1775,3138,45024,233600,116800,1294,0,0,0,235,0,89,134,0,0,3904,0,0,2371.21,0.0149483
1342,340461476,arabiensis,1000,1296,41,357,898,1747,2739,38017,53480,26740,222,4,211,1,168,0,120,21,19,1296,0,0,0,2355.16,0.0439051
1342,340461476,funestus,1000,4888,264,1598,3026,6813,7745,113183,232480,116240,1774,47,0,0,651,0,460,193,0,4888,0,0,0,11451.2,0.0510845
1342,340461476,gambiae,1000,3903,0,0,3903,1843,3095,42291,243600,121800,1370,0,0,0,247,0,95,153,0,0,3903,0,0,2566.95,0.0101507
1343,340461476,arabiensis,1000,1297,37,377,883,1764,2779,36032,59200,29600,224,4,217,0,169,0,130,20,18,1297,0,0,0,2284.07,0.0440381
1343,340461476,funestus,1000,4795,249,1549,2997,6715,7707,112033,207520,103760,1602,25,0,0,553,0,494,152,0,4795,0,0,0,11372.5,0.0492568
1343,340461476,gambiae,1000,3893,0,0,3893,1924,3099,40112,228200,114100,1316,0,0,0,190,0,79,121,0,0,3893,0,0,2461.41,0.0105375
1344,340461476,arabiensis,1000,1527,34,381,1112,2007,2305,34156,54400,27200,205,5,218,2,403,0,129,21,23,1527,0,0,0,2028.2,0.0385823
1344,340461476,funestus,1000,5428,242,1528,3658,7240,6463,110999,203600,101800,1506,27,0,0,1233,0,446,154,0,5428,0,0,0,11190.1,0.054802
1344,340461476,gambiae,1000,4117,0,0,4117,2220,2593,37961,230400,115200,1263,0,0,0,456,0,104,128,0,0,4117,0,0,2243.66,0.0107862
1345,340461476,arabiensis,1000,1553,38,419,1096,2046,2300,32229,59120,29560,330,6,318,2,241,0,153,38,24,1553,0,0,0,1999.8,0.0372831
1345,340461476,funestus,1000,5288,251,1600,3437,7243,6533,109735,228000,114000,2220,34,0,0,612,0,526,226,0,5288,0,0,0,11249.8,0.0549612
1345,340461476,gambiae,1000,4102,0,0,4102,2278,2636,35730,240200,120100,1568,0,0,0,244,0,107,152,0,0,4102,0,0,2302,0.00973811
1346,340461476,arabiensis,1000,1575,35,441,1099,2109,2322,30417,59200,29600,259,3,258,2,209,0,141,25,21,1575,0,0,0,1974.89,0.0338261
1346,340461476,funestus,1000,5283,246,1606,3431,7188,6451,108846,210320,105160,1596,38,0,0,660,0,510,155,0,5283,0,0,0,10946.6,0.0493414
1346,340461476,gambiae,1000,4117,0,0,4117,2335,2648,33958,229600,114800,1307,0,0,0,249,0,111,123,0,0,4117,0,0,2032.98,0.00958366
1347,340461476,arabiensis,1000,1602,33,456,1113,2148,2410,28769,51240,25620,211,1,237,1,214,0,143,15,29,1602,0,0,0,1910.28,0.0333596
1347,340461476,funestus,1000,5238,256,1593,3389,7163,6457,107636,200560,100280,1583,18,0,0,616,0,517,144,0,5238,0,0,0,10976.3,0.0520475
1347,340461476,gambiae,1000,4147,0,0,4147,2337,2599,32100,224000,112000,1290,0,0,0,273,0,102,141,0,0,4147,0,0,1988.08,0.00885446
1348,340461476,arabiensis,1000,1617,31,488,1098,2127,2443,27273,89400,44700,326,8,317,1,227,0,135,41,36,1617,0,0,0,1839.05,0.037281
1348,340461476,funestus,1000,5188,253,1632,3303,7105,6318,106771,288800,144400,2005,36,0,0,625,0,468,207,0,5188,0,0,0,10672.9,0.0547285
1348,340461476,gambiae,1000,4157,0,0,4157,2355,2642,30277,277800,138900,1590,0,0,0,263,0,91,162,0,0,4157,0,0,2069.72,0.00887537
1349,340461476,arabiensis,1000,1643,34,486,1123,2129,2438,25823,67440,33720,253,2,288,0,250,0,158,34,32,1643,0,0,0,1745.82,0.0205711
1349,340461476,funestus,1000,5225,259,1588,3378,7081,6156,105419,211240,105620,1618,34,0,0,666,0,478,151,0,5225,0,0,0,10868.1,0.0369559
1349,340461476,gambiae,1000,4191,0,0,4191,2431,2590,28766,236600,118300,1383,0,0,0,243,0,92,117,0,0,4191,0,0,1866.02,0.0074504
1350,340461476,arabiensis,1000,1671,35,488,1148,2179,2437,24497,56560,28280,258,2,248,2,239,0,157,31,23,1671,0,0,0,1701.02,0.0258871
1350,340461476,funestus,1000,5149,253,1614,3282,6976,6151,104297,215160,107580,1679,38,0,0,592,0,497,171,0,5149,0,0,0,10844.8,0.0514489
1350,340461476,gambiae,1000,4227,0,0,4227,2457,2617,27076,227600,113800,1305,0,0,0,257,0,108,113,0,0,4227,0,0,2032.9,0.00788682
1351,340461476,arabiensis,1000,1705,35,507,1163,2239,2447,23144,85440,42720,321,4,323,3,246,0,161,24,27,1705,0,0,0,1726.97,0.0300745
1351,340461476,funestus,1000,5026,263,1576,3187,6930,6072,103257,265400,132700,1845,42,0,0,579,0,509,193,0,5026,0,0,0,10751,0.0504036
1351,340461476,gambiae,1000,4235,0,0,4235,2459,2674,25816,277200,138600,1565,0,0,0,264,0,110,146,0,0,4235,0,0,1818.41,0.00893191
1352,340461476,arabiensis,1000,1722,46,502,1174,2279,2481,21918,69680,34840,288,6,276,0,231,0,153,32,29,1722,0,0,0,1733.03,0.0202127
1352,340461476,funestus,1000,4989,291,1513,3185,6822,6105,102471,215680,107840,1587,33,0,0,602,0,476,163,0,4989,0,0,0,10414.6,0.0405088
1352,340461476,gambiae,1000,4243,0,0,4243,2465,2735,24490,246400,123200,1410,0,0,0,255,0,101,146,0,0,4243,0,0,1788.92,0.00655993
1353,340461476,arabiensis,1000,1713,48,502,1163,2303,2472,20794,64960,32480,253,4,272,1,217,0,171,28,27,1713,0,0,0,1710.85,0.0248713
1353,340461476,funestus,1000,4969,295,1495,3179,6735,6102,101483,218960,109480,1610,50,0,0,613,0,490,143,0,4969,0,0,0,10291.4,0.0482873
1353,340461476,gambiae,1000,4209,0,0,4209,2498,2777,23154,233200,116600,1333,0,0,0,226,0,111,149,0,0,4209,0,0,1851.39,0.00726023
1354,340461476,arabiensis,1000,1741,53,514,1174,2318,3365,19042,85120,42560,309,4,311,4,244,0,147,33,36,1741,0,0,0,2287.67,0.026337
1354,340461476,funestus,1000,4861,266,1494,3101,6677,7805,98423,241680,120840,1748,61,0,0,602,0,509,201,0,4861,0,0,0,12251.3,0.0470012
1354,340461476,gambiae,1000,4214,0,0,4214,2532,3640,21157,274200,137100,1507,0,0,0,277,0,116,156,0,0,4214,0,0,2542.63,0.00793905
1355,340461476,arabiensis,1000,1732,54,520,1158,2345,3285,18783,77560,38780,296,4,305,9,240,0,175,33,41,1732,0,0,0,1439.05,0.0268758
1355,340461476,funestus,1000,4835,264,1452,3119,6572,7788,99559,207440,103720,1566,45,0,0,601,0,452,175,0,4835,0,0,0,10026.2,0.0506922
1355,340461476,gambiae,1000,4252,0,0,4252,2573,3690,20761,249800,124900,1457,0,0,0,265,0,94,133,0,0,4252,0,0,1707.95,0.00927292
1356,340461476,arabiensis,1000,1773,55,539,1179,2388,3264,17589,71160,35580,275,4,290,6,259,0,155,30,33,1773,0,0,0,1685.82,0.0185541
1356,340461476,funestus,1000,4784,254,1454,3076,6554,7513,98399,215600,107800,1612,50,0,0,593,0,469,175,0,4784,0,0,0,10108,0.048333
1356,340461476,gambiae,1000,4288,0,0,4288,2625,3631,19633,233000,116500,1353,0,0,0,269,0,107,126,0,0,4288,0,0,1783.47,0.00683725
1357,340461476,arabiensis,1000,1790,60,534,1196,2391,3295,16897,78400,39200,304,4,318,5,250,0,165,27,41,1790,0,0,0,1375.24,0.0236906
1357,340461476,funestus,1000,4751,233,1493,3025,6535,7462,97352,227640,113820,1666,53,0,0,564,0,447,150,0,4751,0,0,0,10087.5,0.046883
1357,340461476,gambiae,1000,4316,0,0,4316,2656,3629,18787,266400,133200,1504,0,0,0,260,0,88,144,0,0,4316,0,0,1515.49,0.00765438
1358,340461476,arabiensis,1000,2095,65,542,1488,2673,2259,16323,80080,40040,324,5,299,6,524,0,168,22,29,2095,0,0,0,1183.52,0.0175413
1358,340461476,funestus,1000,5275,241,1476,3558,7095,6227,96361,204480,102240,1523,35,0,0,1178,0,485,169,0,5275,0,0,0,10021.8,0.0443136
1358,340461476,gambiae,1000,4598,0,0,4598,2939,2603,18151,257200,128600,1461,0,0,0,550,0,128,140,0,0,4598,0,0,1300.68,0.00568876
1359,340461476,arabiensis,1000,2077,74,578,1425,2637,1915,15525,71280,35640,394,3,419,6,258,0,198,35,43,2077,0,0,0,1190.59,0.0147792
1359,340461476,funestus,1000,5213,253,1571,3389,7071,6141,95692,211240,105620,2103,44,0,0,621,0,474,209,0,5213,0,0,0,9644.6,0.0490111
1359,340461476,gambiae,1000,4618,0,0,4618,2967,2193,17255,241000,120500,1660,0,0,0,306,0,112,174,0,0,4618,0,0,1317.88,0.00505709
1360,340461476,arabiensis,1000,2084,65,590,1429,2683,1674,14769,82400,41200,309,3,332,11,267,0,196,27,37,2084,0,0,0,1182.8,0.016703
1360,340461476,funestus,1000,5164,247,1569,3348,6923,6462,94096,218360,109180,1644,58,0,0,571,0,467,153,0,5164,0,0,0,10204.9,0.0456571
1360,340461476,gambiae,1000,4645,0,0,4645,2991,1902,16456,267200,133600,1556,0,0,0,296,0,117,152,0,0,4645,0,0,1268.23,0.00546838
1361,340461476,arabiensis,1000,2118,58,618,1442,2710,1288,14228,86000,43000,314,5,344,5,287,0,183,37,33,2118,0,0,0,937.403,0.0143544
1361,340461476,funestus,1000,5129,253,1549,3327,6916,6383,93635,200120,100060,1499,37,0,0,603,0,494,144,0,5129,0,0,0,9640.51,0.0467342
1361,340461476,gambiae,1000,4697,0,0,4697,3012,1476,15788,260000,130000,1499,0,0,0,311,0,104,155,0,0,4697,0,0,1062.45,0.00474636
1362,340461476,arabiensis,1000,1924,66,615,1243,2558,1300,13520,109000,54500,392,2,401,8,104,0,213,34,51,1924,0,0,0,1000.7,0.0109
1362,340461476,funestus,1000,5099,252,1576,3271,6880,6191,92676,279120,139560,1916,46,0,0,638,0,475,193,0,5099,0,0,0,9584.39,0.0481736
1362,340461476,gambiae,1000,4576,0,0,4576,2818,1485,14926,291800,145900,1657,0,0,0,140,0,119,142,0,0,4576,0,0,1208.11,0.00408634
1363,340461476,arabiensis,1000,1834,72,589,1173,2436,1594,12621,81800,40900,262,6,242,5,119,0,172,21,16,1834,0,0,0,1261.04,0.00918069
1363,340461476,funestus,1000,5007,234,1592,3181,6780,8017,89950,221240,110620,1671,52,0,0,563,0,474,181,0,5007,0,0,0,11305.4,0.0343379
1363,340461476,gambiae,1000,4466,0,0,4466,2696,1798,13937,276800,138400,1446,0,0,0,154,0,122,142,0,0,4466,0,0,1487.48,0.00414018
1364,340461476,arabiensis,1000,1786,87,554,1145,2339,1465,12270,87320,43660,274,5,270,6,172,0,171,25,24,1786,0,0,0,979.531,0.0154161
1364,340461476,funestus,1000,5038,274,1524,3240,6798,7736,90777,200440,100220,1502,29,0,0,670,0,478,161,0,5038,0,0,0,9483.52,0.0511003
1364,340461476,gambiae,1000,4411,0,0,4411,2605,1649,13665,266400,133200,1395,0,0,0,178,0,96,137,0,0,4411,0,0,1056.7,0.00537386
1365,340461476,arabiensis,1000,1659,97,554,1008,2220,1463,11764,107520,53760,374,2,317,2,115,0,173,36,33,1659,0,0,0,934.47,0.0112177
1365,340461476,funestus,1000,4932,277,1565,3090,6768,7597,90053,259000,129500,1900,43,0,0,541,0,466,181,0,4932,0,0,0,9222.55,0.0473135
1365,340461476,gambiae,1000,4268,0,0,4268,2464,1594,13119,302800,151400,1593,0,0,0,127,0,114,156,0,0,4268,0,0,990.411,0.0039666
1366,340461476,arabiensis,1000,1572,93,521,958,2165,1382,11362,68320,34160,233,8,211,12,126,0,162,27,24,1572,0,0,0,756.46,0.00869112
