Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
44,340461476,X-a1:X-a1,569,0,41,528,0,487,8189,0
44,340461476,X-a1:Y-a1,0,0,0,0,613,483,8144,0
45,340461476,X-a0:X-a0,711,3,173,535,0,593,8560,28120
45,340461476,X-a0:Y-a0,0,0,0,0,932,633,8417,28120
45,340461476,X-a0:X-a1,8997,702,1707,6588,0,3614,22384,48990
45,340461476,X-a0:Y-a1,0,0,0,0,11348,3568,22237,48990
45,340461476,X-a1:X-a1,477,0,120,357,0,442,7394,20790
45,340461476,X-a1:Y-a1,0,0,0,0,552,436,7357,20790
46,340461476,X-a0:X-a0,637,3,152,482,0,1310,9403,121930
46,340461476,X-a0:Y-a0,0,0,0,0,861,1311,9313,121930
46,340461476,X-a0:X-a1,7357,527,2307,4523,0,4554,23215,234000
46,340461476,X-a0:Y-a1,0,0,0,0,10196,4539,23075,234000
46,340461476,X-a1:X-a1,435,0,105,330,0,975,7930,112070
46,340461476,X-a1:Y-a1,0,0,0,0,506,954,7915,112070
47,340461476,X-a0:X-a0,1056,3,133,920,0,686,10163,0
47,340461476,X-a0:Y-a0,0,0,0,0,1311,656,10051,0
47,340461476,X-a0:X-a1,7482,467,2086,4929,0,5061,22307,500
47,340461476,X-a0:Y-a1,0,0,0,0,10053,4981,22281,500
47,340461476,X-a1:X-a1,761,0,92,669,0,527,8751,0
47,340461476,X-a1:Y-a1,0,0,0,0,820,510,8738,0
48,340461476,X-a0:X-a0,855,2,253,600,0,619,9215,47040
48,340461476,X-a0:Y-a0,0,0,0,0,1167,586,9078,47040
48,340461476,X-a0:X-a1,8550,839,1704,6007,0,2656,20702,83640
48,340461476,X-a0:Y-a1,0,0,0,0,10913,2653,20698,83640
48,340461476,X-a1:X-a1,625,0,162,463,0,475,7953,36100
48,340461476,X-a1:Y-a1,0,0,0,0,740,472,7930,36100
49,340461476,X-a0:X-a0,780,2,231,547,0,1756,9693,114945
49,340461476,X-a0:Y-a0,0,0,0,0,1055,1741,9535,114945
49,340461476,X-a0:X-a1,7048,657,2166,4225,0,4663,21044,222020
49,340461476,X-a0:Y-a1,0,0,0,0,9860,4632,21124,222020
49,340461476,X-a1:X-a1,566,0,146,420,0,1441,8176,107075
49,340461476,X-a1:Y-a1,0,0,0,0,677,1420,8092,107075
