Time, Year, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
1470,1964.53,121,53.0058,F,2,4,local,STIPreEmigrating,0,76,184,0,0,MARITAL,PAUSED,16,0,2
1470,1964.53,199,52.1849,M,2,3,local,STIPreEmigrating,0,7,163,0,0,MARITAL,PAUSED,67,2,0
1470,1964.53,199,52.1849,M,3,0,N/A,STIPostImmigrating,0,7,163,0,0,MARITAL,PAUSED,67,3,0
1470,1964.53,121,53.0058,F,4,0,N/A,STIPostImmigrating,0,76,184,0,0,MARITAL,NORMAL,16,4,4
1472,1964.53,269,46.2817,F,4,2,local,STIPreEmigrating,0,118,55,0,0,MARITAL,NORMAL,186,4,4
1472,1964.53,290,52.8755,F,2,1,local,STIPreEmigrating,0,69,130,0,0,MARITAL,NORMAL,327,2,2
1472,1964.53,290,52.8755,F,1,0,N/A,STIPostImmigrating,0,69,130,0,0,MARITAL,PAUSED,327,0,1
1472,1964.53,269,46.2817,F,2,0,N/A,STIPostImmigrating,0,118,55,0,0,MARITAL,PAUSED,186,0,2
1473,1964.54,284,46.813,M,3,4,local,STIPreEmigrating,0,65,133,0,0,MARITAL,PAUSED,79,3,0
1473,1964.54,132,30.7566,F,1,3,local,STIPreEmigrating,0,170,19,0,0,INFORMAL,PAUSED,169,0,1
1473,1964.54,132,30.7566,F,3,0,N/A,STIPostImmigrating,0,170,19,0,0,INFORMAL,PAUSED,169,0,3
1473,1964.54,284,46.813,M,4,0,N/A,STIPostImmigrating,0,65,133,0,0,MARITAL,NORMAL,79,4,4
1475,1964.54,244,30.2845,F,3,2,local,STIPreEmigrating,0,40,125,0,0,MARITAL,NORMAL,236,3,3
1475,1964.54,157,36.3559,M,2,4,local,STIPreEmigrating,0,91,139,0,0,INFORMAL,NORMAL,263,2,2
1475,1964.54,157,36.3559,M,4,0,N/A,STIPostImmigrating,0,91,139,0,0,INFORMAL,PAUSED,263,4,0
1475,1964.54,244,30.2845,F,2,0,N/A,STIPostImmigrating,0,40,125,0,0,MARITAL,PAUSED,236,0,2
1476,1964.54,106,33.8011,F,1,2,local,STIPreEmigrating,0,30,205,0,0,MARITAL,NORMAL,98,1,1
1476,1964.54,106,33.8011,F,2,0,N/A,STIPostImmigrating,0,30,205,0,0,MARITAL,PAUSED,98,0,2
1477,1964.55,4,45.8995,F,3,1,local,STIPreEmigrating,0,66,111,0,0,MARITAL,PAUSED,54,0,3
1477,1964.55,4,45.8995,F,1,0,N/A,STIPostImmigrating,0,66,111,0,0,MARITAL,NORMAL,54,1,1
1479,1964.55,313,37.1101,F,4,2,local,STIPreEmigrating,0,110,72,0,0,MARITAL,PAUSED,69,0,4
1479,1964.55,313,37.1101,F,2,0,N/A,STIPostImmigrating,0,110,72,0,0,MARITAL,NORMAL,69,2,2
1480,1964.55,185,37.5793,F,4,2,local,STIPreEmigrating,0,58,155,0,0,MARITAL,PAUSED,75,0,4
1480,1964.55,3,38.1061,M,1,2,local,STIPreEmigrating,0,124,87,0,0,INFORMAL,PAUSED,32,1,0
1480,1964.55,3,38.1061,M,2,0,N/A,STIPostImmigrating,0,124,87,0,0,INFORMAL,NORMAL,32,2,2
1480,1964.55,185,37.5793,F,2,0,N/A,STIPostImmigrating,0,58,155,0,0,MARITAL,NORMAL,75,2,2
1481,1964.56,161,31.6238,M,4,3,local,STIPreEmigrating,0,192,40,0,0,INFORMAL,NORMAL,111,4,4
1481,1964.56,236,39.7233,M,3,1,local,STIPreEmigrating,0,40,125,0,0,MARITAL,PAUSED,244,3,0
1481,1964.56,236,39.7233,M,1,0,N/A,STIPostImmigrating,0,40,125,0,0,MARITAL,PAUSED,244,1,0
1481,1964.56,161,31.6238,M,3,0,N/A,STIPostImmigrating,0,192,40,0,0,INFORMAL,PAUSED,111,3,0
1482,1964.56,290,52.9029,F,1,2,local,STIPreEmigrating,0,69,130,0,0,MARITAL,PAUSED,327,0,1
1482,1964.56,290,52.9029,F,2,0,N/A,STIPostImmigrating,0,69,130,0,0,MARITAL,NORMAL,327,2,2
1483,1964.56,305,34.8138,M,3,4,local,STIPreEmigrating,0,16,99,0,0,MARITAL,PAUSED,73,3,0
1483,1964.56,198,40.1881,M,3,1,local,STIPreEmigrating,0,164,29,0,0,INFORMAL,PAUSED,128,3,0
1483,1964.56,123,37.0804,F,2,3,local,STIPreEmigrating,0,8,140,0,0,MARITAL,PAUSED,235,0,2
1483,1964.56,155,33.3598,F,1,2,local,STIPreEmigrating,0,51,177,0,0,INFORMAL,PAUSED,255,0,1
1483,1964.56,155,33.3598,F,2,0,N/A,STIPostImmigrating,0,51,177,0,0,INFORMAL,PAUSED,255,0,2
1483,1964.56,123,37.0804,F,3,0,N/A,STIPostImmigrating,0,8,140,0,0,MARITAL,NORMAL,235,3,3
1483,1964.56,198,40.1881,M,1,0,N/A,STIPostImmigrating,0,164,29,0,0,INFORMAL,NORMAL,128,1,1
1483,1964.56,305,34.8138,M,4,0,N/A,STIPostImmigrating,0,16,99,0,0,MARITAL,PAUSED,73,4,0
1484,1964.57,313,37.1238,F,2,4,local,STIPreEmigrating,0,110,73,0,0,MARITAL,NORMAL,69,2,2
1484,1964.57,313,37.1238,F,4,0,N/A,STIPostImmigrating,0,110,73,0,0,MARITAL,PAUSED,69,0,4
1485,1964.57,270,33.4601,M,3,1,local,STIPreEmigrating,0,111,98,0,0,TRANSITORY,PAUSED,168,3,0
1485,1964.57,235,53.6198,M,3,2,local,STIPreEmigrating,0,8,140,0,0,MARITAL,NORMAL,123,3,3
1485,1964.57,123,37.0858,F,3,2,local,STIPreEmigrating,0,8,140,0,0,MARITAL,PAUSED,235,3,3
1485,1964.57,240,40.5613,F,2,3,local,STIPreEmigrating,0,49,165,0,0,MARITAL,NORMAL,145,2,2
1485,1964.57,240,40.5613,F,3,0,N/A,STIPostImmigrating,0,49,165,0,0,MARITAL,PAUSED,145,0,3
1485,1964.57,235,53.6198,M,2,0,N/A,STIPostImmigrating,0,8,140,0,0,MARITAL,PAUSED,123,2,0
1485,1964.57,123,37.0858,F,2,0,N/A,STIPostImmigrating,0,8,140,0,0,MARITAL,NORMAL,235,2,2
1485,1964.57,270,33.4601,M,1,0,N/A,STIPostImmigrating,0,111,98,0,0,TRANSITORY,NORMAL,168,1,1
1486,1964.57,23,54.8338,F,2,3,local,STIPreEmigrating,0,62,181,0,0,MARITAL,PAUSED,232,0,2
1486,1964.57,198,40.1963,M,1,4,local,STIPreEmigrating,0,164,29,0,0,INFORMAL,NORMAL,128,1,1
1486,1964.57,198,40.1963,M,4,0,N/A,STIPostImmigrating,0,164,29,0,0,INFORMAL,PAUSED,128,4,0
1486,1964.57,23,54.8338,F,3,0,N/A,STIPostImmigrating,0,62,181,0,0,MARITAL,PAUSED,232,0,3
1487,1964.57,71,31.5728,F,3,2,local,STIPreEmigrating,0,167,18,0,0,TRANSITORY,PAUSED,133,0,3
1487,1964.57,71,31.5728,F,2,0,N/A,STIPostImmigrating,0,167,18,0,0,TRANSITORY,PAUSED,133,0,2
1489,1964.58,8,55.8831,M,1,3,local,STIPreEmigrating,0,71,140,0,0,MARITAL,NORMAL,302,1,1
1489,1964.58,8,55.8831,M,3,0,N/A,STIPostImmigrating,0,71,140,0,0,MARITAL,PAUSED,302,3,0
1490,1964.58,194,49.4112,F,2,1,local,STIPreEmigrating,0,54,164,0,0,MARITAL,PAUSED,337,0,2
1490,1964.58,270,33.4738,M,1,2,local,STIPreEmigrating,0,111,99,0,0,TRANSITORY,NORMAL,168,1,1
1490,1964.58,270,33.4738,M,2,0,N/A,STIPostImmigrating,0,111,99,0,0,TRANSITORY,PAUSED,168,2,0
1490,1964.58,194,49.4112,F,1,0,N/A,STIPostImmigrating,0,54,164,0,0,MARITAL,NORMAL,337,1,1
1491,1964.58,291,40.8706,F,4,2,local,STIPreEmigrating,0,13,81,0,0,MARITAL,PAUSED,103,0,4
1491,1964.58,291,40.8706,F,2,0,N/A,STIPostImmigrating,0,13,81,0,0,MARITAL,PAUSED,103,0,2
1492,1964.59,341,53.1201,M,3,4,local,STIPreEmigrating,0,83,142,0,0,MARITAL,PAUSED,180,3,0
1492,1964.59,341,53.1201,M,4,0,N/A,STIPostImmigrating,0,83,142,0,0,MARITAL,PAUSED,180,4,0
1493,1964.59,281,46.3466,M,4,1,local,STIPreEmigrating,0,32,164,0,0,MARITAL,NORMAL,177,4,4
1493,1964.59,307,33.0984,M,3,2,local,STIPreEmigrating,0,57,132,0,0,MARITAL,PAUSED,200,3,0
1493,1964.59,307,33.0984,M,2,0,N/A,STIPostImmigrating,0,57,132,0,0,MARITAL,PAUSED,200,2,0
1493,1964.59,281,46.3466,M,1,0,N/A,STIPostImmigrating,0,32,164,0,0,MARITAL,PAUSED,177,1,0
1494,1964.59,26,40.0052,F,4,1,local,STIPreEmigrating,0,101,127,0,0,MARITAL,PAUSED,37,0,4
1494,1964.59,26,40.0052,F,1,0,N/A,STIPostImmigrating,0,101,127,0,0,MARITAL,PAUSED,37,0,1
1495,1964.6,249,39.1355,M,4,2,local,STIPreEmigrating,0,165,54,0,0,INFORMAL,NORMAL,321,4,4
1495,1964.6,249,39.1355,M,2,0,N/A,STIPostImmigrating,0,165,54,0,0,INFORMAL,PAUSED,321,2,0
1496,1964.6,328,57.668,M,4,3,local,STIPreEmigrating,0,175,11,0,0,MARITAL,PAUSED,213,4,0
1496,1964.6,328,57.668,M,3,0,N/A,STIPostImmigrating,0,175,11,0,0,MARITAL,PAUSED,213,3,0
1497,1964.6,104,34.9739,M,4,3,local,STIPreEmigrating,0,154,19,0,0,INFORMAL,PAUSED,239,4,0
1497,1964.6,213,51.3646,F,1,4,local,STIPreEmigrating,0,175,11,0,0,MARITAL,PAUSED,328,0,1
1497,1964.6,213,51.3646,F,4,0,N/A,STIPostImmigrating,0,175,11,0,0,MARITAL,PAUSED,328,0,4
1497,1964.6,104,34.9739,M,3,0,N/A,STIPostImmigrating,0,154,19,0,0,INFORMAL,NORMAL,239,3,3
1498,1964.6,327,59.767,M,2,1,local,STIPreEmigrating,0,69,135,0,0,MARITAL,NORMAL,290,2,2
1498,1964.6,327,59.767,M,1,0,N/A,STIPostImmigrating,0,69,135,0,0,MARITAL,PAUSED,290,1,0
1500,1964.61,113,34.2271,M,3,4,local,STIPreEmigrating,0,18,111,0,0,MARITAL,PAUSED,197,3,0
1500,1964.61,286,49.2718,M,1,3,local,STIPreEmigrating,0,159,21,0,0,MARITAL,PAUSED,253,1,0
1500,1964.61,286,49.2718,M,3,0,N/A,STIPostImmigrating,0,159,21,0,0,MARITAL,NORMAL,253,3,3
1500,1964.61,113,34.2271,M,4,0,N/A,STIPostImmigrating,0,18,111,0,0,MARITAL,NORMAL,197,4,4
1501,1964.61,235,53.6636,M,2,1,local,STIPreEmigrating,0,8,142,0,0,MARITAL,NORMAL,123,2,2
1501,1964.61,235,53.6636,M,1,0,N/A,STIPostImmigrating,0,8,142,0,0,MARITAL,PAUSED,123,1,0
1503,1964.62,69,46.0971,M,2,4,local,STIPreEmigrating,0,110,73,0,0,MARITAL,PAUSED,313,2,0
1503,1964.62,69,46.0971,M,4,0,N/A,STIPostImmigrating,0,110,73,0,0,MARITAL,NORMAL,313,4,4
1504,1964.62,103,49.1871,M,3,2,local,STIPreEmigrating,0,13,81,0,0,MARITAL,PAUSED,291,3,0
1504,1964.62,151,34.1203,F,2,1,local,STIPreEmigrating,0,134,100,0,0,INFORMAL,PAUSED,17,0,2
1504,1964.62,151,34.1203,F,1,0,N/A,STIPostImmigrating,0,134,100,0,0,INFORMAL,NORMAL,17,1,1
1504,1964.62,103,49.1871,M,2,0,N/A,STIPostImmigrating,0,13,81,0,0,MARITAL,NORMAL,291,2,2
1506,1964.63,305,34.8768,M,4,3,local,STIPreEmigrating,0,16,99,0,0,MARITAL,PAUSED,73,4,0
1506,1964.63,305,34.8768,M,3,0,N/A,STIPostImmigrating,0,16,99,0,0,MARITAL,PAUSED,73,3,0
1507,1964.63,139,42.2916,M,4,2,local,STIPreEmigrating,0,109,8,0,0,MARITAL,PAUSED,211,4,0
1507,1964.63,270,33.5204,M,2,1,local,STIPreEmigrating,0,111,99,0,0,TRANSITORY,PAUSED,168,2,0
1507,1964.63,270,33.5204,M,1,0,N/A,STIPostImmigrating,0,111,99,0,0,TRANSITORY,PAUSED,168,1,0
1507,1964.63,139,42.2916,M,2,0,N/A,STIPostImmigrating,0,109,8,0,0,MARITAL,PAUSED,211,2,0
1508,1964.63,132,30.8525,F,3,1,local,STIPreEmigrating,0,170,19,0,0,INFORMAL,PAUSED,169,0,3
1508,1964.63,4,45.9845,F,1,3,local,STIPreEmigrating,0,66,119,0,0,MARITAL,NORMAL,54,1,1
1508,1964.63,4,45.9845,F,3,0,N/A,STIPostImmigrating,0,66,119,0,0,MARITAL,PAUSED,54,0,3
1508,1964.63,132,30.8525,F,1,0,N/A,STIPostImmigrating,0,170,19,0,0,INFORMAL,PAUSED,169,0,1
1509,1964.63,199,52.2917,M,3,2,local,STIPreEmigrating,0,7,163,0,0,MARITAL,PAUSED,67,3,0
1509,1964.63,286,49.2965,M,3,1,local,STIPreEmigrating,0,159,24,0,0,MARITAL,NORMAL,253,3,3
1509,1964.63,202,41.286,M,1,2,local,STIPreEmigrating,0,158,29,0,0,MARITAL,PAUSED,118,1,0
1509,1964.63,202,41.286,M,2,0,N/A,STIPostImmigrating,0,158,29,0,0,MARITAL,PAUSED,118,2,0
1509,1964.63,286,49.2965,M,1,0,N/A,STIPostImmigrating,0,159,24,0,0,MARITAL,PAUSED,253,1,0
1509,1964.63,199,52.2917,M,2,0,N/A,STIPostImmigrating,0,7,163,0,0,MARITAL,PAUSED,67,2,0
1510,1964.64,186,47.0787,M,4,1,local,STIPreEmigrating,0,118,55,0,0,MARITAL,PAUSED,269,4,0
1510,1964.64,155,33.4338,F,2,3,local,STIPreEmigrating,0,51,177,0,0,INFORMAL,PAUSED,255,0,2
1510,1964.64,155,33.4338,F,3,0,N/A,STIPostImmigrating,0,51,177,0,0,INFORMAL,NORMAL,255,3,3
1510,1964.64,186,47.0787,M,1,0,N/A,STIPostImmigrating,0,118,55,0,0,MARITAL,PAUSED,269,1,0
1512,1964.64,302,41.3223,F,1,3,local,STIPreEmigrating,0,71,140,0,0,MARITAL,PAUSED,8,0,1
1512,1964.64,219,34.1379,M,1,2,local,STIPreEmigrating,0,185,24,0,0,INFORMAL,PAUSED,31,1,0
1512,1964.64,219,34.1379,M,2,0,N/A,STIPostImmigrating,0,185,24,0,0,INFORMAL,PAUSED,31,2,0
1512,1964.64,302,41.3223,F,3,0,N/A,STIPostImmigrating,0,71,140,0,0,MARITAL,NORMAL,8,3,3
1514,1964.65,186,47.0897,M,1,4,local,STIPreEmigrating,0,118,55,0,0,MARITAL,PAUSED,269,1,0
1514,1964.65,186,47.0897,M,4,0,N/A,STIPostImmigrating,0,118,55,0,0,MARITAL,PAUSED,269,4,0
1516,1964.65,328,57.7228,M,3,2,local,STIPreEmigrating,0,175,11,0,0,MARITAL,PAUSED,213,3,0
1516,1964.65,328,57.7228,M,2,0,N/A,STIPostImmigrating,0,175,11,0,0,MARITAL,PAUSED,213,2,0
1517,1964.66,121,53.1345,F,4,2,local,STIPreEmigrating,0,76,199,0,0,MARITAL,PAUSED,16,0,4
1517,1964.66,4,46.0091,F,3,2,local,STIPreEmigrating,0,66,119,0,0,MARITAL,PAUSED,54,0,3
1517,1964.66,4,46.0091,F,2,0,N/A,STIPostImmigrating,0,66,119,0,0,MARITAL,PAUSED,54,0,2
1517,1964.66,121,53.1345,F,2,0,N/A,STIPostImmigrating,0,76,199,0,0,MARITAL,PAUSED,16,0,2
1518,1964.66,69,46.1382,M,4,1,local,STIPreEmigrating,0,110,78,0,0,MARITAL,NORMAL,313,4,4
1518,1964.66,139,42.3217,M,2,1,local,STIPreEmigrating,0,109,8,0,0,MARITAL,PAUSED,211,2,0
1518,1964.66,194,49.4879,F,1,2,local,STIPreEmigrating,0,54,175,0,0,MARITAL,NORMAL,337,1,1
1518,1964.66,194,49.4879,F,2,0,N/A,STIPostImmigrating,0,54,175,0,0,MARITAL,PAUSED,337,0,2
1518,1964.66,139,42.3217,M,1,0,N/A,STIPostImmigrating,0,109,8,0,0,MARITAL,NORMAL,211,1,1
1518,1964.66,69,46.1382,M,1,0,N/A,STIPostImmigrating,0,110,78,0,0,MARITAL,PAUSED,313,1,0
1522,1964.67,142,37.1664,F,1,4,local,STIPreEmigrating,0,46,117,0,0,MARITAL,PAUSED,206,0,1
1522,1964.67,142,37.1664,F,4,0,N/A,STIPostImmigrating,0,46,117,0,0,MARITAL,PAUSED,206,0,4
1523,1964.67,341,53.205,M,4,1,local,STIPreEmigrating,0,83,142,0,0,MARITAL,PAUSED,180,4,0
1523,1964.67,193,45.2405,M,1,4,local,STIPreEmigrating,0,50,63,0,0,MARITAL,PAUSED,53,1,0
1523,1964.67,193,45.2405,M,4,0,N/A,STIPostImmigrating,0,50,63,0,0,MARITAL,PAUSED,53,4,0
1523,1964.67,341,53.205,M,1,0,N/A,STIPostImmigrating,0,83,142,0,0,MARITAL,PAUSED,180,1,0
1525,1964.68,52,38.8564,F,2,3,local,STIPreEmigrating,0,28,137,0,0,MARITAL,PAUSED,120,0,2
1525,1964.68,52,38.8564,F,3,0,N/A,STIPostImmigrating,0,28,137,0,0,MARITAL,PAUSED,120,0,3
1527,1964.68,142,37.1801,F,4,1,local,STIPreEmigrating,0,46,117,0,0,MARITAL,PAUSED,206,0,4
1527,1964.68,142,37.1801,F,1,0,N/A,STIPostImmigrating,0,46,117,0,0,MARITAL,PAUSED,206,0,1
1528,1964.69,113,34.3038,M,4,3,local,STIPreEmigrating,0,18,122,0,0,MARITAL,NORMAL,197,4,4
1528,1964.69,161,31.7526,M,3,4,local,STIPreEmigrating,0,192,40,0,0,INFORMAL,PAUSED,111,3,0
1528,1964.69,161,31.7526,M,4,0,N/A,STIPostImmigrating,0,192,40,0,0,INFORMAL,NORMAL,111,4,4
1528,1964.69,113,34.3038,M,3,0,N/A,STIPostImmigrating,0,18,122,0,0,MARITAL,PAUSED,197,3,0
1530,1964.69,197,35.8857,F,4,1,local,STIPreEmigrating,0,18,122,0,0,MARITAL,PAUSED,113,0,4
1530,1964.69,101,35.2733,F,1,4,local,STIPreEmigrating,0,24,191,0,0,MARITAL,PAUSED,49,0,1
1530,1964.69,101,35.2733,F,4,0,N/A,STIPostImmigrating,0,24,191,0,0,MARITAL,PAUSED,49,0,4
1530,1964.69,197,35.8857,F,1,0,N/A,STIPostImmigrating,0,18,122,0,0,MARITAL,PAUSED,113,0,1
1531,1964.69,232,58.3488,M,4,3,local,STIPreEmigrating,0,62,181,0,0,MARITAL,PAUSED,23,4,0
1531,1964.69,232,58.3488,M,3,0,N/A,STIPostImmigrating,0,62,181,0,0,MARITAL,NORMAL,23,3,3
1532,1964.7,45,33.3157,F,3,4,local,STIPreEmigrating,0,64,79,0,0,MARITAL,PAUSED,55,0,3
1532,1964.7,290,53.0399,F,2,1,local,STIPreEmigrating,0,69,135,0,0,MARITAL,PAUSED,327,0,2
1532,1964.7,290,53.0399,F,1,0,N/A,STIPostImmigrating,0,69,135,0,0,MARITAL,NORMAL,327,1,1
1532,1964.7,45,33.3157,F,4,0,N/A,STIPostImmigrating,0,64,79,0,0,MARITAL,PAUSED,55,0,4
1535,1964.71,142,37.202,F,1,3,local,STIPreEmigrating,0,46,117,0,0,MARITAL,PAUSED,206,0,1
1535,1964.71,54,47.0642,M,1,4,local,STIPreEmigrating,0,66,119,0,0,MARITAL,PAUSED,4,1,0
1535,1964.71,54,47.0642,M,4,0,N/A,STIPostImmigrating,0,66,119,0,0,MARITAL,PAUSED,4,4,0
1535,1964.71,142,37.202,F,3,0,N/A,STIPostImmigrating,0,46,117,0,0,MARITAL,PAUSED,206,0,3
1536,1964.71,8,56.0119,M,3,4,local,STIPreEmigrating,0,71,150,0,0,MARITAL,NORMAL,302,3,3
1536,1964.71,8,56.0119,M,4,0,N/A,STIPostImmigrating,0,71,150,0,0,MARITAL,PAUSED,302,4,0
1537,1964.71,232,58.3652,M,3,1,local,STIPreEmigrating,0,62,184,0,0,MARITAL,NORMAL,23,3,3
1537,1964.71,232,58.3652,M,1,0,N/A,STIPostImmigrating,0,62,184,0,0,MARITAL,PAUSED,23,1,0
1538,1964.71,70,41.0527,M,4,1,local,STIPreEmigrating,0,205,14,0,0,TRANSITORY,NORMAL,122,4,4
1538,1964.71,37,39.7704,M,3,4,local,STIPreEmigrating,0,101,127,0,0,MARITAL,PAUSED,26,3,0
1538,1964.71,240,40.7065,F,3,4,local,STIPreEmigrating,0,49,165,0,0,MARITAL,PAUSED,145,0,3
1538,1964.71,240,40.7065,F,4,0,N/A,STIPostImmigrating,0,49,165,0,0,MARITAL,PAUSED,145,0,4
1538,1964.71,37,39.7704,M,4,0,N/A,STIPostImmigrating,0,101,127,0,0,MARITAL,PAUSED,26,4,0
1538,1964.71,70,41.0527,M,1,0,N/A,STIPostImmigrating,0,205,14,0,0,TRANSITORY,PAUSED,122,1,0
1540,1964.72,206,43.528,M,2,1,local,STIPreEmigrating,0,46,117,0,0,MARITAL,PAUSED,142,2,0
1540,1964.72,206,43.528,M,1,0,N/A,STIPostImmigrating,0,46,117,0,0,MARITAL,PAUSED,142,1,0
1545,1964.73,291,41.0186,F,2,3,local,STIPreEmigrating,0,13,93,0,0,MARITAL,NORMAL,103,2,2
1545,1964.73,291,41.0186,F,3,0,N/A,STIPostImmigrating,0,13,93,0,0,MARITAL,PAUSED,103,0,3
1547,1964.74,3,38.2896,M,2,1,local,STIPreEmigrating,0,124,118,0,0,INFORMAL,NORMAL,32,2,2
1547,1964.74,29,30.0602,M,1,4,local,STIPreEmigrating,0,140,79,0,0,INFORMAL,PAUSED,208,1,0
1547,1964.74,29,30.0602,M,4,0,N/A,STIPostImmigrating,0,140,79,0,0,INFORMAL,NORMAL,208,4,4
1547,1964.74,3,38.2896,M,1,0,N/A,STIPostImmigrating,0,124,118,0,0,INFORMAL,PAUSED,32,1,0
1548,1964.74,336,56.5668,F,4,3,local,STIPreEmigrating,0,70,57,0,0,MARITAL,NORMAL,149,4,4
1548,1964.74,336,56.5668,F,3,0,N/A,STIPostImmigrating,0,70,57,0,0,MARITAL,PAUSED,149,0,3
1549,1964.74,37,39.8005,M,4,3,local,STIPreEmigrating,0,101,127,0,0,MARITAL,PAUSED,26,4,0
1549,1964.74,55,45.2877,M,2,3,local,STIPreEmigrating,0,64,79,0,0,MARITAL,PAUSED,45,2,0
1549,1964.74,55,45.2877,M,3,0,N/A,STIPostImmigrating,0,64,79,0,0,MARITAL,PAUSED,45,3,0
1549,1964.74,37,39.8005,M,3,0,N/A,STIPostImmigrating,0,101,127,0,0,MARITAL,PAUSED,26,3,0
1552,1964.75,108,31.0018,M,3,4,local,STIPreEmigrating,0,56,180,0,0,MARITAL,PAUSED,159,3,0
1552,1964.75,108,31.0018,M,4,0,N/A,STIPostImmigrating,0,56,180,0,0,MARITAL,NORMAL,159,4,4
1554,1964.76,253,46.2404,F,3,4,local,STIPreEmigrating,0,159,24,0,0,MARITAL,PAUSED,286,0,3
1554,1964.76,336,56.5833,F,3,4,local,STIPreEmigrating,0,70,57,0,0,MARITAL,PAUSED,149,0,3
1554,1964.76,244,30.5009,F,2,3,local,STIPreEmigrating,0,40,125,0,0,MARITAL,PAUSED,236,0,2
1554,1964.76,106,34.0148,F,2,1,local,STIPreEmigrating,0,30,205,0,0,MARITAL,PAUSED,98,0,2
1554,1964.76,106,34.0148,F,1,0,N/A,STIPostImmigrating,0,30,205,0,0,MARITAL,NORMAL,98,1,1
1554,1964.76,244,30.5009,F,3,0,N/A,STIPostImmigrating,0,40,125,0,0,MARITAL,PAUSED,236,0,3
1554,1964.76,336,56.5833,F,4,0,N/A,STIPostImmigrating,0,70,57,0,0,MARITAL,NORMAL,149,4,4
1554,1964.76,253,46.2404,F,4,0,N/A,STIPostImmigrating,0,159,24,0,0,MARITAL,PAUSED,286,0,4
1556,1964.76,186,47.2047,M,4,1,local,STIPreEmigrating,0,118,55,0,0,MARITAL,PAUSED,269,4,0
1556,1964.76,186,47.2047,M,1,0,N/A,STIPostImmigrating,0,118,55,0,0,MARITAL,PAUSED,269,1,0
1557,1964.77,198,40.3908,M,4,1,local,STIPreEmigrating,0,164,29,0,0,INFORMAL,PAUSED,128,4,0
1557,1964.77,198,40.3908,M,1,0,N/A,STIPostImmigrating,0,164,29,0,0,INFORMAL,NORMAL,128,1,1
1558,1964.77,103,49.335,M,2,1,local,STIPreEmigrating,0,13,93,0,0,MARITAL,PAUSED,291,2,0
1558,1964.77,197,35.9624,F,1,4,local,STIPreEmigrating,0,18,122,0,0,MARITAL,PAUSED,113,0,1
1558,1964.77,197,35.9624,F,4,0,N/A,STIPostImmigrating,0,18,122,0,0,MARITAL,PAUSED,113,0,4
1558,1964.77,103,49.335,M,1,0,N/A,STIPostImmigrating,0,13,93,0,0,MARITAL,PAUSED,291,1,0
1559,1964.77,54,47.1299,M,4,1,local,STIPreEmigrating,0,66,119,0,0,MARITAL,PAUSED,4,4,0
1559,1964.77,54,47.1299,M,1,0,N/A,STIPostImmigrating,0,66,119,0,0,MARITAL,PAUSED,4,1,0
1560,1964.77,37,39.8307,M,3,4,local,STIPreEmigrating,0,101,127,0,0,MARITAL,PAUSED,26,3,0
1560,1964.77,37,39.8307,M,4,0,N/A,STIPostImmigrating,0,101,127,0,0,MARITAL,PAUSED,26,4,0
1561,1964.78,185,37.8013,F,2,4,local,STIPreEmigrating,0,58,192,0,0,MARITAL,NORMAL,75,2,2
1561,1964.78,185,37.8013,F,4,0,N/A,STIPostImmigrating,0,58,192,0,0,MARITAL,PAUSED,75,0,4
1562,1964.78,197,35.9734,F,4,1,local,STIPreEmigrating,0,18,122,0,0,MARITAL,PAUSED,113,0,4
1562,1964.78,185,37.804,F,4,3,local,STIPreEmigrating,0,58,192,0,0,MARITAL,PAUSED,75,0,4
1562,1964.78,106,34.0367,F,1,3,local,STIPreEmigrating,0,30,210,0,0,MARITAL,NORMAL,98,1,1
1562,1964.78,106,34.0367,F,3,0,N/A,STIPostImmigrating,0,30,210,0,0,MARITAL,PAUSED,98,0,3
1562,1964.78,185,37.804,F,3,0,N/A,STIPostImmigrating,0,58,192,0,0,MARITAL,PAUSED,75,0,3
1562,1964.78,197,35.9734,F,1,0,N/A,STIPostImmigrating,0,18,122,0,0,MARITAL,PAUSED,113,0,1
1563,1964.78,37,39.8389,M,4,1,local,STIPreEmigrating,0,101,127,0,0,MARITAL,PAUSED,26,4,0
1563,1964.78,29,30.1041,M,4,1,local,STIPreEmigrating,0,140,85,0,0,INFORMAL,NORMAL,208,4,4
1563,1964.78,145,44.6263,M,2,4,local,STIPreEmigrating,0,49,165,0,0,MARITAL,PAUSED,240,2,0
1563,1964.78,197,35.9761,F,1,4,local,STIPreEmigrating,0,18,122,0,0,MARITAL,PAUSED,113,0,1
1563,1964.78,197,35.9761,F,4,0,N/A,STIPostImmigrating,0,18,122,0,0,MARITAL,PAUSED,113,0,4
1563,1964.78,145,44.6263,M,4,0,N/A,STIPostImmigrating,0,49,165,0,0,MARITAL,NORMAL,240,4,4
1563,1964.78,29,30.1041,M,1,0,N/A,STIPostImmigrating,0,140,85,0,0,INFORMAL,PAUSED,208,1,0
1563,1964.78,37,39.8389,M,1,0,N/A,STIPostImmigrating,0,101,127,0,0,MARITAL,NORMAL,26,1,1
1564,1964.78,253,46.2678,F,4,2,local,STIPreEmigrating,0,159,24,0,0,MARITAL,PAUSED,286,0,4
