Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,male_ID,female_ID,male_age,female_age,num_total_coital_acts,Termination_Reason
637,2,5218,6562.83,6563,1,F,338,107,32.8651,28.917,154,BROKEUP
760,1,6179,6568.01,6569,0,F,166,30,23.6971,19.3868,20,BROKEUP
781,2,6371,6579.21,6580,0,F,150,329,18.517,18.9874,4,BROKEUP
715,2,5818,6580.32,6581,0,F,335,247,29.5909,24.9857,84,BROKEUP
713,1,5795,6594.35,6595,1,F,171,109,27.2655,22.6594,95,BROKEUP
653,1,5384,6607.52,6608,1,F,250,57,30.1381,26.4066,93,BROKEUP
752,2,6081,6609.56,6610,1,F,287,188,32.0568,30.1649,138,BROKEUP
658,1,5418,6621,6622,1,F,46,179,34.7728,28.9752,89,BROKEUP
769,3,6248,6627.28,6628,0,F,125,322,28.4421,18.3882,28,BROKEUP
798,3,6479,6627.26,6628,1,F,74,136,31.926,22.8799,2,BROKEUP
809,3,6587,6633.02,6634,0,F,35,215,32.4465,26.9112,12,BROKEUP
801,1,6489,6660.34,6661,0,F,164,64,25.4624,21.0186,11,BROKEUP
767,2,6239,6663.17,6664,1,F,241,20,30.7603,18.778,30,BROKEUP
772,1,6255,6665.89,6666,0,F,172,147,21.3319,21.3289,31,BROKEUP
740,1,5993,6675.01,6676,1,F,228,230,21.6124,18.6835,70,BROKEUP
711,3,5754,6737.15,6738,1,F,134,80,28.9028,22.797,72,BROKEUP
815,2,6649,6746.6,6747,0,F,300,57,28.3199,26.7874,4,BROKEUP
797,2,6469,6751.2,6752,0,F,323,174,18.617,18.525,12,BROKEUP
109,1,535,6754.93,6755,2,F,139,211,56.6669,52.5375,652,BROKEUP
761,1,6196,6781.77,6782,1,F,326,183,28.5456,22.9966,168,BROKEUP
796,1,6466,6791.25,6792,1,F,271,203,27.4259,25.5183,32,BROKEUP
708,1,5753,6794.85,6795,0,F,7,278,20.0579,18.9654,106,BROKEUP
803,3,6500,6818.03,6819,0,F,317,280,24.7442,22.0152,26,BROKEUP
792,2,6463,6821.33,6822,1,F,184,93,20.4509,27.5224,5,BROKEUP
65,1,90,6827.73,6828,2,F,284,79,61.4814,55.8222,538,BROKEUP
794,1,6465,6842.26,6843,0,F,81,42,28.3914,22.5519,23,BROKEUP
799,2,6480,6848.43,6849,0,F,36,86,25.3561,20.2922,18,BROKEUP
777,1,6309,6858.13,6859,1,F,283,299,21.3397,20.8944,75,BROKEUP
312,2,2569,6860.02,6861,2,F,140,71,43.0495,46.2933,383,BROKEUP
788,1,6445,6861.18,6862,1,F,87,257,19.775,20.4356,46,BROKEUP
818,3,6684,6862.35,6863,0,F,228,322,22.1248,19.032,36,BROKEUP
750,1,6061,6876.23,6877,2,F,34,130,35.2378,35.7715,43,BROKEUP
59,4,54,6887.53,6888,2,F,66,173,83.5992,84.7497,491,BROKEUP
680,1,5529,6901.29,6902,1,F,187,126,21.4508,21.7381,127,BROKEUP
835,1,6876,6911.08,6912,0,F,81,280,28.5805,22.27,13,BROKEUP
247,2,1936,6933.15,6934,2,F,311,274,45.6082,41.9166,312,BROKEUP
726,2,5922,6935.37,6936,1,F,207,91,22.7919,19.6084,123,BROKEUP
720,1,5907,6960.94,6961,1,F,267,268,29.9442,27.3125,149,BROKEUP
802,1,6497,6969.48,6970,1,F,242,2,19.1677,19.4421,68,BROKEUP
790,4,6457,6973.68,6974,1,F,92,254,19.4254,20.417,48,BROKEUP
842,2,6944,6973.72,6974,0,F,326,203,29.0716,26.0169,8,BROKEUP
814,3,6638,6991.89,6992,0,F,335,179,30.7169,29.9889,59,BROKEUP
810,4,6587,7003.72,7004,0,F,163,21,20.0247,20.5363,49,BROKEUP
78,3,238,7018.68,7019,2,F,308,226,88.769,98.1506,698,BROKEUP
833,2,6862,7018.04,7019,0,F,46,188,35.8604,31.2854,22,BROKEUP
793,1,6465,7025.07,7026,1,F,218,170,22.4088,22.0293,69,BROKEUP
838,1,6903,7033.95,7034,0,F,283,322,21.8192,19.5005,27,BROKEUP
795,3,6466,7043.24,7044,1,F,192,276,34.1093,28.4324,47,BROKEUP
845,1,6977,7064.99,7065,0,F,242,2,19.428,19.7024,20,BROKEUP
824,3,6744,7066.61,7067,1,F,171,109,28.5587,23.9526,56,BROKEUP
782,4,6397,7071.64,7072,1,F,297,212,30.227,21.3876,57,BROKEUP
766,3,6235,7071.25,7072,1,F,98,60,52.7884,49.8882,67,BROKEUP
807,4,6576,7082.53,7083,1,F,143,30,24.2768,20.7951,22,BROKEUP
827,1,6757,7086.45,7087,1,F,150,174,19.906,19.4428,46,BROKEUP
771,3,6255,7087.83,7088,1,F,252,19,23.8377,20.8356,125,BROKEUP
843,2,6944,7101.23,7102,0,F,187,91,21.9987,20.0632,59,BROKEUP
789,1,6453,7103.74,7104,1,F,305,43,50.211,33.2153,43,BROKEUP
787,2,6443,7112.8,7113,1,F,65,83,28.0832,22.1994,6,BROKEUP
808,2,6581,7119.53,7120,1,F,318,266,32.2078,23.3035,49,BROKEUP
836,3,6884,7139.48,7140,0,F,38,80,31.8812,23.8984,9,BROKEUP
853,4,7052,7173.19,7174,1,F,267,21,30.5278,21.002,43,BROKEUP
820,2,6689,7176.37,7177,0,F,166,147,25.3628,22.7289,58,BROKEUP
864,2,7117,7176.36,7177,0,F,283,174,22.211,19.6894,16,BROKEUP
811,2,6608,7181.61,7182,0,F,294,124,23.0507,21.938,45,BROKEUP
733,1,5969,7183.92,7184,1,F,100,131,24.3765,23.1271,54,BROKEUP
741,1,6011,7203.13,7204,1,F,14,217,24.5729,23.9378,21,BROKEUP
398,4,3253,7206.74,7207,2,F,249,129,54.7821,43.6022,378,BROKEUP
813,1,6636,7240.11,7241,0,F,56,247,23.9018,26.794,92,BROKEUP
819,2,6686,7247.9,7248,0,F,102,136,30.1185,24.5785,45,BROKEUP
822,1,6695,7251.01,7252,1,F,125,64,30.1517,22.6377,41,BROKEUP
804,1,6503,7278.29,7279,1,F,342,279,28.9306,26.7157,53,BROKEUP
774,3,6296,7279.89,7280,1,F,333,33,27.9272,26.3413,81,BROKEUP
742,1,6012,7296.86,7297,1,F,205,265,21.6149,21.3522,193,BROKEUP
