
Time,NodeID,TRANSITORY_M_Before_20,TRANSITORY_M_Before_30,TRANSITORY_M_Before_40,TRANSITORY_M_Before_50,TRANSITORY_M_After_20,TRANSITORY_M_After_30,TRANSITORY_M_After_40,TRANSITORY_M_After_50,TRANSITORY_F_Before_20,TRANSITORY_F_Before_40,TRANSITORY_F_After_20,TRANSITORY_F_After_40,INFORMAL_M_Before_20,INFORMAL_M_Before_40,INFORMAL_M_After_20,INFORMAL_M_After_40,INFORMAL_F_Before_20,INFORMAL_F_Before_30,INFORMAL_F_Before_40,INFORMAL_F_Before_50,INFORMAL_F_After_20,INFORMAL_F_After_30,INFORMAL_F_After_40,INFORMAL_F_After_50,MARITAL_M_Before_20,MARITAL_M_After_20,MARITAL_F_Before_10,MARITAL_F_Before_20,MARITAL_F_Before_30,MARITAL_F_Before_40,MARITAL_F_Before_50,MARITAL_F_After_10,MARITAL_F_After_20,MARITAL_F_After_30,MARITAL_F_After_40,MARITAL_F_After_50,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_20,TRANSITORY_LOW_M_30,TRANSITORY_LOW_M_40,TRANSITORY_LOW_M_50,TRANSITORY_LOW_F_20,TRANSITORY_LOW_F_40,TRANSITORY_HIGH_M_20,TRANSITORY_HIGH_M_30,TRANSITORY_HIGH_M_40,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_F_20,TRANSITORY_HIGH_F_40,INFORMAL_LOW_M_20,INFORMAL_LOW_M_40,INFORMAL_LOW_F_20,INFORMAL_LOW_F_30,INFORMAL_LOW_F_40,INFORMAL_LOW_F_50,INFORMAL_HIGH_M_20,INFORMAL_HIGH_M_40,INFORMAL_HIGH_F_20,INFORMAL_HIGH_F_30,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_50,MARITAL_LOW_M_20,MARITAL_LOW_F_10,MARITAL_LOW_F_20,MARITAL_LOW_F_30,MARITAL_LOW_F_40,MARITAL_LOW_F_50,MARITAL_HIGH_M_20,MARITAL_HIGH_F_10,MARITAL_HIGH_F_20,MARITAL_HIGH_F_30,MARITAL_HIGH_F_40,MARITAL_HIGH_F_50,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_20,desired_flow_TRANSITORY_M_30,desired_flow_TRANSITORY_M_40,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_F_20,desired_flow_TRANSITORY_F_40,desired_flow_INFORMAL_M_20,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_F_20,desired_flow_INFORMAL_F_30,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_50,desired_flow_MARITAL_M_20,desired_flow_MARITAL_F_10,desired_flow_MARITAL_F_20,desired_flow_MARITAL_F_30,desired_flow_MARITAL_F_40,desired_flow_MARITAL_F_50,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
590,1,35,43,44,53,27,35,38,47,16,12,0,0,5,7,0,0,10,111,52,55,10,107,46,53,50,44,0,0,5,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0.694368,0.694368,0.694368,0.694368,0.925824,0.925824,0.694368,0.694368,0.694368,0.694368,0.925824,0.925824,0.723605,0.723605,0.241202,0.241202,0.241202,0.241202,0.723605,0.723605,0.241202,0.241202,0.241202,0.241202,9.41808e-05,0,0,0,0,0,9.41808e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38874,1.38874,1.38874,1.38874,2.77747,2.77747,1.44721,1.44721,0.723605,0.723605,0.723605,0.723605,0.185159,0.0555478,0.0370319,0.0185159,0.0185159,0.0555478,0,0,0,0
591,1,35,43,44,53,27,35,38,47,16,12,0,0,5,7,0,0,10,111,52,55,10,107,46,53,50,44,0,0,5,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1.38702,1.38702,1.38702,1.38702,0.693512,0.693512,1.38702,1.38702,1.38702,1.38702,0.693512,0.693512,1.44542,1.44542,0.180678,0.180678,0.180678,0.180678,1.44542,1.44542,0.180678,0.180678,0.180678,0.180678,9.42564e-05,0,0,0,0,0,9.42564e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38702,1.38702,1.38702,1.38702,2.77405,2.77405,1.44542,1.44542,0.722712,0.722712,0.722712,0.722712,0.184931,0.0554793,0.0369862,0.0184931,0.0184931,0.0554793,0,0,0,0
592,1,35,43,44,53,27,35,38,47,16,12,0,0,5,7,0,0,10,111,52,55,10,107,46,53,50,44,0,0,5,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1.38668,1.38668,1.38668,1.38668,0.396195,0.396195,1.38668,1.38668,1.38668,1.38668,0.396195,0.396195,1.44507,1.44507,0.103219,0.103219,0.103219,0.103219,1.44507,1.44507,0.103219,0.103219,0.103219,0.103219,9.43293e-05,0,0,0,0,0,9.43293e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38668,1.38668,1.38668,1.38668,2.77336,2.77336,1.44507,1.44507,0.722534,0.722534,0.722534,0.722534,0.184885,0.0554656,0.0369771,0.0184885,0.0184885,0.0554656,0,0,0,0
593,1,35,43,44,53,27,35,38,47,16,12,0,0,5,7,0,0,10,111,52,55,10,107,46,53,50,44,0,0,5,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0.692827,0.692827,0.692827,0.692827,0.346413,0.346413,0.692827,0.692827,0.692827,0.692827,0.346413,0.346413,0.721999,0.721999,0.0902498,0.0902498,0.0902498,0.0902498,0.721999,0.721999,0.0902498,0.0902498,0.0902498,0.0902498,9.41633e-05,0,0,0,0,0,9.41633e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38565,1.38565,1.38565,1.38565,2.77131,2.77131,1.444,1.444,0.721999,0.721999,0.721999,0.721999,0.184748,0.0554245,0.0369497,0.0184748,0.0184748,0.0554245,0,0,0,0
594,1,35,41,54,49,32,32,47,35,12,21,0,0,4,11,0,0,14,110,50,57,11,108,48,49,50,44,0,0,5,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1.38291,1.38291,1.38291,1.38291,0.553166,0.553166,1.38291,1.38291,1.38291,1.38291,0.553166,0.553166,1.44114,1.44114,0.144114,0.144114,0.144114,0.144114,1.44114,1.44114,0.144114,0.144114,0.144114,0.144114,9.39293e-05,0,0,0,0,0,9.39293e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38291,1.38291,1.38291,1.38291,2.76583,2.76583,1.44114,1.44114,0.720571,0.720571,0.720571,0.720571,0.184383,0.0553149,0.0368766,0.0184383,0.0184383,0.0553149,0,0,0,0
595,1,35,41,54,49,32,32,47,35,12,21,0,0,4,11,0,0,14,110,50,57,11,108,48,49,50,44,0,0,5,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0.461656,0.461656,0.461656,0.461656,0.692484,0.692484,0.461656,0.461656,0.461656,0.461656,0.692484,0.692484,0.481094,0.481094,0.18041,0.18041,0.18041,0.18041,0.481094,0.481094,0.18041,0.18041,0.18041,0.18041,9.38298e-05,0,0,0,0,0,9.38298e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38497,1.38497,1.38497,1.38497,2.76994,2.76994,1.44328,1.44328,0.721642,0.721642,0.721642,0.721642,0.184657,0.0553971,0.0369314,0.0184657,0.0184657,0.0553971,0,0,0,0
596,1,35,41,54,49,32,32,47,35,12,21,0,0,4,11,0,0,14,110,50,57,11,108,48,49,50,44,0,0,5,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0.230714,0.230714,0.230714,0.230714,0.922856,0.922856,0.230714,0.230714,0.230714,0.230714,0.922856,0.922856,0.240428,0.240428,0.240428,0.240428,0.240428,0.240428,0.240428,0.240428,0.240428,0.240428,0.240428,0.240428,9.38311e-05,0,0,0,0,0,9.38311e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38428,1.38428,1.38428,1.38428,2.76857,2.76857,1.44257,1.44257,0.721285,0.721285,0.721285,0.721285,0.184566,0.0553697,0.0369132,0.0184566,0.0184566,0.0553697,0,0,0,0
597,1,35,41,54,49,32,32,47,35,12,21,0,0,4,11,0,0,14,110,50,57,11,108,48,49,50,44,0,0,5,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0.230885,0.230885,0.230885,0.230885,1.38531,1.38531,0.230885,0.230885,0.230885,0.230885,1.38531,1.38531,0.240607,0.240607,0.36091,0.36091,0.36091,0.36091,0.240607,0.240607,0.36091,0.36091,0.36091,0.36091,9.3853e-05,0,0,0,0,0,9.3853e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38531,1.38531,1.38531,1.38531,2.77062,2.77062,1.44364,1.44364,0.72182,0.72182,0.72182,0.72182,0.184703,0.0554108,0.0369406,0.0184703,0.0184703,0.0554108,0,0,0,0
598,1,35,41,54,49,32,32,47,35,12,21,0,0,4,11,0,0,14,110,50,57,11,108,48,49,50,44,0,0,5,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0.277473,0.277473,0.277473,0.277473,0.693683,0.693683,0.277473,0.277473,0.277473,0.277473,0.693683,0.693683,0.289156,0.289156,0.180723,0.180723,0.180723,0.180723,0.289156,0.289156,0.180723,0.180723,0.180723,0.180723,9.38016e-05,0,0,0,0,0,9.38016e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38737,1.38737,1.38737,1.38737,2.77473,2.77473,1.44578,1.44578,0.722891,0.722891,0.722891,0.722891,0.184977,0.055493,0.0369954,0.0184977,0.0184977,0.055493,0,0,0,0
599,1,35,41,54,49,32,32,47,35,12,21,0,0,4,11,0,0,14,110,50,57,11,108,48,49,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.276994,0.276994,0.276994,0.276994,0.692484,0.692484,0.276994,0.276994,0.276994,0.276994,0.692484,0.692484,0.288657,0.288657,0.18041,0.18041,0.18041,0.18041,0.288657,0.288657,0.18041,0.18041,0.18041,0.18041,9.3687e-05,0,0,0,0,0,9.3687e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38497,1.38497,1.38497,1.38497,2.76994,2.76994,1.44328,1.44328,0.721642,0.721642,0.721642,0.721642,0.184657,0.0553971,0.0369314,0.0184657,0.0184657,0.0553971,0,0,0,0
600,1,35,41,54,49,32,32,47,35,12,21,0,0,4,11,0,0,14,110,50,57,11,108,48,49,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1.38154,1.38154,1.38154,1.38154,0.921029,0.921029,1.38154,1.38154,1.38154,1.38154,0.921029,0.921029,1.43971,1.43971,0.239952,0.239952,0.239952,0.239952,1.43971,1.43971,0.239952,0.239952,0.239952,0.239952,9.36454e-05,0,0,0,0,0,9.36454e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38154,1.38154,1.38154,1.38154,2.76309,2.76309,1.43971,1.43971,0.719857,0.719857,0.719857,0.719857,0.184201,0.0552602,0.0368401,0.0184201,0.0184201,0.0552602,0,0,0,0
601,1,40,42,54,47,37,29,44,35,15,23,0,0,2,10,0,0,13,115,57,54,11,114,52,50,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.689916,0.689916,0.689916,0.689916,0.459944,0.459944,0.689916,0.689916,0.689916,0.689916,0.459944,0.459944,0.718965,0.718965,0.119828,0.119828,0.119828,0.119828,0.718965,0.718965,0.119828,0.119828,0.119828,0.119828,9.37199e-05,0,0,0,0,0,9.37199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37983,1.37983,1.37983,1.37983,2.75966,2.75966,1.43793,1.43793,0.718965,0.718965,0.718965,0.718965,0.183972,0.0551917,0.0367944,0.0183972,0.0183972,0.0551917,0,0,0,0
602,1,40,42,54,47,37,29,44,35,15,23,0,0,2,10,0,0,13,115,57,54,11,114,52,50,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.459487,0.459487,0.459487,0.459487,0.551385,0.551385,0.459487,0.459487,0.459487,0.459487,0.551385,0.551385,0.478834,0.478834,0.14365,0.14365,0.14365,0.14365,0.478834,0.478834,0.14365,0.14365,0.14365,0.14365,9.35792e-05,0,0,0,0,0,9.35792e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37846,1.37846,1.37846,1.37846,2.75692,2.75692,1.4365,1.4365,0.718251,0.718251,0.718251,0.718251,0.18379,0.0551369,0.0367579,0.018379,0.018379,0.0551369,0,0,0,0
603,1,40,42,54,47,37,29,44,35,15,23,0,0,2,10,0,0,13,115,57,54,11,114,52,50,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1.37367,1.37367,1.37367,1.37367,0.915778,0.915778,1.37367,1.37367,1.37367,1.37367,0.915778,0.915778,1.43151,1.43151,0.238584,0.238584,0.238584,0.238584,1.43151,1.43151,0.238584,0.238584,0.238584,0.238584,9.3683e-05,0,0,0,0,0,9.3683e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37367,1.37367,1.37367,1.37367,2.74733,2.74733,1.43151,1.43151,0.715753,0.715753,0.715753,0.715753,0.18315,0.0549451,0.0366301,0.018315,0.018315,0.0549451,0,0,0,0
604,1,40,42,54,47,37,29,44,35,15,23,0,0,2,10,0,0,13,115,57,54,11,114,52,50,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.685977,0.685977,0.685977,0.685977,0,0,0.685977,0.685977,0.685977,0.685977,0,0,0.714861,0.714861,0,0,0,0,0.714861,0.714861,0,0,0,0,9.371e-05,0,0,0,0,0,9.371e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37195,1.37195,1.37195,1.37195,2.74391,2.74391,1.42972,1.42972,0.714861,0.714861,0.714861,0.714861,0.182922,0.0548766,0.0365844,0.0182922,0.0182922,0.0548766,0,0,0,0
605,1,40,42,54,47,37,29,44,35,15,23,0,0,2,10,0,0,13,115,57,54,11,114,52,50,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37504,1.37504,0,0,0,0,1.37504,1.37504,0,0,0.358233,0.358233,0.358233,0.358233,0,0,0.358233,0.358233,0.358233,0.358233,9.39206e-05,0,0,0,0,0,9.39206e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37504,1.37504,1.37504,1.37504,2.75007,2.75007,1.43293,1.43293,0.716467,0.716467,0.716467,0.716467,0.183333,0.0549999,0.0366666,0.0183333,0.0183333,0.0549999,0,0,0,0
606,1,40,42,54,47,37,29,44,35,15,23,0,0,2,10,0,0,13,115,57,54,11,114,52,50,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551522,0.551522,0,0,0,0,0.551522,0.551522,0,0,0.143686,0.143686,0.143686,0.143686,0,0,0.143686,0.143686,0.143686,0.143686,9.38414e-05,0,0,0,0,0,9.38414e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3788,1.3788,1.3788,1.3788,2.75761,2.75761,1.43686,1.43686,0.71843,0.71843,0.71843,0.71843,0.183835,0.0551506,0.036767,0.0183835,0.0183835,0.0551506,0,0,0,0
607,1,40,42,54,47,37,29,44,35,15,23,0,0,2,10,0,0,13,115,57,54,11,114,52,50,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.344958,0.344958,0.344958,0.344958,0.551933,0.551933,0.344958,0.344958,0.344958,0.344958,0.551933,0.551933,0.359482,0.359482,0.143793,0.143793,0.143793,0.143793,0.359482,0.359482,0.143793,0.143793,0.143793,0.143793,9.37677e-05,0,0,0,0,0,9.37677e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37983,1.37983,1.37983,1.37983,2.75966,2.75966,1.43793,1.43793,0.718965,0.718965,0.718965,0.718965,0.183972,0.0551917,0.0367944,0.0183972,0.0183972,0.0551917,0,0,0,0
608,1,42,36,61,46,32,31,53,39,11,19,0,0,3,6,0,0,13,116,55,57,12,114,52,54,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.275898,0.275898,0.275898,0.275898,0.689745,0.689745,0.275898,0.275898,0.275898,0.275898,0.689745,0.689745,0.287515,0.287515,0.179697,0.179697,0.179697,0.179697,0.287515,0.287515,0.179697,0.179697,0.179697,0.179697,9.3649e-05,0,0,0,0,0,9.3649e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37949,1.37949,1.37949,1.37949,2.75898,2.75898,1.43757,1.43757,0.718787,0.718787,0.718787,0.718787,0.183927,0.055178,0.0367853,0.0183927,0.0183927,0.055178,0,0,0,0
609,1,42,36,61,46,32,31,53,39,11,19,0,0,3,6,0,0,13,116,55,57,12,114,52,54,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.275487,0.275487,0.275487,0.275487,0.550974,0.550974,0.275487,0.275487,0.275487,0.275487,0.550974,0.550974,0.287086,0.287086,0.143543,0.143543,0.143543,0.143543,0.287086,0.287086,0.143543,0.143543,0.143543,0.143543,9.36525e-05,0,0,0,0,0,9.36525e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37743,1.37743,1.37743,1.37743,2.75487,2.75487,1.43543,1.43543,0.717716,0.717716,0.717716,0.717716,0.183653,0.0550958,0.0367305,0.0183653,0.0183653,0.0550958,0,0,0,0
610,1,42,36,61,46,32,31,53,39,11,19,0,0,3,6,0,0,13,116,55,57,12,114,52,54,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.274596,0.274596,0.274596,0.274596,0.549193,0.549193,0.274596,0.274596,0.274596,0.274596,0.549193,0.549193,0.286158,0.286158,0.143079,0.143079,0.143079,0.143079,0.286158,0.286158,0.143079,0.143079,0.143079,0.143079,9.36842e-05,0,0,0,0,0,9.36842e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37298,1.37298,1.37298,1.37298,2.74596,2.74596,1.43079,1.43079,0.715396,0.715396,0.715396,0.715396,0.183059,0.0549177,0.0366118,0.0183059,0.0183059,0.0549177,0,0,0,0
611,1,42,36,61,46,32,31,53,39,11,19,0,0,3,6,0,0,13,116,55,57,12,114,52,54,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1.37093,1.37093,1.37093,1.37093,0.685464,0.685464,1.37093,1.37093,1.37093,1.37093,0.685464,0.685464,1.42865,1.42865,0.178581,0.178581,0.178581,0.178581,1.42865,1.42865,0.178581,0.178581,0.178581,0.178581,9.37359e-05,0,0,0,0,0,9.37359e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37093,1.37093,1.37093,1.37093,2.74185,2.74185,1.42865,1.42865,0.714325,0.714325,0.714325,0.714325,0.182785,0.0548355,0.036557,0.0182785,0.0182785,0.0548355,0,0,0,0
612,1,42,36,61,46,32,31,53,39,11,19,0,0,3,6,0,0,13,116,55,57,12,114,52,54,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.686491,0.686491,0.686491,0.686491,0.392281,0.392281,0.686491,0.686491,0.686491,0.686491,0.392281,0.392281,0.715396,0.715396,0.102199,0.102199,0.102199,0.102199,0.715396,0.715396,0.102199,0.102199,0.102199,0.102199,9.37802e-05,0,0,0,0,0,9.37802e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37298,1.37298,1.37298,1.37298,2.74596,2.74596,1.43079,1.43079,0.715396,0.715396,0.715396,0.715396,0.183059,0.0549177,0.0366118,0.0183059,0.0183059,0.0549177,0,0,0,0
613,1,42,36,61,46,32,31,53,39,11,19,0,0,3,6,0,0,13,116,55,57,12,114,52,54,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.686662,0.686662,0.686662,0.686662,0.54933,0.54933,0.686662,0.686662,0.686662,0.686662,0.54933,0.54933,0.715575,0.715575,0.143115,0.143115,0.143115,0.143115,0.715575,0.715575,0.143115,0.143115,0.143115,0.143115,9.38036e-05,0,0,0,0,0,9.38036e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37332,1.37332,1.37332,1.37332,2.74665,2.74665,1.43115,1.43115,0.715575,0.715575,0.715575,0.715575,0.183105,0.0549314,0.0366209,0.0183105,0.0183105,0.0549314,0,0,0,0
614,1,42,36,61,46,32,31,53,39,11,19,0,0,3,6,0,0,13,116,55,57,12,114,52,54,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.457547,0.457547,0.457547,0.457547,0.68632,0.68632,0.457547,0.457547,0.457547,0.457547,0.68632,0.68632,0.476812,0.476812,0.178804,0.178804,0.178804,0.178804,0.476812,0.476812,0.178804,0.178804,0.178804,0.178804,9.3853e-05,0,0,0,0,0,9.3853e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37264,1.37264,1.37264,1.37264,2.74528,2.74528,1.43044,1.43044,0.715218,0.715218,0.715218,0.715218,0.183013,0.054904,0.0366027,0.0183013,0.0183013,0.054904,0,0,0,0
615,1,37,40,64,51,28,35,54,42,15,18,0,0,9,10,0,0,13,122,55,56,8,120,52,47,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.343502,0.343502,0.343502,0.343502,1.37401,1.37401,0.343502,0.343502,0.343502,0.343502,1.37401,1.37401,0.357966,0.357966,0.357966,0.357966,0.357966,0.357966,0.357966,0.357966,0.357966,0.357966,0.357966,0.357966,9.38023e-05,0,0,0,0,0,9.38023e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37401,1.37401,1.37401,1.37401,2.74802,2.74802,1.43186,1.43186,0.715931,0.715931,0.715931,0.715931,0.183196,0.0549588,0.0366392,0.0183196,0.0183196,0.0549588,0,0,0,0
616,1,37,40,64,51,28,35,54,42,15,18,0,0,9,10,0,0,13,122,55,56,8,120,52,47,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.458574,0.458574,0.458574,0.458574,0.687861,0.687861,0.458574,0.458574,0.458574,0.458574,0.687861,0.687861,0.477882,0.477882,0.179206,0.179206,0.179206,0.179206,0.477882,0.477882,0.179206,0.179206,0.179206,0.179206,9.38712e-05,0,0,0,0,0,9.38712e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37572,1.37572,1.37572,1.37572,2.75144,2.75144,1.43365,1.43365,0.716824,0.716824,0.716824,0.716824,0.183424,0.0550273,0.0366849,0.0183424,0.0183424,0.0550273,0,0,0,0
617,1,37,40,64,51,28,35,54,42,15,18,0,0,9,10,0,0,13,122,55,56,8,120,52,47,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.343502,0.343502,0.343502,0.343502,0.549604,0.549604,0.343502,0.343502,0.343502,0.343502,0.549604,0.549604,0.357966,0.357966,0.143186,0.143186,0.143186,0.143186,0.357966,0.357966,0.143186,0.143186,0.143186,0.143186,9.38504e-05,0,0,0,0,0,9.38504e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37401,1.37401,1.37401,1.37401,2.74802,2.74802,1.43186,1.43186,0.715931,0.715931,0.715931,0.715931,0.183196,0.0549588,0.0366392,0.0183196,0.0183196,0.0549588,0,0,0,0
618,1,37,40,64,51,28,35,54,42,15,18,0,0,9,10,0,0,13,122,55,56,8,120,52,47,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.228945,0.228945,0.228945,0.228945,0.686834,0.686834,0.228945,0.228945,0.228945,0.228945,0.686834,0.686834,0.238584,0.238584,0.178938,0.178938,0.178938,0.178938,0.238584,0.238584,0.178938,0.178938,0.178938,0.178938,9.3827e-05,0,0,0,0,0,9.3827e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37367,1.37367,1.37367,1.37367,2.74733,2.74733,1.43151,1.43151,0.715753,0.715753,0.715753,0.715753,0.18315,0.0549451,0.0366301,0.018315,0.018315,0.0549451,0,0,0,0
619,1,37,40,64,51,28,35,54,42,15,18,0,0,9,10,0,0,13,122,55,56,8,120,52,47,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.343417,0.343417,0.343417,0.343417,2.74733,2.74733,0.343417,0.343417,0.343417,0.343417,2.74733,2.74733,0.357876,0.357876,0.715753,0.715753,0.715753,0.715753,0.357876,0.357876,0.715753,0.715753,0.715753,0.715753,9.3731e-05,0,0,0,0,0,9.3731e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37367,1.37367,1.37367,1.37367,2.74733,2.74733,1.43151,1.43151,0.715753,0.715753,0.715753,0.715753,0.18315,0.0549451,0.0366301,0.018315,0.018315,0.0549451,0,0,0,0
620,1,37,40,64,51,28,35,54,42,15,18,0,0,9,10,0,0,13,122,55,56,8,120,52,47,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.457889,0.457889,0.457889,0.457889,0.915778,0.915778,0.457889,0.457889,0.457889,0.457889,0.915778,0.915778,0.477169,0.477169,0.238584,0.238584,0.238584,0.238584,0.477169,0.477169,0.238584,0.238584,0.238584,0.238584,9.37789e-05,0,0,0,0,0,9.37789e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37367,1.37367,1.37367,1.37367,2.74733,2.74733,1.43151,1.43151,0.715753,0.715753,0.715753,0.715753,0.18315,0.0549451,0.0366301,0.018315,0.018315,0.0549451,0,0,0,0
621,1,37,40,64,51,28,35,54,42,15,18,0,0,9,10,0,0,13,122,55,56,8,120,52,47,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.458232,0.458232,0.458232,0.458232,1.37469,1.37469,0.458232,0.458232,0.458232,0.458232,1.37469,1.37469,0.477526,0.477526,0.358144,0.358144,0.358144,0.358144,0.477526,0.477526,0.358144,0.358144,0.358144,0.358144,9.38011e-05,0,0,0,0,0,9.38011e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37469,1.37469,1.37469,1.37469,2.74939,2.74939,1.43258,1.43258,0.716288,0.716288,0.716288,0.716288,0.183287,0.0549862,0.0366575,0.0183287,0.0183287,0.0549862,0,0,0,0
622,1,31,47,68,47,24,39,53,40,14,23,0,0,9,11,0,0,10,124,57,51,3,120,49,50,49,47,0,0,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0.459487,0.459487,0.459487,0.459487,0.689231,0.689231,0.459487,0.459487,0.459487,0.459487,0.689231,0.689231,0.478834,0.478834,0.179563,0.179563,0.179563,0.179563,0.478834,0.478834,0.179563,0.179563,0.179563,0.179563,9.39139e-05,0,0,0,0,0,9.39139e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37846,1.37846,1.37846,1.37846,2.75692,2.75692,1.4365,1.4365,0.718251,0.718251,0.718251,0.718251,0.18379,0.0551369,0.0367579,0.018379,0.018379,0.0551369,0,0,0,0
