
Time,NodeID,TRANSITORY_M_Before_50,TRANSITORY_M_Before_85,TRANSITORY_M_After_50,TRANSITORY_M_After_85,TRANSITORY_F_Before_50,TRANSITORY_F_Before_85,TRANSITORY_F_After_50,TRANSITORY_F_After_85,INFORMAL_M_Before_40,INFORMAL_M_Before_65,INFORMAL_M_Before_90,INFORMAL_M_After_40,INFORMAL_M_After_65,INFORMAL_M_After_90,INFORMAL_F_Before_40,INFORMAL_F_Before_65,INFORMAL_F_Before_90,INFORMAL_F_After_40,INFORMAL_F_After_65,INFORMAL_F_After_90,MARITAL_M_Before_100,MARITAL_M_After_100,MARITAL_F_Before_100,MARITAL_F_After_100,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_50,TRANSITORY_LOW_M_85,TRANSITORY_LOW_F_50,TRANSITORY_LOW_F_85,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_M_85,TRANSITORY_HIGH_F_50,TRANSITORY_HIGH_F_85,INFORMAL_LOW_M_40,INFORMAL_LOW_M_65,INFORMAL_LOW_M_90,INFORMAL_LOW_F_40,INFORMAL_LOW_F_65,INFORMAL_LOW_F_90,INFORMAL_HIGH_M_40,INFORMAL_HIGH_M_65,INFORMAL_HIGH_M_90,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_65,INFORMAL_HIGH_F_90,MARITAL_LOW_M_100,MARITAL_LOW_F_100,MARITAL_HIGH_M_100,MARITAL_HIGH_F_100,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_M_85,desired_flow_TRANSITORY_F_50,desired_flow_TRANSITORY_F_85,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_M_65,desired_flow_INFORMAL_M_90,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_65,desired_flow_INFORMAL_F_90,desired_flow_MARITAL_M_100,desired_flow_MARITAL_F_100,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
630,1,301,12,281,0,295,19,282,0,5,381,4,0,378,0,378,80,3,374,75,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140413,0.00140413,0.00136105,0.00136105,0.00140413,0.00140413,0.00136105,0.00136105,0.000519786,0.000519786,0.000519786,0.000515515,0.000515515,0.000515515,0.000519786,0.000519786,0.000519786,0.000515515,0.000515515,0.000515515,9.24255e-05,9.02485e-05,9.24255e-05,9.02485e-05,0,0,0,0,0,0,0,0,2.52884,2.52884,2.52884,2.52884,0.878438,0.878438,0.878438,0.878438,0.878438,0.878438,0.168584,0.168584,0,0,0,0
631,1,301,12,281,0,295,19,282,0,5,381,4,0,378,0,378,80,3,374,75,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140377,0.00140377,0.00136435,0.00136435,0.00140377,0.00140377,0.00136435,0.00136435,0.000519671,0.000519671,0.000519671,0.000515701,0.000515701,0.000515701,0.000519671,0.000519671,0.000519671,0.000515701,0.000515701,0.000515701,9.22998e-05,9.03686e-05,9.22998e-05,9.03686e-05,0,0,0,0,0,0,0,0,2.52678,2.52678,2.52678,2.52678,0.877724,0.877724,0.877724,0.877724,0.877724,0.877724,0.168447,0.168447,0,0,0,0
632,1,301,12,281,0,295,19,282,0,5,381,4,0,378,0,378,80,3,374,75,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140499,0.00140499,0.00136324,0.00136324,0.00140499,0.00140499,0.00136324,0.00136324,0.00051989,0.00051989,0.00051989,0.000515305,0.000515305,0.000515305,0.00051989,0.00051989,0.00051989,0.000515305,0.000515305,0.000515305,9.25296e-05,9.01494e-05,9.25296e-05,9.01494e-05,0,0,0,0,0,0,0,0,2.52336,2.52336,2.52336,2.52336,0.876534,0.876534,0.876534,0.876534,0.876534,0.876534,0.168219,0.168219,0,0,0,0
633,1,301,12,281,0,295,19,282,0,5,381,4,0,378,0,378,80,3,374,75,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140696,0.00140696,0.00136287,0.00136287,0.00140696,0.00140696,0.00136287,0.00136287,0.000520366,0.000520366,0.000520366,0.000515468,0.000515468,0.000515468,0.000520366,0.000520366,0.000520366,0.000515468,0.000515468,0.000515468,9.26064e-05,9.00767e-05,9.26064e-05,9.00767e-05,0,0,0,0,0,0,0,0,2.52267,2.52267,2.52267,2.52267,0.876296,0.876296,0.876296,0.876296,0.876296,0.876296,0.168173,0.168173,0,0,0,0
634,1,301,12,281,0,295,19,282,0,5,381,4,0,378,0,378,80,3,374,75,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140774,0.00140774,0.00136287,0.00136287,0.00140774,0.00140774,0.00136287,0.00136287,0.000520366,0.000520366,0.000520366,0.000515165,0.000515165,0.000515165,0.000520366,0.000520366,0.000520366,0.000515165,0.000515165,0.000515165,9.25045e-05,9.01733e-05,9.25045e-05,9.01733e-05,0,0,0,0,0,0,0,0,2.52267,2.52267,2.52267,2.52267,0.876296,0.876296,0.876296,0.876296,0.876296,0.876296,0.168173,0.168173,0,0,0,0
635,1,301,12,281,0,295,19,282,0,5,381,4,0,378,0,378,80,3,374,75,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140436,0.00140436,0.00136321,0.00136321,0.00140436,0.00140436,0.00136321,0.00136321,0.000519171,0.000519171,0.000519171,0.000514883,0.000514883,0.000514883,0.000519171,0.000519171,0.000519171,0.000514883,0.000514883,0.000514883,9.23309e-05,9.03388e-05,9.23309e-05,9.03388e-05,0,0,0,0,0,0,0,0,2.5124,2.5124,2.5124,2.5124,0.872727,0.872727,0.872727,0.872727,0.872727,0.872727,0.167488,0.167488,0,0,0,0
636,1,301,13,286,0,308,15,295,0,5,384,3,0,383,0,381,85,1,378,80,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140204,0.00140204,0.0013632,0.0013632,0.00140204,0.00140204,0.0013632,0.0013632,0.000518914,0.000518914,0.000518914,0.000514625,0.000514625,0.000514625,0.000518914,0.000518914,0.000518914,0.000514625,0.000514625,0.000514625,9.22302e-05,9.04354e-05,9.22302e-05,9.04354e-05,0,0,0,0,0,0,0,0,2.50966,2.50966,2.50966,2.50966,0.871776,0.871776,0.871776,0.871776,0.871776,0.871776,0.167306,0.167306,0,0,0,0
637,1,301,13,286,0,308,15,295,0,5,384,3,0,383,0,381,85,1,378,80,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140008,0.00140008,0.00136729,0.00136729,0.00140008,0.00140008,0.00136729,0.00136729,0.000518438,0.000518438,0.000518438,0.00051629,0.00051629,0.00051629,0.000518438,0.000518438,0.000518438,0.00051629,0.00051629,0.00051629,9.20524e-05,9.06071e-05,9.20524e-05,9.06071e-05,0,0,0,0,0,0,0,0,2.51034,2.51034,2.51034,2.51034,0.872014,0.872014,0.872014,0.872014,0.872014,0.872014,0.167351,0.167351,0,0,0,0
638,1,301,13,286,0,308,15,295,0,5,384,3,0,383,0,381,85,1,378,80,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139857,0.00139857,0.00136654,0.00136654,0.00139857,0.00139857,0.00136654,0.00136654,0.000517282,0.000517282,0.000517282,0.000516056,0.000516056,0.000516056,0.000517282,0.000517282,0.000517282,0.000516056,0.000516056,0.000516056,9.21043e-05,9.05568e-05,9.21043e-05,9.05568e-05,0,0,0,0,0,0,0,0,2.50623,2.50623,2.50623,2.50623,0.870586,0.870586,0.870586,0.870586,0.870586,0.870586,0.167077,0.167077,0,0,0,0
639,1,301,13,286,0,308,15,295,0,5,384,3,0,383,0,381,85,1,378,80,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139548,0.00139548,0.00136728,0.00136728,0.00139548,0.00139548,0.00136728,0.00136728,0.000516103,0.000516103,0.000516103,0.00051641,0.00051641,0.00051641,0.000516103,0.000516103,0.000516103,0.00051641,0.00051641,0.00051641,9.18517e-05,9.08023e-05,9.18517e-05,9.08023e-05,0,0,0,0,0,0,0,0,2.50349,2.50349,2.50349,2.50349,0.869634,0.869634,0.869634,0.869634,0.869634,0.869634,0.166895,0.166895,0,0,0,0
640,1,301,13,286,0,308,15,295,0,5,384,3,0,383,0,381,85,1,378,80,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139698,0.00139698,0.00136729,0.00136729,0.00139698,0.00139698,0.00136729,0.00136729,0.000516314,0.000516314,0.000516314,0.000516926,0.000516926,0.000516926,0.000516314,0.000516314,0.000516314,0.000516926,0.000516926,0.000516926,9.18506e-05,9.08034e-05,9.18506e-05,9.08034e-05,0,0,0,0,0,0,0,0,2.50897,2.50897,2.50897,2.50897,0.871538,0.871538,0.871538,0.871538,0.871538,0.871538,0.16726,0.16726,0,0,0,0
641,1,301,13,286,0,308,15,295,0,5,384,3,0,383,0,381,85,1,378,80,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140317,0.00140317,0.00136581,0.00136581,0.00140317,0.00140317,0.00136581,0.00136581,0.000518696,0.000518696,0.000518696,0.000516547,0.000516547,0.000516547,0.000518696,0.000518696,0.000518696,0.000516547,0.000516547,0.000516547,9.21022e-05,9.05589e-05,9.21022e-05,9.05589e-05,0,0,0,0,0,0,0,0,2.51308,2.51308,2.51308,2.51308,0.872965,0.872965,0.872965,0.872965,0.872965,0.872965,0.167534,0.167534,0,0,0,0
642,1,301,13,286,0,308,15,295,0,5,384,3,0,383,0,381,85,1,378,80,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140162,0.00140162,0.00136432,0.00136432,0.00140162,0.00140162,0.00136432,0.00136432,0.000518413,0.000518413,0.000518413,0.000515961,0.000515961,0.000515961,0.000518413,0.000518413,0.000518413,0.000515961,0.000515961,0.000515961,9.21533e-05,9.05095e-05,9.21533e-05,9.05095e-05,0,0,0,0,0,0,0,0,2.51171,2.51171,2.51171,2.51171,0.872489,0.872489,0.872489,0.872489,0.872489,0.872489,0.167443,0.167443,0,0,0,0
643,1,303,21,287,0,304,16,283,0,4,388,2,0,382,0,382,86,6,380,82,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140283,0.00140283,0.00136172,0.00136172,0.00140283,0.00140283,0.00136172,0.00136172,0.000519533,0.000519533,0.000519533,0.000514929,0.000514929,0.000514929,0.000519533,0.000519533,0.000519533,0.000514929,0.000514929,0.000514929,9.2332e-05,9.03378e-05,9.2332e-05,9.03378e-05,0,0,0,0,0,0,0,0,2.50966,2.50966,2.50966,2.50966,0.871776,0.871776,0.871776,0.871776,0.871776,0.871776,0.167306,0.167306,0,0,0,0
644,1,303,21,287,0,304,16,283,0,4,388,2,0,382,0,382,86,6,380,82,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139978,0.00139978,0.00136096,0.00136096,0.00139978,0.00139978,0.00136096,0.00136096,0.000518424,0.000518424,0.000518424,0.000514131,0.000514131,0.000514131,0.000518424,0.000518424,0.000518424,0.000514131,0.000514131,0.000514131,9.21817e-05,9.04821e-05,9.21817e-05,9.04821e-05,0,0,0,0,0,0,0,0,2.50281,2.50281,2.50281,2.50281,0.869396,0.869396,0.869396,0.869396,0.869396,0.869396,0.166849,0.166849,0,0,0,0
645,1,303,21,287,0,304,16,283,0,4,388,2,0,382,0,382,86,6,380,82,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140288,0.00140288,0.00136097,0.00136097,0.00140288,0.00140288,0.00136097,0.00136097,0.000519611,0.000519611,0.000519611,0.000513783,0.000513783,0.000513783,0.000519611,0.000519611,0.000519611,0.000513783,0.000513783,0.000513783,9.22827e-05,9.03851e-05,9.22827e-05,9.03851e-05,0,0,0,0,0,0,0,0,2.50555,2.50555,2.50555,2.50555,0.870348,0.870348,0.870348,0.870348,0.870348,0.870348,0.167032,0.167032,0,0,0,0
646,1,303,21,287,0,304,16,283,0,4,388,2,0,382,0,382,86,6,380,82,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140334,0.00140334,0.00136132,0.00136132,0.00140334,0.00140334,0.00136132,0.00136132,0.000519236,0.000519236,0.000519236,0.000513709,0.000513709,0.000513709,0.000519236,0.000519236,0.000519236,0.000513709,0.000513709,0.000513709,9.2259e-05,9.04078e-05,9.2259e-05,9.04078e-05,0,0,0,0,0,0,0,0,2.50075,2.50075,2.50075,2.50075,0.868683,0.868683,0.868683,0.868683,0.868683,0.868683,0.166712,0.166712,0,0,0,0
647,1,303,21,287,0,304,16,283,0,4,388,2,0,382,0,382,86,6,380,82,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00140265,0.00140265,0.00135833,0.00135833,0.00140265,0.00140265,0.00135833,0.00135833,0.000519055,0.000519055,0.000519055,0.000512605,0.000512605,0.000512605,0.000519055,0.000519055,0.000519055,0.000512605,0.000512605,0.000512605,9.24154e-05,9.02581e-05,9.24154e-05,9.02581e-05,0,0,0,0,0,0,0,0,2.4939,2.4939,2.4939,2.4939,0.866303,0.866303,0.866303,0.866303,0.866303,0.866303,0.166255,0.166255,0,0,0,0
648,1,303,21,287,0,304,16,283,0,4,388,2,0,382,0,382,86,6,380,82,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139995,0.00139995,0.00135794,0.00135794,0.00139995,0.00139995,0.00135794,0.00135794,0.000517747,0.000517747,0.000517747,0.000511923,0.000511923,0.000511923,0.000517747,0.000517747,0.000517747,0.000511923,0.000511923,0.000511923,9.23918e-05,9.02806e-05,9.23918e-05,9.02806e-05,0,0,0,0,0,0,0,0,2.48911,2.48911,2.48911,2.48911,0.864638,0.864638,0.864638,0.864638,0.864638,0.864638,0.165936,0.165936,0,0,0,0
649,1,303,21,287,0,304,16,283,0,4,388,2,0,382,0,382,86,6,380,82,0,5,0,17,12,0,0,0,0,0,0,0,0,0.0014,0.0014,0.00135792,0.00135792,0.0014,0.0014,0.00135792,0.00135792,0.000517202,0.000517202,0.000517202,0.00051138,0.00051138,0.00051138,0.000517202,0.000517202,0.000517202,0.00051138,0.00051138,0.00051138,9.23936e-05,9.02789e-05,9.23936e-05,9.02789e-05,0,0,0,0,0,0,0,0,2.485,2.485,2.485,2.485,0.86321,0.86321,0.86321,0.86321,0.86321,0.86321,0.165662,0.165662,0,0,0,0
650,1,305,16,288,0,299,17,283,0,9,390,4,0,386,0,384,93,4,380,84,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139918,0.00139918,0.00135942,0.00135942,0.00139918,0.00139918,0.00135942,0.00135942,0.000516843,0.000516843,0.000516843,0.000511944,0.000511944,0.000511944,0.000516843,0.000516843,0.000516843,0.000511944,0.000511944,0.000511944,9.23924e-05,9.028e-05,9.23924e-05,9.028e-05,0,0,0,0,0,0,0,0,2.48774,2.48774,2.48774,2.48774,0.864162,0.864162,0.864162,0.864162,0.864162,0.864162,0.165844,0.165844,0,0,0,0
651,1,305,16,288,0,299,17,283,0,9,390,4,0,386,0,384,93,4,380,84,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139681,0.00139681,0.00136166,0.00136166,0.00139681,0.00139681,0.00136166,0.00136166,0.00051651,0.00051651,0.00051651,0.000512834,0.000512834,0.000512834,0.00051651,0.00051651,0.00051651,0.000512834,0.000512834,0.000512834,9.2289e-05,9.03789e-05,9.2289e-05,9.03789e-05,0,0,0,0,0,0,0,0,2.48911,2.48911,2.48911,2.48911,0.864638,0.864638,0.864638,0.864638,0.864638,0.864638,0.165936,0.165936,0,0,0,0
652,1,305,16,288,0,299,17,283,0,9,390,4,0,386,0,384,93,4,380,84,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139564,0.00139564,0.00136576,0.00136576,0.00139564,0.00139564,0.00136576,0.00136576,0.000515752,0.000515752,0.000515752,0.000513912,0.000513912,0.000513912,0.000515752,0.000515752,0.000515752,0.000513912,0.000513912,0.000513912,9.20588e-05,9.06008e-05,9.20588e-05,9.06008e-05,0,0,0,0,0,0,0,0,2.48842,2.48842,2.48842,2.48842,0.8644,0.8644,0.8644,0.8644,0.8644,0.8644,0.16589,0.16589,0,0,0,0
653,1,305,16,288,0,299,17,283,0,9,390,4,0,386,0,384,93,4,380,84,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139335,0.00139335,0.00136425,0.00136425,0.00139335,0.00139335,0.00136425,0.00136425,0.000515231,0.000515231,0.000515231,0.00051278,0.00051278,0.00051278,0.000515231,0.000515231,0.000515231,0.00051278,0.00051278,0.00051278,9.2163e-05,9.05001e-05,9.2163e-05,9.05001e-05,0,0,0,0,0,0,0,0,2.48294,2.48294,2.48294,2.48294,0.862496,0.862496,0.862496,0.862496,0.862496,0.862496,0.165525,0.165525,0,0,0,0
654,1,305,16,288,0,299,17,283,0,9,390,4,0,386,0,384,93,4,380,84,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139368,0.00139368,0.00136539,0.00136539,0.00139368,0.00139368,0.00136539,0.00136539,0.000515894,0.000515894,0.000515894,0.000514053,0.000514053,0.000514053,0.000515894,0.000515894,0.000515894,0.000514053,0.000514053,0.000514053,9.21353e-05,9.05268e-05,9.21353e-05,9.05268e-05,0,0,0,0,0,0,0,0,2.48911,2.48911,2.48911,2.48911,0.864638,0.864638,0.864638,0.864638,0.864638,0.864638,0.165936,0.165936,0,0,0,0
655,1,305,16,288,0,299,17,283,0,9,390,4,0,386,0,384,93,4,380,84,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139557,0.00139557,0.00136652,0.00136652,0.00139557,0.00139557,0.00136652,0.00136652,0.000516863,0.000516863,0.000516863,0.000514104,0.000514104,0.000514104,0.000516863,0.000516863,0.000516863,0.000514104,0.000514104,0.000514104,9.23122e-05,9.03567e-05,9.23122e-05,9.03567e-05,0,0,0,0,0,0,0,0,2.49527,2.49527,2.49527,2.49527,0.866779,0.866779,0.866779,0.866779,0.866779,0.866779,0.166347,0.166347,0,0,0,0
656,1,305,16,288,0,299,17,283,0,9,390,4,0,386,0,384,93,4,380,84,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139711,0.00139711,0.00136578,0.00136578,0.00139711,0.00139711,0.00136578,0.00136578,0.000517764,0.000517764,0.000517764,0.000514081,0.000514081,0.000514081,0.000517764,0.000517764,0.000517764,0.000514081,0.000514081,0.000514081,9.23629e-05,9.03082e-05,9.23629e-05,9.03082e-05,0,0,0,0,0,0,0,0,2.49664,2.49664,2.49664,2.49664,0.867255,0.867255,0.867255,0.867255,0.867255,0.867255,0.166438,0.166438,0,0,0,0
657,1,300,19,289,0,300,11,281,0,6,387,2,0,385,0,386,90,2,384,84,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139635,0.00139635,0.00136652,0.00136652,0.00139635,0.00139635,0.00136652,0.00136652,0.00051748,0.00051748,0.00051748,0.000514104,0.000514104,0.000514104,0.00051748,0.00051748,0.00051748,0.000514104,0.000514104,0.000514104,9.23122e-05,9.03567e-05,9.23122e-05,9.03567e-05,0,0,0,0,0,0,0,0,2.49527,2.49527,2.49527,2.49527,0.866779,0.866779,0.866779,0.866779,0.866779,0.866779,0.166347,0.166347,0,0,0,0
658,1,300,19,289,0,300,11,281,0,6,387,2,0,385,0,386,90,2,384,84,0,5,0,17,12,0,0,0,0,0,0,0,0,0.00139983,0.00139983,0.00136765,0.00136765,0.00139983,0.00139983,0.00136765,0.00136765,0.000519431,0.000519431,0.000519431,0.000513895,0.000513895,0.000513895,0.000519431,0.000519431,0.000519431,0.000513895,0.000513895,0.000513895,9.23877e-05,9.02845e-05,9.23877e-05,9.02845e-05,0,0,0,0,0,0,0,0,2.4987,2.4987,2.4987,2.4987,0.867969,0.867969,0.867969,0.867969,0.867969,0.867969,0.166575,0.166575,0,0,0,0
659,1,300,19,289,0,300,11,281,0,6,387,2,0,385,0,386,90,2,384,84,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140105,0.00140105,0.00136727,0.00136727,0.00140105,0.00140105,0.00136727,0.00136727,0.000519652,0.000519652,0.000519652,0.000513799,0.000513799,0.000513799,0.000519652,0.000519652,0.000519652,0.000513799,0.000513799,0.000513799,9.23635e-05,9.03076e-05,9.23635e-05,9.03076e-05,0,0,0,0,0,0,0,0,2.49527,2.49527,2.49527,2.49527,0.866779,0.866779,0.866779,0.866779,0.866779,0.866779,0.166347,0.166347,0,0,0,0
660,1,300,19,289,0,300,11,281,0,6,387,2,0,385,0,386,90,2,384,84,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140528,0.00140528,0.00136915,0.00136915,0.00140528,0.00140528,0.00136915,0.00136915,0.000521221,0.000521221,0.000521221,0.000514436,0.000514436,0.000514436,0.000521221,0.000521221,0.000521221,0.000514436,0.000514436,0.000514436,9.24883e-05,9.01886e-05,9.24883e-05,9.01886e-05,0,0,0,0,0,0,0,0,2.50281,2.50281,2.50281,2.50281,0.869396,0.869396,0.869396,0.869396,0.869396,0.869396,0.166849,0.166849,0,0,0,0
661,1,300,19,289,0,300,11,281,0,6,387,2,0,385,0,386,90,2,384,84,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140371,0.00140371,0.0013714,0.0013714,0.00140371,0.00140371,0.0013714,0.0013714,0.000520597,0.000520597,0.000520597,0.000514436,0.000514436,0.000514436,0.000520597,0.000520597,0.000520597,0.000514436,0.000514436,0.000514436,9.22837e-05,9.0384e-05,9.22837e-05,9.0384e-05,0,0,0,0,0,0,0,0,2.50281,2.50281,2.50281,2.50281,0.869396,0.869396,0.869396,0.869396,0.869396,0.869396,0.166849,0.166849,0,0,0,0
662,1,300,19,289,0,300,11,281,0,6,387,2,0,385,0,386,90,2,384,84,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140563,0.00140563,0.00136878,0.00136878,0.00140563,0.00140563,0.00136878,0.00136878,0.000520997,0.000520997,0.000520997,0.000513923,0.000513923,0.000513923,0.000520997,0.000520997,0.000520997,0.000513923,0.000513923,0.000513923,9.23589e-05,9.0312e-05,9.23589e-05,9.0312e-05,0,0,0,0,0,0,0,0,2.50623,2.50623,2.50623,2.50623,0.870586,0.870586,0.870586,0.870586,0.870586,0.870586,0.167077,0.167077,0,0,0,0
663,1,300,19,289,0,300,11,281,0,6,387,2,0,385,0,386,90,2,384,84,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140646,0.00140646,0.00136953,0.00136953,0.00140646,0.00140646,0.00136953,0.00136953,0.000520739,0.000520739,0.000520739,0.000514272,0.000514272,0.000514272,0.000520739,0.000520739,0.000520739,0.000514272,0.000514272,0.000514272,9.23601e-05,9.03109e-05,9.23601e-05,9.03109e-05,0,0,0,0,0,0,0,0,2.50349,2.50349,2.50349,2.50349,0.869634,0.869634,0.869634,0.869634,0.869634,0.869634,0.166895,0.166895,0,0,0,0
664,1,307,17,287,0,298,20,281,0,7,390,4,0,387,0,389,93,3,385,86,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140338,0.00140338,0.00136877,0.00136877,0.00140338,0.00140338,0.00136877,0.00136877,0.000519599,0.000519599,0.000519599,0.000513754,0.000513754,0.000513754,0.000519599,0.000519599,0.000519599,0.000513754,0.000513754,0.000513754,9.23112e-05,9.03577e-05,9.23112e-05,9.03577e-05,0,0,0,0,0,0,0,0,2.49801,2.49801,2.49801,2.49801,0.867731,0.867731,0.867731,0.867731,0.867731,0.867731,0.166529,0.166529,0,0,0,0
665,1,307,17,287,0,298,20,281,0,7,390,4,0,387,0,389,93,3,385,86,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140351,0.00140351,0.00136502,0.00136502,0.00140351,0.00140351,0.00136502,0.00136502,0.000520096,0.000520096,0.000520096,0.000512693,0.000512693,0.000512693,0.000520096,0.000520096,0.000520096,0.000512693,0.000512693,0.000512693,9.23664e-05,9.03049e-05,9.23664e-05,9.03049e-05,0,0,0,0,0,0,0,0,2.48842,2.48842,2.48842,2.48842,0.8644,0.8644,0.8644,0.8644,0.8644,0.8644,0.16589,0.16589,0,0,0,0
666,1,307,17,287,0,298,20,281,0,7,390,4,0,387,0,389,93,3,385,86,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140226,0.00140226,0.0013669,0.0013669,0.00140226,0.00140226,0.0013669,0.0013669,0.000519535,0.000519535,0.000519535,0.000513985,0.000513985,0.000513985,0.000519535,0.000519535,0.000519535,0.000513985,0.000513985,0.000513985,9.23387e-05,9.03313e-05,9.23387e-05,9.03313e-05,0,0,0,0,0,0,0,0,2.49322,2.49322,2.49322,2.49322,0.866065,0.866065,0.866065,0.866065,0.866065,0.866065,0.16621,0.16621,0,0,0,0
667,1,307,17,287,0,298,20,281,0,7,390,4,0,387,0,389,93,3,385,86,0,5,0,19,14,0,0,0,0,0,0,0,0,0.0014034,0.0014034,0.00136578,0.00136578,0.0014034,0.0014034,0.00136578,0.00136578,0.000519937,0.000519937,0.000519937,0.000514081,0.000514081,0.000514081,0.000519937,0.000519937,0.000519937,0.000514081,0.000514081,0.000514081,9.23629e-05,9.03082e-05,9.23629e-05,9.03082e-05,0,0,0,0,0,0,0,0,2.49664,2.49664,2.49664,2.49664,0.867255,0.867255,0.867255,0.867255,0.867255,0.867255,0.166438,0.166438,0,0,0,0
668,1,307,17,287,0,298,20,281,0,7,390,4,0,387,0,389,93,3,385,86,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140217,0.00140217,0.0013669,0.0013669,0.00140217,0.00140217,0.0013669,0.0013669,0.000519715,0.000519715,0.000519715,0.000514481,0.000514481,0.000514481,0.000519715,0.000519715,0.000519715,0.000514481,0.000514481,0.000514481,9.23359e-05,9.0334e-05,9.23359e-05,9.0334e-05,0,0,0,0,0,0,0,0,2.50007,2.50007,2.50007,2.50007,0.868445,0.868445,0.868445,0.868445,0.868445,0.868445,0.166666,0.166666,0,0,0,0
669,1,307,17,287,0,298,20,281,0,7,390,4,0,387,0,389,93,3,385,86,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140695,0.00140695,0.00136317,0.00136317,0.00140695,0.00140695,0.00136317,0.00136317,0.000521017,0.000521017,0.000521017,0.000513006,0.000513006,0.000513006,0.000521017,0.000521017,0.000521017,0.000513006,0.000513006,0.000513006,9.24909e-05,9.01862e-05,9.24909e-05,9.01862e-05,0,0,0,0,0,0,0,0,2.49733,2.49733,2.49733,2.49733,0.867493,0.867493,0.867493,0.867493,0.867493,0.867493,0.166484,0.166484,0,0,0,0
670,1,307,17,287,0,298,20,281,0,7,390,4,0,387,0,389,93,3,385,86,0,5,0,19,14,0,0,0,0,0,0,0,0,0.00140151,0.00140151,0.00136241,0.00136241,0.00140151,0.00140151,0.00136241,0.00136241,0.000519588,0.000519588,0.000519588,0.000512205,0.000512205,0.000512205,0.000519588,0.000519588,0.000519588,0.000512205,0.000512205,0.000512205,9.23398e-05,9.03303e-05,9.23398e-05,9.03303e-05,0,0,0,0,0,0,0,0,2.49048,2.49048,2.49048,2.49048,0.865113,0.865113,0.865113,0.865113,0.865113,0.865113,0.166027,0.166027,0,0,0,0
