Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,AAAAAAAAAA,TAAAAAAAAA,AAAAAAAAAT,AAAATAAAAT,OtherBarcodes
122,340461476,1000,73998,1749,24538,47711,100218,100220,2460657,3221640,1610820,24757,481,0,0,9656,0,7093,2594,0,263955,0.0811654,481,481,0,47711,24538,609,1140,18056,6220,481,35248,2457,110291,57029168,0,0,0,0,0,0,2199
123,340461476,1000,74080,1845,24289,47946,100257,100084,2462175,3207760,1603880,24752,475,0,0,9643,0,7000,2561,0,263484,0.0819317,475,475,0,47946,24289,639,1206,18099,6178,475,35135,2628,109642,58803372,0,0,0,0,0,0,2356
124,340461476,1000,74032,1917,24035,48080,100191,100523,2463283,3267160,1633580,25065,603,0,0,9644,0,7160,2532,0,263386,0.0821396,603,603,0,48080,24035,654,1263,18159,6303,603,35050,2769,109480,61397003,0,0,0,0,0,0,2484
125,340461476,1000,74113,2066,23648,48399,100289,100669,2462829,3222440,1611220,24798,562,0,0,9604,0,7035,2488,0,264814,0.0806163,562,562,0,48399,23648,706,1360,18050,6186,562,34636,2997,107937,68306573,0,0,0,0,0,0,2681
126,340461476,1000,74321,2171,23287,48863,100522,100320,2464676,3232040,1616020,24802,535,0,0,9799,0,7119,2472,0,263906,0.0821781,535,535,0,48863,23287,732,1439,18219,6048,535,34370,3172,107009,73214512,0,0,0,0,0,0,2838
127,340461476,1000,74424,2207,22654,49563,100420,100529,2464701,3262200,1631100,25158,716,0,0,9899,0,7256,2540,0,264786,0.081653,716,716,0,49563,22654,756,1451,18398,6044,716,33437,3323,104268,74062021,0,0,0,0,0,0,2967
128,340461476,1000,74563,2326,22056,50181,100648,100070,2466191,3234360,1617180,25081,653,0,0,9681,0,6991,2551,0,264168,0.0811678,653,653,0,50181,22056,784,1542,18558,5870,653,32509,3554,101336,80544313,0,0,0,0,0,0,3170
129,340461476,1000,74448,2397,21031,51020,100684,100676,2466820,3267600,1633800,25009,621,0,0,9660,0,7235,2540,0,264380,0.0816754,621,621,0,51020,21031,844,1553,18608,5780,621,31009,3680,96374,82245984,0,0,0,0,0,0,3290
130,340461476,1000,74389,2474,20162,51753,100948,100611,2468936,3274800,1637400,24848,773,0,0,9657,0,7174,2542,0,263074,0.0809094,773,773,0,51753,20162,886,1588,18548,5527,773,29875,3802,92627,85513007,0,0,0,0,0,0,3403
131,340461476,1000,74522,2523,19405,52594,101122,100270,2467568,3298160,1649080,24989,716,0,0,9775,0,7122,2520,0,265223,0.0803328,716,716,0,52594,19405,925,1598,18943,5330,716,28624,3979,88748,89284183,0,0,0,0,0,0,3545
132,340461476,1000,74167,2570,18625,52972,101087,100583,2468633,3285240,1642620,25030,718,0,0,9493,0,7272,2576,0,264911,0.0804155,718,718,0,52972,18625,1013,1557,19224,5088,718,27329,4161,84745,93861264,0,0,0,0,0,0,3674
133,340461476,1000,74465,2603,18037,53825,101106,100691,2470699,3300000,1650000,24844,793,0,0,9882,0,7071,2513,0,263571,0.0806368,793,793,0,53825,18037,1057,1546,19119,4932,793,26204,4264,81080,94629573,0,0,0,0,0,0,3754
134,340461476,1000,74329,2676,17552,54101,101207,100916,2470328,3303840,1651920,25193,759,0,0,9542,0,7073,2605,0,264642,0.0798701,759,759,0,54101,17552,1135,1541,19638,4796,759,25534,4411,78418,97609380,0,0,0,0,0,0,3889
135,340461476,1000,74623,2748,17370,54505,101133,101185,2469608,3330600,1665300,24928,757,0,0,9807,0,6963,2550,0,266037,0.0801013,757,757,0,54505,17370,1212,1536,19710,4461,757,25161,4598,77142,100189366,0,0,0,0,0,0,4046
136,340461476,1000,74703,2779,17589,54335,101113,101211,2472043,3336040,1668020,25086,864,0,0,9896,0,7300,2516,0,264252,0.0798764,864,864,0,54335,17589,1254,1525,19835,4387,864,25495,4706,77310,99188254,0,0,0,0,0,0,4113
137,340461476,1000,74981,2792,18388,53801,101217,101084,2471689,3356840,1678420,25439,824,0,0,9872,0,6985,2609,0,265233,0.0792112,824,824,0,53801,18388,1270,1522,20195,4420,824,26913,4858,80271,99601595,0,0,0,0,0,0,4204
138,340461476,1000,75016,2809,19882,52325,101124,101256,2472447,3311520,1655760,25083,808,0,0,9739,0,7199,2505,0,265079,0.0790126,808,808,0,52325,19882,1246,1563,20027,4248,808,29507,4858,86556,100896964,0,0,0,0,0,0,4228
139,340461476,1000,75107,2746,22137,50224,101306,101356,2473138,3355520,1677760,25217,880,0,0,9793,0,7184,2518,0,264970,0.0800475,880,880,0,50224,22137,1143,1603,19827,4510,880,33559,4850,96240,98244164,0,0,0,0,0,0,4216
140,340461476,1000,75091,2698,25139,47254,101214,101389,2473227,3359000,1679500,25298,799,0,0,9782,0,7228,2570,0,265443,0.0789655,799,799,0,47254,25139,1074,1624,19516,4983,799,39411,4857,109629,96839057,0,0,0,0,0,0,4195
141,340461476,1000,75104,2659,28691,43754,101378,101441,2473711,3294920,1647460,25127,775,0,0,9779,0,7187,2579,0,265500,0.0790243,775,775,0,43754,28691,976,1683,18826,5526,775,47114,4802,126216,95039134,0,0,0,0,0,0,4143
142,340461476,1000,75293,2636,32940,39717,101415,101576,2474679,3309840,1654920,25390,852,0,0,9790,0,7028,2573,0,265054,0.0805786,852,852,0,39717,32940,838,1798,18198,6340,852,57164,4679,147284,93540607,0,0,0,0,0,0,4059
143,340461476,1000,75282,2554,37187,35541,101592,101706,2475274,3266240,1633120,25316,752,0,0,9814,0,7214,2611,0,264962,0.0800805,752,752,0,35541,37187,677,1877,17401,7163,752,69426,4560,170762,90910468,0,0,0,0,0,0,3947
144,340461476,1000,75425,2490,41429,31506,101739,101413,2475016,3184120,1592060,25153,750,0,0,9949,0,7223,2583,0,265705,0.0811213,750,750,0,31506,41429,512,1978,16238,8165,750,83636,4457,196257,87924671,0,0,0,0,0,0,3825
145,340461476,1000,75441,2383,45499,27559,101899,101402,2474880,3185960,1592980,25633,759,0,0,9856,0,7152,2688,0,266308,0.0834468,759,759,0,27559,45499,373,2010,15283,9591,759,100648,4269,224891,83241317,0,0,0,0,0,0,3652
146,340461476,1000,75529,2313,49084,24132,101807,101245,2476163,3112480,1556240,25433,724,0,0,9848,0,7216,2544,0,265476,0.083588,724,724,0,24132,49084,266,2047,14184,10525,724,119442,4191,254293,80223231,0,0,0,0,0,0,3576
147,340461476,1000,75461,2255,52277,20929,102080,100932,2476965,3059160,1529580,25245,673,0,0,9736,0,7175,2629,0,265108,0.0852939,673,673,0,20929,52277,183,2072,12974,11598,673,140082,4003,284508,77408387,0,0,0,0,0,0,3438
148,340461476,1000,75386,2173,54860,18353,102174,101047,2476730,3064120,1532060,25530,674,0,0,9718,0,7132,2661,0,265762,0.0866603,674,674,0,18353,54860,100,2073,12090,12766,674,162877,3803,316589,73621226,0,0,0,0,0,0,3277
149,340461476,1000,75445,2148,56818,16479,102206,101004,2476979,3024160,1512080,25303,674,0,0,9805,0,7266,2480,0,265916,0.0867334,674,674,0,16479,56818,52,2096,11254,13375,674,185891,3665,345879,71329164,0,0,0,0,0,0,3201
150,340461476,1000,75445,2134,58171,15140,102127,101147,2478942,2951640,1475820,25263,614,0,0,9767,0,7153,2614,0,264342,0.0879305,614,614,0,15140,58171,28,2106,10541,14108,614,209354,3695,372724,70458185,0,0,0,0,0,0,3220
