Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,AAAAAAAAAA,TAAAAAAAAA,AAAAAAAAAT,AAAATAAAAT,OtherBarcodes
370,340461476,1000,76646,61,404,76181,103748,102518,2487602,3589720,1794860,25712,25,0,0,9897,0,7270,2539,0,266087,0.0730593,25,25,0,76181,404,59,2,25565,122,25,417,66,1156,1839707,0,0,0,0,0,0,65
371,340461476,1000,76741,66,352,76323,103740,102569,2486653,3639640,1819820,25834,12,0,0,10038,0,7360,2583,0,267036,0.0741246,12,12,0,76323,352,63,3,25718,104,12,365,66,1037,1875987,0,0,0,0,0,0,66
372,340461476,1000,76897,60,322,76515,103713,102495,2486949,3632000,1816000,25874,21,0,0,9934,0,7320,2458,0,266740,0.0733687,21,21,0,76515,322,60,0,25759,94,21,330,60,941,1782301,0,0,0,0,0,0,60
373,340461476,1000,76837,59,309,76469,103739,102586,2487371,3600800,1800400,25737,25,0,0,9987,0,7519,2528,0,266318,0.0734415,25,25,0,76469,309,59,0,25603,109,25,316,59,884,1650796,0,0,0,0,0,0,59
374,340461476,1000,76844,66,281,76497,103656,102732,2488174,3617040,1808520,25802,13,0,0,9801,0,7308,2486,0,265515,0.0739606,13,13,0,76497,281,66,0,25719,70,13,287,70,789,1863970,0,0,0,0,0,0,69
375,340461476,1000,76837,64,258,76515,103456,102720,2487636,3652400,1826200,25723,16,0,0,10007,0,7466,2548,0,266053,0.0734066,16,16,0,76515,258,64,0,25635,72,16,265,68,697,1979303,0,0,0,0,0,0,67
376,340461476,1000,76789,63,246,76480,103514,102643,2487644,3607880,1803940,25770,24,0,0,9883,0,7382,2549,0,266045,0.0728432,24,24,0,76480,246,63,0,25653,93,24,252,63,644,2023883,0,0,0,0,0,0,63
377,340461476,1000,76912,72,214,76626,103577,102125,2488371,3648760,1824380,25819,17,0,0,9979,0,7230,2626,0,265318,0.0737398,17,17,0,76626,214,72,0,25754,48,17,219,72,541,2201362,0,0,0,0,0,0,72
378,340461476,1000,76553,76,191,76286,103859,102205,2486710,3640160,1820080,25830,18,0,0,9808,0,7481,2686,0,266979,0.0727144,18,18,0,76286,191,76,0,25748,64,18,196,76,443,2162973,0,0,0,0,0,0,76
379,340461476,1000,76564,81,178,76305,104170,101774,2489765,3628800,1814400,25603,29,0,0,9806,0,7296,2499,0,263924,0.0733425,29,29,0,76305,178,81,0,25507,67,29,180,85,413,2236393,0,0,0,0,0,0,82
380,340461476,1000,76702,77,164,76461,104039,101747,2487825,3647000,1823500,25743,26,0,0,9843,0,7149,2556,0,265864,0.0727302,26,26,0,76461,164,77,0,25689,28,26,167,81,368,2065593,0,0,0,0,0,0,78
381,340461476,1000,76633,69,155,76409,104227,102134,2486813,3648280,1824140,25775,16,0,0,9837,0,7201,2705,0,266876,0.0728992,16,16,0,76409,155,69,0,25711,48,16,157,73,348,1832770,0,0,0,0,0,0,70
382,340461476,1000,76762,63,147,76552,104209,101933,2488558,3626920,1813460,25682,29,0,0,9963,0,7294,2540,0,265131,0.073151,29,29,0,76552,147,63,0,25598,55,29,149,67,315,1663404,0,0,0,0,0,0,64
383,340461476,1000,76743,67,143,76533,103942,102333,2487588,3647400,1823700,25860,17,0,0,9842,0,7250,2611,0,266101,0.0731007,17,17,0,76533,143,67,0,25820,23,17,145,71,281,1844299,0,0,0,0,0,0,68
384,340461476,1000,76642,54,143,76445,103742,102301,2487476,3634080,1817040,25783,14,0,0,9825,0,7302,2624,0,266213,0.0729562,14,14,0,76445,143,54,0,25732,37,14,145,58,267,1514902,0,0,0,0,0,0,55
385,340461476,1000,76855,58,140,76657,104095,102047,2488559,3640040,1820020,25768,25,0,0,9925,0,7197,2515,0,265130,0.0732544,25,25,0,76657,140,58,0,25697,46,25,142,62,282,1566969,0,0,0,0,0,0,59
386,340461476,1000,76915,57,147,76711,104041,102015,2486575,3658920,1829460,25922,13,0,0,9950,0,7323,2567,0,267114,0.072837,13,13,0,76711,147,57,0,25877,32,13,149,61,302,1476777,0,0,0,0,0,0,58
387,340461476,1000,77136,53,157,76926,104128,101820,2487855,3638920,1819460,25867,13,0,0,9946,0,7168,2557,0,265834,0.0730034,13,13,0,76926,157,53,0,25822,32,13,159,57,327,1312050,0,0,0,0,0,0,54
388,340461476,1000,77103,49,181,76873,103804,101951,2486964,3646840,1823420,25835,27,0,0,9864,0,7322,2575,0,266725,0.0730529,27,27,0,76873,181,49,0,25768,40,27,183,53,411,1152982,0,0,0,0,0,0,50
389,340461476,1000,77090,45,190,76855,103767,101995,2488291,3673560,1836780,25896,9,0,0,9820,0,7298,2535,0,265398,0.0731385,9,9,0,76855,190,45,0,25850,37,9,191,49,431,890242,0,0,0,0,0,0,46
390,340461476,1000,76969,39,206,76724,103704,102325,2488074,3677120,1838560,25952,11,0,0,9874,0,7366,2629,0,265615,0.0722453,11,11,0,76724,206,39,0,25907,34,11,206,43,490,728003,0,0,0,0,0,0,40
391,340461476,1000,76714,32,224,76458,103775,102445,2485901,3622040,1811020,25672,23,0,0,9788,0,7442,2601,0,267788,0.0722344,23,23,0,76458,224,32,0,25596,53,23,224,36,539,615412,0,0,0,0,0,0,33
392,340461476,1000,76692,32,239,76421,103814,102339,2487408,3656280,1828140,25782,6,0,0,9981,0,7404,2599,0,266281,0.0739328,6,6,0,76421,239,32,0,25723,53,6,240,35,619,554583,0,0,0,0,0,0,35
393,340461476,1000,76876,30,257,76589,103902,102180,2488522,3653480,1826740,25990,5,0,0,9949,0,7148,2617,0,265167,0.0728283,5,5,0,76589,257,30,0,25936,49,5,258,33,682,478408,0,0,0,0,0,0,33
394,340461476,1000,76849,25,256,76568,103797,102285,2487047,3617160,1808580,25770,16,0,0,9866,0,7293,2600,0,266642,0.0725792,16,16,0,76568,256,25,0,25696,58,16,258,28,678,419494,0,0,0,0,0,0,28
395,340461476,1000,76908,26,272,76610,103687,102098,2486098,3624440,1812220,25767,4,0,0,9969,0,7338,2572,0,267591,0.0737157,4,4,0,76610,272,26,0,25700,63,4,275,29,766,415060,0,0,0,0,0,0,29
396,340461476,1000,76890,23,283,76584,103783,102375,2486791,3642640,1821320,25914,7,0,0,9933,0,7409,2542,0,266898,0.0738295,7,7,0,76584,283,23,0,25841,66,7,286,26,809,362534,0,0,0,0,0,0,26
397,340461476,1000,76948,19,295,76634,103816,102150,2487968,3615360,1807680,25687,11,0,0,9976,0,7363,2555,0,265721,0.0732704,11,11,0,76634,295,19,0,25611,65,11,297,25,831,265162,0,0,0,0,0,0,25
398,340461476,1000,76927,19,311,76597,103754,102292,2487957,3625200,1812600,25783,4,0,0,9790,0,7311,2500,0,265732,0.0734977,4,4,0,76597,311,19,0,25701,78,4,312,25,881,254671,0,0,0,0,0,0,25
399,340461476,1000,76894,22,330,76542,103865,102005,2488509,3681520,1840760,25910,5,0,0,9814,0,7337,2510,0,265180,0.0733012,5,5,0,76542,330,22,0,25823,82,5,331,28,947,313220,0,0,0,0,0,0,28
400,340461476,1000,76823,22,327,76474,104191,101501,2486643,3589680,1794840,25547,7,0,0,10073,0,7536,2608,0,267046,0.0720299,7,7,0,76474,327,22,0,25467,73,7,328,25,924,310552,0,0,0,0,0,0,25
401,340461476,1000,76768,22,337,76409,104000,101966,2487530,3640400,1820200,25979,6,0,0,9717,0,7185,2587,0,266159,0.0743926,6,6,0,76409,337,22,0,25891,82,6,338,25,930,289067,0,0,0,0,0,0,25
402,340461476,1000,76969,25,345,76599,103823,101991,2486998,3649280,1824640,25768,4,0,0,10037,0,7290,2546,0,266691,0.0731124,4,4,0,76599,345,25,0,25663,101,4,352,25,940,378442,0,0,0,0,0,0,25
403,340461476,1000,76877,22,369,76486,103750,102303,2488075,3613120,1806560,25817,9,0,0,9755,0,7259,2588,0,265614,0.0730803,9,9,0,76486,369,22,0,25727,81,9,377,22,1026,331311,0,0,0,0,0,0,22
404,340461476,1000,77074,22,371,76681,103818,102641,2486715,3679600,1839800,25878,7,0,0,9915,0,7140,2578,0,266974,0.0735136,7,7,0,76681,371,22,0,25779,92,7,381,22,1012,354402,0,0,0,0,0,0,22
405,340461476,1000,77199,26,371,76802,103960,102276,2487984,3622600,1811300,25680,5,0,0,10060,0,7379,2556,0,265705,0.072555,5,5,0,76802,371,26,0,25564,111,5,382,26,1010,488435,0,0,0,0,0,0,26
406,340461476,1000,76992,31,393,76568,104005,102165,2487809,3657600,1828800,26022,7,0,0,9918,0,7483,2642,0,265880,0.0733464,7,7,0,76568,393,31,0,25916,99,7,404,31,1042,703435,0,0,0,0,0,0,31
407,340461476,1000,76535,28,401,76106,103999,102180,2487742,3651080,1825540,25930,11,0,0,9657,0,7471,2643,0,265947,0.0726923,11,11,0,76106,401,27,1,25827,92,11,416,28,1043,663124,0,0,0,0,0,0,28
408,340461476,1000,76708,30,414,76264,104177,101767,2488176,3609080,1804540,25460,8,0,0,9949,0,7204,2572,0,265513,0.0728405,8,8,0,76264,414,30,0,25342,110,8,435,30,1049,737780,0,0,0,0,0,0,30
409,340461476,1000,76725,32,419,76274,104007,101816,2487377,3684960,1842480,26109,5,0,0,9963,0,7312,2634,0,266312,0.0735679,5,5,0,76274,419,32,0,26001,103,5,447,32,1051,775441,0,0,0,0,0,0,32
410,340461476,1000,76731,37,460,76234,103951,101966,2487911,3635640,1817820,25888,10,0,0,10001,0,7371,2624,0,265778,0.0722698,10,10,0,76234,460,37,0,25783,95,10,493,37,1140,814770,0,0,0,0,0,0,37
411,340461476,1000,76862,33,491,76338,103870,102254,2487201,3568240,1784120,25665,11,0,0,9883,0,7255,2497,0,266488,0.0731034,11,11,0,76338,491,33,0,25535,119,11,527,33,1194,767502,0,0,0,0,0,0,33
412,340461476,1000,76756,37,527,76192,103798,102270,2486941,3660040,1830020,25930,8,0,0,9706,0,7268,2544,0,266748,0.0746832,8,8,0,76192,527,37,0,25806,116,8,568,37,1290,845172,0,0,0,0,0,0,37
413,340461476,1000,76692,36,568,76088,103873,102353,2489001,3650880,1825440,25687,12,0,0,9915,0,7328,2651,0,264688,0.072881,12,12,0,76088,568,36,0,25549,126,12,610,36,1403,797105,0,0,0,0,0,0,36
414,340461476,1000,76599,37,607,75955,104066,102340,2486609,3595720,1797860,25667,13,0,0,9955,0,7428,2620,0,267080,0.0724996,13,13,0,75955,607,37,0,25500,154,13,654,37,1514,786413,0,0,0,0,0,0,37
415,340461476,1000,76741,43,643,76055,104196,102590,2487613,3663320,1831660,26019,11,0,0,9964,0,7163,2659,0,266076,0.0742771,11,11,0,76055,643,43,0,25869,139,11,697,43,1578,968069,0,0,0,0,0,0,43
416,340461476,1000,76731,40,664,76027,103772,102712,2487142,3604840,1802420,25735,12,0,0,9918,0,7394,2534,0,266547,0.0726323,12,12,0,76027,664,40,0,25569,154,12,718,40,1606,909308,0,0,0,0,0,0,40
417,340461476,1000,76656,39,670,75947,103804,102618,2488228,3598480,1799240,25602,14,0,0,9850,0,7322,2603,0,265461,0.0739413,14,14,0,75947,670,39,0,25404,184,14,709,39,1624,899225,0,0,0,0,0,0,39
418,340461476,1000,76647,44,682,75921,104027,102858,2487049,3645400,1822700,25880,11,0,0,9956,0,7437,2528,0,266640,0.0737702,11,11,0,75921,682,44,0,25705,164,11,717,45,1614,1125983,0,0,0,0,0,0,44
419,340461476,1000,76920,46,734,76140,104291,102628,2487351,3624680,1812340,25924,9,0,0,10067,0,7176,2618,0,266338,0.0731441,9,9,0,76140,734,46,0,25747,168,9,769,47,1760,1097467,0,0,0,0,0,0,46
420,340461476,1000,76773,43,758,75972,104297,102865,2486631,3608360,1804180,25781,16,0,0,9816,0,7362,2601,0,267058,0.0734789,16,16,0,75972,758,43,0,25584,181,16,795,44,1832,935377,0,0,0,0,0,0,43
421,340461476,1000,76634,48,778,75808,104296,102759,2487312,3626440,1813220,25729,14,0,0,9834,0,7385,2588,0,266377,0.0740108,14,14,0,75808,778,47,1,25552,163,14,813,53,1916,1047090,0,0,0,0,0,0,49
422,340461476,1000,76871,50,802,76019,104490,102012,2488407,3620560,1810280,25746,7,0,0,10136,0,7285,2614,0,265282,0.073454,7,7,0,76019,802,49,1,25520,219,7,840,55,2025,1122741,0,0,0,0,0,0,51
423,340461476,1000,76791,55,828,75908,104459,102114,2487907,3636560,1818280,25983,23,0,0,9851,0,7288,2643,0,265782,0.0732708,23,23,0,75908,828,53,2,25764,196,23,865,68,2134,1213847,0,0,0,0,0,0,58
424,340461476,1000,76754,60,877,75817,104576,102211,2486987,3635880,1817940,25813,18,0,0,9806,0,7297,2546,0,266702,0.073086,18,18,0,75817,877,58,2,25602,193,18,912,78,2239,1327406,0,0,0,0,0,0,64
425,340461476,1000,76771,58,901,75812,104640,102241,2486853,3613480,1806740,25623,14,0,0,9886,0,7296,2573,0,266836,0.0733527,14,14,0,75812,901,56,2,25389,220,14,936,76,2352,1341687,0,0,0,0,0,0,62
426,340461476,1000,76885,57,921,75907,104383,102203,2487459,3647480,1823740,25955,21,0,0,9938,0,7215,2609,0,266230,0.0738445,21,21,0,75907,921,55,2,25724,210,21,952,70,2465,1269230,0,0,0,0,0,0,60
427,340461476,1000,76782,54,947,75781,104264,102580,2486922,3636640,1818320,25933,15,0,0,9799,0,7266,2636,0,266767,0.07299,15,15,0,75781,947,53,1,25692,226,15,975,65,2532,1222808,0,0,0,0,0,0,56
428,340461476,1000,76880,59,974,75847,104431,102486,2488047,3612280,1806140,25685,17,0,0,10051,0,7334,2619,0,265642,0.0733552,17,17,0,75847,974,58,1,25437,231,17,998,74,2620,1401171,0,0,0,0,0,0,62
429,340461476,1000,76820,60,990,75770,104386,102239,2488388,3650200,1825100,25951,21,0,0,9905,0,7390,2575,0,265301,0.0735385,21,21,0,75770,990,59,1,25688,242,21,1015,70,2741,1282671,0,0,0,0,0,0,62
430,340461476,1000,76718,65,1034,75619,104376,101842,2486968,3625600,1812800,25728,17,0,0,9880,0,7393,2589,0,266721,0.0726811,17,17,0,75619,1034,63,2,25468,243,17,1059,74,2854,1409355,0,0,0,0,0,0,67
431,340461476,1000,76723,64,1044,75615,104487,101470,2487852,3581760,1790880,25575,18,0,0,9918,0,7333,2580,0,265837,0.0735659,18,18,0,75615,1044,62,2,25294,263,18,1060,74,2860,1373373,0,0,0,0,0,0,69
432,340461476,1000,76921,69,1029,75823,104318,101430,2487718,3675840,1837920,26045,24,0,0,10096,0,7200,2698,0,265971,0.0742195,24,24,0,75823,1029,66,3,25770,251,24,1048,79,2877,1364470,0,0,0,0,0,0,74
433,340461476,1000,76766,73,1018,75675,104229,101567,2487777,3600360,1800180,25759,22,0,0,9828,0,7348,2635,0,265912,0.0723564,22,22,0,75675,1018,71,2,25466,271,22,1040,87,2899,1386671,0,0,0,0,0,0,79
434,340461476,1000,76788,74,1012,75702,104168,101798,2487988,3603760,1801880,25558,20,0,0,9779,0,7228,2529,0,265701,0.0738569,20,20,0,75702,1012,72,2,25282,256,20,1037,88,2896,1398522,0,0,0,0,0,0,80
435,340461476,1000,76597,79,1012,75506,103943,102414,2487433,3662200,1831100,25915,22,0,0,9801,0,7418,2574,0,266256,0.0737287,22,22,0,75506,1012,75,4,25649,244,22,1044,100,2854,1616299,0,0,0,0,0,0,90
436,340461476,1000,76629,82,1008,75539,103776,102396,2487447,3620000,1810000,25702,27,0,0,10058,0,7400,2626,0,266242,0.0727037,27,27,0,75539,1008,80,2,25425,250,27,1045,93,2768,1799284,0,0,0,0,0,0,88
437,340461476,1000,76358,87,1004,75267,103775,102700,2485944,3587480,1793740,25793,24,0,0,9652,0,7318,2605,0,267745,0.0735474,24,24,0,75267,1004,84,3,25512,257,24,1055,101,2729,1977256,0,0,0,0,0,0,96
438,340461476,1000,76633,90,1020,75523,103813,102674,2487532,3628360,1814180,25560,26,0,0,10025,0,7209,2541,0,266157,0.074633,26,26,0,75523,1020,87,3,25278,256,26,1074,102,2720,2038232,0,0,0,0,0,0,98
439,340461476,1000,76694,87,1033,75574,103870,102840,2486556,3615320,1807660,25847,25,0,0,9979,0,7323,2595,0,267133,0.0733545,25,25,0,75574,1033,83,4,25557,265,25,1103,91,2773,1970878,0,0,0,0,0,0,88
440,340461476,1000,76797,94,1045,75658,103936,102194,2489022,3602880,1801440,25727,27,0,0,9854,0,7180,2571,0,264667,0.073889,27,27,0,75658,1045,90,4,25426,274,27,1117,98,2841,2148647,0,0,0,0,0,0,95
441,340461476,1000,76937,94,1040,75803,103908,101948,2487205,3607440,1803720,25624,29,0,0,9959,0,7241,2578,0,266484,0.0734597,29,29,0,75803,1040,86,8,25335,260,29,1116,101,2846,2266750,0,0,0,0,0,0,98
442,340461476,1000,76759,101,1037,75621,103955,101590,2489289,3676720,1838360,26059,27,0,0,9780,0,7386,2572,0,264400,0.0738705,27,27,0,75621,1037,92,9,25756,276,27,1111,108,2842,2391416,0,0,0,0,0,0,105
443,340461476,1000,76955,109,1060,75786,103868,101665,2488266,3619280,1809640,25730,31,0,0,10013,0,7326,2491,0,265423,0.0719118,31,31,0,75786,1060,99,10,25446,253,31,1135,116,2939,2373253,0,0,0,0,0,0,113
444,340461476,1000,76780,121,1038,75621,103895,101686,2486741,3584240,1792120,25693,35,0,0,9736,0,7329,2582,0,266948,0.0733357,35,35,0,75621,1038,110,11,25398,260,35,1119,128,2883,2729651,0,0,0,0,0,0,125
445,340461476,1000,76746,124,1047,75575,103986,101626,2487062,3662800,1831400,25869,34,0,0,9861,0,7305,2590,0,266627,0.0744781,34,34,0,75575,1047,117,7,25574,261,34,1123,136,2920,2793154,0,0,0,0,0,0,130
446,340461476,1000,76596,117,1047,75432,103753,102123,2489150,3618440,1809220,25710,40,0,0,9743,0,7330,2563,0,264539,0.0727931,40,40,0,75432,1047,112,5,25389,281,40,1120,126,2903,2665819,0,0,0,0,0,0,120
447,340461476,1000,76691,121,1059,75511,103766,102026,2486527,3633160,1816580,25696,40,0,0,9932,0,7204,2633,0,267162,0.0731084,40,40,0,75511,1059,115,6,25420,236,40,1120,130,2913,2562025,0,0,0,0,0,0,124
448,340461476,1000,76713,116,1059,75538,103762,102128,2487193,3642680,1821340,25869,38,0,0,9833,0,7242,2569,0,266496,0.0735342,38,38,0,75538,1059,111,5,25554,277,38,1116,125,2873,2324309,0,0,0,0,0,0,119
449,340461476,1000,76691,120,1042,75529,103565,102213,2486977,3623960,1811980,25735,35,0,0,9852,0,7297,2577,0,266712,0.0731592,35,35,0,75529,1042,116,4,25417,283,35,1096,128,2823,2473430,0,0,0,0,0,0,125
450,340461476,1000,76707,114,1016,75577,103449,102385,2486576,3606240,1803120,25662,35,0,0,9830,0,7218,2596,0,267113,0.0735967,35,35,0,75577,1016,111,3,25377,250,35,1066,122,2772,2315890,0,0,0,0,0,0,119
451,340461476,1000,76810,112,1020,75678,103616,102189,2488778,3642200,1821100,25780,38,0,0,9859,0,7266,2490,0,264911,0.0740695,38,38,0,75678,1020,107,5,25467,275,38,1072,118,2752,2231148,0,0,0,0,0,0,115
452,340461476,1000,76840,114,1063,75663,103552,102086,2488221,3633040,1816520,25775,33,0,0,9927,0,7365,2532,0,265468,0.0727336,33,33,0,75663,1063,109,5,25474,268,33,1113,129,2864,2365116,0,0,0,0,0,0,123
453,340461476,1000,76684,119,1125,75440,103607,102299,2487188,3618760,1809380,25784,31,0,0,9859,0,7389,2626,0,266501,0.0730703,31,31,0,75440,1125,114,5,25511,242,31,1172,140,3013,2667513,0,0,0,0,0,0,136
454,340461476,1000,76825,116,1182,75527,103666,102456,2487700,3650240,1825120,25886,34,0,0,9951,0,7199,2611,0,265989,0.0736441,34,34,0,75527,1182,108,8,25573,279,34,1228,133,3163,2650123,0,0,0,0,0,0,131
455,340461476,1000,76649,115,1248,75286,103857,102911,2487737,3617200,1808600,25840,37,0,0,9675,0,7267,2584,0,265952,0.0728688,37,37,0,75286,1248,110,5,25523,280,37,1299,130,3319,2611276,0,0,0,0,0,0,128
456,340461476,1000,76764,120,1402,75242,103833,103088,2487362,3617200,1808600,25498,31,0,0,9960,0,7307,2538,0,266327,0.0735241,31,31,0,75242,1402,115,5,25187,280,31,1458,139,3716,2728320,0,0,0,0,0,0,135
457,340461476,1000,76676,121,1510,75045,104000,102606,2487100,3625000,1812500,25889,38,0,0,9855,0,7327,2616,0,266589,0.0736278,38,38,0,75045,1510,117,4,25505,346,38,1580,140,4037,2748370,0,0,0,0,0,0,136
458,340461476,1000,76825,121,1622,75082,104030,102219,2487788,3602080,1801040,25715,36,0,0,10029,0,7324,2556,0,265901,0.0735417,36,36,0,75082,1622,117,4,25338,341,36,1712,148,4399,2909188,0,0,0,0,0,0,141
459,340461476,1000,76813,125,1709,74979,104139,101991,2486615,3595400,1797700,25792,35,0,0,9888,0,7306,2594,0,267074,0.0738186,35,35,0,74979,1709,119,6,25357,400,35,1829,145,4772,2894910,0,0,0,0,0,0,139
460,340461476,1000,76869,123,1841,74905,104212,101923,2488453,3637200,1818600,25788,39,0,0,9976,0,7407,2513,0,265236,0.074282,39,39,0,74905,1841,118,5,25350,399,39,2017,132,5200,2830393,0,0,0,0,0,0,129
461,340461476,1000,76614,123,1995,74496,104263,102191,2486448,3606360,1803180,25733,39,0,0,9710,0,7321,2644,0,267241,0.072923,39,39,0,74496,1995,117,6,25256,438,39,2223,135,5750,2740727,0,0,0,0,0,0,132
462,340461476,1000,76807,118,2136,74553,104054,102186,2487371,3610440,1805220,25634,36,0,0,9978,0,7265,2520,0,266318,0.0741026,36,36,0,74553,2136,110,8,25138,460,36,2430,130,6138,2641040,0,0,0,0,0,0,127
463,340461476,1000,76852,117,2320,74415,104096,102300,2487952,3646720,1823360,25990,37,0,0,9841,0,7222,2574,0,265737,0.0737632,37,37,0,74415,2320,111,6,25468,485,37,2698,120,6754,2505677,0,0,0,0,0,0,120
464,340461476,1000,76743,115,2472,74156,104078,102607,2487314,3602880,1801440,25701,32,0,0,9946,0,7457,2598,0,266375,0.07287,32,32,0,74156,2472,108,7,25137,532,32,2875,115,7266,2318914,0,0,0,0,0,0,115
465,340461476,1000,76804,115,2647,74042,104198,102379,2486075,3574160,1787080,25638,40,0,0,9879,0,7267,2551,0,267614,0.0739338,40,40,0,74042,2647,106,9,25003,595,40,3113,115,7818,2429072,0,0,0,0,0,0,115
466,340461476,1000,76812,113,2795,73904,104068,102263,2487952,3630240,1815120,25899,37,0,0,9904,0,7354,2542,0,265737,0.0748745,37,37,0,73904,2795,102,11,25227,635,37,3319,113,8367,2320608,0,0,0,0,0,0,113
467,340461476,1000,76919,125,2939,73855,104059,102680,2487526,3597400,1798700,25714,29,0,0,9830,0,7266,2457,0,266163,0.0732008,29,29,0,73855,2939,113,12,24989,696,29,3495,126,8766,2571746,0,0,0,0,0,0,125
468,340461476,1000,77299,140,3098,74061,103923,102368,2486977,3592840,1796420,25646,40,0,0,10277,0,7306,2591,0,266712,0.0739875,40,40,0,74061,3098,127,13,24890,716,40,3724,148,9238,2943248,0,0,0,0,0,0,144
469,340461476,1000,77280,152,3331,73797,103704,102194,2488255,3633720,1816860,26294,49,0,0,9972,0,7313,2678,0,265434,0.0742342,49,49,0,73797,3331,140,12,25504,741,49,4035,161,9892,3382504,0,0,0,0,0,0,157
470,340461476,1000,77281,152,3661,73468,103754,102432,2486959,3639040,1819520,26036,40,0,0,9901,0,7268,2632,0,266730,0.0730473,40,40,0,73468,3661,138,14,25177,819,40,4479,163,10971,3240185,0,0,0,0,0,0,159
471,340461476,1000,77303,150,3996,73157,103694,102289,2488186,3589520,1794760,25795,43,0,0,9983,0,7301,2660,0,265503,0.0732967,43,43,0,73157,3996,135,15,24942,810,43,4880,161,12061,3183787,0,0,0,0,0,0,158
472,340461476,1000,77195,162,4326,72707,103553,102440,2488067,3662600,1831300,26141,49,0,0,9811,0,7288,2631,0,265622,0.073966,49,49,0,72707,4326,147,15,25148,944,49,5262,177,13177,3306672,0,0,0,0,0,0,173
473,340461476,1000,77027,175,4555,72297,103666,102867,2487172,3634840,1817420,25852,43,0,0,9817,0,7356,2629,0,266517,0.0725227,43,43,0,72297,4555,159,16,24759,1050,43,5580,192,14018,3801185,0,0,0,0,0,0,188
474,340461476,1000,76986,205,4918,71863,103464,102512,2488633,3584520,1792260,25772,54,0,0,9976,0,7502,2515,0,265056,0.0733228,54,54,0,71863,4918,191,14,24621,1097,54,6014,227,15192,4928842,0,0,0,0,0,0,222
475,340461476,1000,76968,216,5265,71487,103571,102185,2487350,3615720,1807860,25969,53,0,0,9833,0,7283,2568,0,266339,0.0739445,53,53,0,71487,5265,199,17,24716,1200,53,6465,245,16397,5093683,0,0,0,0,0,0,238
476,340461476,1000,76888,226,5641,71021,103630,102191,2486696,3594280,1797140,25793,84,0,0,9911,0,7452,2539,0,266993,0.0736613,84,84,0,71021,5641,201,25,24484,1225,84,6962,273,17697,5377960,0,0,0,0,0,0,254
477,340461476,1000,76945,231,6064,70650,103905,101978,2487028,3574240,1787120,25810,61,0,0,9959,0,7297,2605,0,266661,0.0742826,61,61,0,70650,6064,205,26,24359,1390,61,7460,274,19051,5449987,0,0,0,0,0,0,246
478,340461476,1000,76665,256,6522,69887,103653,102289,2486392,3600800,1800400,25885,69,0,0,9771,0,7442,2609,0,267297,0.0746062,69,69,0,69887,6522,230,26,24412,1404,69,8056,356,20840,6178506,0,0,0,0,0,0,288
479,340461476,1000,76493,269,6993,69231,103539,102273,2487174,3572240,1786120,25664,80,0,0,9822,0,7373,2621,0,266515,0.0742325,80,80,0,69231,6993,238,31,24051,1533,80,8690,380,22677,6265370,0,0,0,0,0,0,307
480,340461476,1000,76533,294,7343,68896,103588,101896,2487070,3538120,1769060,25612,76,0,0,10031,0,7336,2655,0,266619,0.0746071,76,76,0,68896,7343,255,39,23868,1668,76,9154,414,24135,6901155,0,0,0,0,0,0,334
481,340461476,1000,76537,306,7865,68366,103687,101950,2487907,3560240,1780120,25841,93,0,0,9863,0,7234,2625,0,265782,0.075356,93,93,0,68366,7865,262,44,23970,1778,93,9806,448,25934,6988908,0,0,0,0,0,0,350
482,340461476,1000,76631,332,8231,68068,103543,102021,2487692,3536480,1768240,25691,94,0,0,10002,0,7304,2604,0,265997,0.0746527,94,94,0,68068,8231,279,53,23697,1900,94,10276,534,27443,7819331,0,0,0,0,0,0,395
483,340461476,1000,76529,353,8640,67536,103700,101557,2487352,3526000,1763000,25810,100,0,0,9875,0,7410,2567,0,266337,0.075215,100,100,0,67536,8640,280,73,23744,1966,100,10803,556,28794,8365391,0,0,0,0,0,0,429
484,340461476,1000,76500,355,8925,67220,103952,101555,2487457,3527640,1763820,25628,108,0,0,9839,0,7232,2636,0,266232,0.075535,108,108,0,67220,8925,275,80,23397,2123,108,11267,595,29819,8338223,0,0,0,0,0,0,450
485,340461476,1000,76487,395,9276,66816,103852,101914,2488083,3540760,1770380,25704,105,0,0,9880,0,7342,2551,0,265606,0.0754701,105,105,0,66816,9276,303,92,23406,2193,105,11801,672,31327,9109081,0,0,0,0,0,0,500
