Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,VectorPopulationNumDied,InfectiousNumDied,InfectedNumDied,AdultNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,InfectiousAvgAgeAtDeath,InfectedAvgAgeAtDeath,AdultAvgAgeAtDeath,MaleAvgAgeAtDeath
18,1,X2:X2,68,0,0,68,0,5750,76089,1900,17,0,0,17,0,21,0,0,21,0
18,1,X2:Y1,0,0,0,0,112,10592,139708,3000,0,0,0,0,24,0,0,0,0,21.2083
18,1,X2:Y2,0,0,0,0,61,7241,92916,2500,0,0,0,0,11,0,0,0,0,21
19,1,X1:X1,205,0,0,205,0,43319,270064,6900,56,0,0,56,0,22.0893,0,0,22.0893,0
19,1,X1:X2,105,0,0,105,0,21658,137521,4250,24,0,0,24,0,21.7917,0,0,21.7917,0
19,1,X1:Y1,0,0,0,0,163,38973,244040,6450,0,0,0,0,52,0,0,0,0,21.75
19,1,X1:Y2,0,0,0,0,121,25911,163468,4700,0,0,0,0,26,0,0,0,0,21.8462
19,1,X2:X1,116,0,0,116,0,21618,133952,3600,25,0,0,25,0,21.92,0,0,21.92,0
19,1,X2:X2,61,0,0,61,0,10812,65010,2250,7,0,0,7,0,21.5714,0,0,21.5714,0
19,1,X2:Y1,0,0,0,0,89,19526,119418,3550,0,0,0,0,23,0,0,0,0,21.8261
19,1,X2:Y2,0,0,0,0,49,13125,80275,2300,0,0,0,0,12,0,0,0,0,22.25
20,1,X1:X1,158,0,0,158,0,58738,231779,6050,47,0,0,47,0,22.9574,0,0,22.9574,0
20,1,X1:X2,89,0,0,89,0,29575,118685,3300,16,0,0,16,0,23.125,0,0,23.125,0
20,1,X1:Y1,0,0,0,0,134,53134,209705,5900,0,0,0,0,29,0,0,0,0,22.7241
20,1,X1:Y2,0,0,0,0,96,35215,140794,3450,0,0,0,0,25,0,0,0,0,23.16
20,1,X2:X1,89,0,0,89,0,29585,114745,3650,27,0,0,27,0,23.037,0,0,23.037,0
20,1,X2:X2,52,0,0,52,0,14315,56644,1800,9,0,0,9,0,22.7778,0,0,22.7778,0
20,1,X2:Y1,0,0,0,0,72,26340,102996,3300,0,0,0,0,17,0,0,0,0,22.3529
20,1,X2:Y2,0,0,0,0,41,17769,69002,2150,0,0,0,0,8,0,0,0,0,23.25
21,1,X1:X1,127,0,0,127,0,69945,199043,3450,31,0,0,31,0,23.871,0,0,23.871,0
21,1,X1:X2,74,0,0,74,0,34992,102290,2000,15,0,0,15,0,24.1333,0,0,24.1333,0
21,1,X1:Y1,0,0,0,0,107,63598,180363,2850,0,0,0,0,27,0,0,0,0,24.1481
21,1,X1:Y2,0,0,0,0,72,41612,120999,2600,0,0,0,0,24,0,0,0,0,24
21,1,X2:X1,65,0,0,65,0,35177,99083,2150,24,0,0,24,0,23.7917,0,0,23.7917,0
21,1,X2:X2,44,0,0,44,0,16632,49390,1100,8,0,0,8,0,23.75,0,0,23.75,0
21,1,X2:Y1,0,0,0,0,59,31020,89397,1550,0,0,0,0,13,0,0,0,0,24.0769
21,1,X2:Y2,0,0,0,0,31,21083,59582,1700,0,0,0,0,10,0,0,0,0,23.9
22,1,X1:X1,15996,0,0,15996,0,62694,168106,3500,20,0,0,20,0,24.9,0,0,24.9,0
22,1,X1:X2,8044,0,0,8044,0,30997,87073,1850,11,0,0,11,0,24.9091,0,0,24.9091,0
22,1,X1:Y1,0,0,0,0,14959,55984,152878,2900,0,0,0,0,30,0,0,0,0,24.9333
22,1,X1:Y2,0,0,0,0,9235,38253,102230,2450,0,0,0,0,18,0,0,0,0,24.6667
22,1,X2:X1,7898,0,0,7898,0,31781,83975,2000,14,0,0,14,0,24.7143,0,0,24.7143,0
22,1,X2:X2,3906,0,0,3906,0,15066,42002,1550,5,0,0,5,0,24.4,0,0,24.4,0
