Time,NodeID,Alleles,VectorPopulation,STATE_MALE,VectorPopulationNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,MaleAvgAgeAtDeath
387,1,Y1,0,368951,0,43889,0,8.33441
387,1,Y2,0,238735,0,28847,0,8.33865
388,1,X1,811710,405048,97064,48111,8.38353,8.29661
388,1,X2,405674,203051,48620,24522,8.35185,8.4091
388,1,Y1,0,369219,0,44029,0,8.35808
388,1,Y2,0,238880,0,28604,0,8.29842
389,1,X1,811641,404996,97431,48261,8.35207,8.31611
389,1,X2,406347,203425,48555,24137,8.31892,8.35555
389,1,Y1,0,369413,0,43901,0,8.29264
389,1,Y2,0,239008,0,28497,0,8.38569
390,1,X1,811683,405054,96760,48601,8.33081,8.35927
390,1,X2,405713,203329,48880,24286,8.34945,8.36387
390,1,Y1,0,369196,0,44148,0,8.40054
390,1,Y2,0,239187,0,28739,0,8.29977
391,1,X1,812042,405616,97447,48185,8.37485,8.38599
391,1,X2,405900,203218,48579,24434,8.363,8.32
391,1,Y1,0,369553,0,44067,0,8.38183
391,1,Y2,0,239281,0,28552,0,8.33595
392,1,X1,812621,405522,96721,48695,8.34636,8.31823
392,1,X2,407293,203257,47871,24289,8.25117,8.30335
392,1,Y1,0,368945,0,44380,0,8.30653
392,1,Y2,0,239834,0,28604,0,8.32373
393,1,X1,812674,404870,97163,48832,8.36193,8.35409
393,1,X2,407112,203242,48835,24206,8.33488,8.38003
393,1,Y1,0,368418,0,44264,0,8.37904
393,1,Y2,0,239694,0,28774,0,8.33753
394,1,X1,813289,404742,96605,48508,8.30672,8.34889
394,1,X2,407011,203303,48643,24578,8.27698,8.35743
394,1,Y1,0,368618,0,44120,0,8.38268
394,1,Y2,0,239427,0,28966,0,8.30467
395,1,X1,812956,404622,97566,48622,8.29636,8.32586
395,1,X2,407026,203270,48956,24292,8.35744,8.32418
395,1,Y1,0,368744,0,43984,0,8.33576
395,1,Y2,0,239148,0,28930,0,8.3094
396,1,X1,812372,404815,97537,48679,8.34578,8.37127
396,1,X2,406232,203316,48799,24336,8.33238,8.33005
396,1,Y1,0,368781,0,44215,0,8.37087
396,1,Y2,0,239350,0,28800,0,8.33705
397,1,X1,811828,405180,97472,48477,8.31271,8.33779
397,1,X2,406124,203457,48938,24283,8.36516,8.32064
397,1,Y1,0,369000,0,44347,0,8.36769
397,1,Y2,0,239637,0,28413,0,8.27646
398,1,X1,810759,405168,98207,48543,8.36889,8.32303
398,1,X2,406471,203246,48805,24426,8.3432,8.38041
398,1,Y1,0,368898,0,44215,0,8.37646
398,1,Y2,0,239516,0,28754,0,8.28963
399,1,X1,811311,405101,97294,48488,8.33434,8.2836
399,1,X2,406197,203280,48960,24280,8.37367,8.30568
399,1,Y1,0,368831,0,44055,0,8.29043
399,1,Y2,0,239550,0,28713,0,8.29178
400,1,X1,812621,405545,96953,48511,8.33033,8.36043
400,1,X2,406691,202689,48345,24549,8.33327,8.33985
400,1,Y1,0,368789,0,44148,0,8.38375
400,1,Y2,0,239445,0,28912,0,8.30735
401,1,X1,812069,405496,97550,48819,8.35461,8.33725
401,1,X2,406785,202602,48680,24502,8.30349,8.38001
401,1,Y1,0,368757,0,44521,0,8.35868
401,1,Y2,0,239341,0,28800,0,8.34049
402,1,X1,812258,405414,97493,48820,8.34504,8.29893
402,1,X2,407104,202690,48489,24306,8.32843,8.30453
402,1,Y1,0,368901,0,44320,0,8.31837
402,1,Y2,0,239203,0,28806,0,8.27376
403,1,X1,812347,405095,97269,48642,8.32445,8.3482
403,1,X2,407131,202267,48649,24511,8.33729,8.37077
403,1,Y1,0,368710,0,44340,0,8.36626
403,1,Y2,0,238652,0,28813,0,8.3396
404,1,X1,812832,404986,96530,48609,8.39224,8.35718
404,1,X2,407466,202441,48406,24296,8.29222,8.36389
404,1,Y1,0,368415,0,44261,0,8.36454
404,1,Y2,0,239012,0,28644,0,8.35149
405,1,X1,812846,405001,97470,48580,8.31651,8.32408
405,1,X2,407156,202474,48728,24409,8.35146,8.4366
405,1,Y1,0,368886,0,43991,0,8.33882
405,1,Y2,0,238589,0,28998,0,8.39644
406,1,X1,812573,404445,97597,48950,8.37691,8.35546
406,1,X2,407721,202212,48427,24480,8.38406,8.34935
406,1,Y1,0,368542,0,44471,0,8.37442
406,1,Y2,0,238115,0,28959,0,8.32118
407,1,X1,812632,404326,97240,48525,8.32208,8.30114
407,1,X2,408158,202356,48634,24304,8.36734,8.30365
407,1,Y1,0,368506,0,44319,0,8.30928
407,1,Y2,0,238176,0,28510,0,8.29064
408,1,X1,812856,404281,97692,48435,8.35259,8.35408
408,1,X2,407940,202843,48970,24025,8.38181,8.29415
408,1,Y1,0,368816,0,44190,0,8.32969
408,1,Y2,0,238308,0,28270,0,8.34128
409,1,X1,811796,404703,97689,48528,8.30824,8.33663
409,1,X2,407896,202759,48945,24235,8.29646,8.33134
409,1,Y1,0,368937,0,44313,0,8.31634
409,1,Y2,0,238525,0,28450,0,8.36373
410,1,X1,810716,405439,98253,48281,8.31299,8.3129
410,1,X2,407750,202774,49051,24268,8.31938,8.29998
410,1,Y1,0,369443,0,43980,0,8.26239
410,1,Y2,0,238770,0,28569,0,8.37968
411,1,X1,810959,405360,97022,48930,8.38448,8.28187
411,1,X2,407423,202608,49030,24251,8.35597,8.359
411,1,Y1,0,369243,0,44459,0,8.31202
411,1,Y2,0,238725,0,28722,0,8.30033
412,1,X1,811376,405524,97061,48402,8.31363,8.29278
412,1,X2,407432,202373,48795,24395,8.36739,8.32244
412,1,Y1,0,369126,0,44042,0,8.28643
412,1,Y2,0,238771,0,28755,0,8.32766
413,1,X1,812015,405078,96969,48754,8.35472,8.28871
413,1,X2,407295,202175,48665,24539,8.31639,8.41334
413,1,Y1,0,368500,0,44485,0,8.31559
413,1,Y2,0,238753,0,28808,0,8.35337
414,1,X1,811449,405327,97514,48258,8.34015,8.37892
414,1,X2,406819,202040,49296,24311,8.35936,8.27745
414,1,Y1,0,368654,0,44024,0,8.32744
414,1,Y2,0,238713,0,28545,0,8.3719
415,1,X1,811429,406142,97424,48273,8.33072,8.30802
415,1,X2,406445,202285,48918,24147,8.38031,8.30062
415,1,Y1,0,369246,0,43876,0,8.33045
415,1,Y2,0,239181,0,28544,0,8.26727
416,1,X1,811856,406438,97006,48678,8.30509,8.3153
416,1,X2,406888,202162,48420,24388,8.33899,8.30913
416,1,Y1,0,369245,0,44237,0,8.31555
416,1,Y2,0,239355,0,28829,0,8.30969
417,1,X1,811864,406471,97507,48803,8.33526,8.32932
417,1,X2,406190,202214,49015,24171,8.29297,8.39854
417,1,Y1,0,369060,0,44350,0,8.37881
417,1,Y2,0,239625,0,28624,0,8.3111
418,1,X1,811594,406562,97533,48728,8.34787,8.36203
418,1,X2,406158,202512,48761,24316,8.34214,8.32234
418,1,Y1,0,369159,0,44277,0,8.36753
418,1,Y2,0,239915,0,28767,0,8.32002
419,1,X1,811527,406363,97663,48801,8.3354,8.35729
419,1,X2,406665,202579,48489,24271,8.33405,8.29822
419,1,Y1,0,368841,0,44444,0,8.36999
419,1,Y2,0,240101,0,28628,0,8.28748
420,1,X1,810032,406187,98007,48990,8.37987,8.37432
420,1,X2,406420,202703,48693,24335,8.41998,8.40493
420,1,Y1,0,368691,0,44541,0,8.43275
420,1,Y2,0,240199,0,28784,0,8.30979
421,1,X1,809248,405890,97945,48884,8.35041,8.32205
421,1,X2,406534,202815,48729,24282,8.33276,8.29656
421,1,Y1,0,368407,0,44279,0,8.32797
421,1,Y2,0,240298,0,28887,0,8.29155
422,1,X1,809255,406078,96593,48391,8.34383,8.36629
422,1,X2,406789,202936,48385,23862,8.39334,8.36728
422,1,Y1,0,368659,0,43656,0,8.3405
422,1,Y2,0,240355,0,28597,0,8.40648
423,1,X1,809309,405660,97037,48808,8.36189,8.36088
423,1,X2,407153,203148,48563,24445,8.38966,8.25343
423,1,Y1,0,368753,0,44302,0,8.32994
423,1,Y2,0,240055,0,28951,0,8.3175
424,1,X1,808732,405019,97386,48807,8.31892,8.33755
424,1,X2,407334,203130,48730,24419,8.33023,8.346
424,1,Y1,0,368371,0,44235,0,8.3311
424,1,Y2,0,239778,0,28991,0,8.35452
425,1,X1,807652,404599,96997,48620,8.36958,8.34171
425,1,X2,407224,203221,48703,24261,8.32302,8.34149
425,1,Y1,0,368094,0,44082,0,8.3452
425,1,Y2,0,239726,0,28799,0,8.33619
426,1,X1,807984,404349,96689,48069,8.33352,8.31921
426,1,X2,407258,203541,48835,24221,8.34225,8.40403
426,1,Y1,0,368369,0,43602,0,8.3712
426,1,Y2,0,239521,0,28688,0,8.3118
427,1,X1,808083,404301,96497,48424,8.36135,8.36796
427,1,X2,407367,203437,48667,24485,8.34407,8.26743
427,1,Y1,0,368099,0,44137,0,8.37603
427,1,Y2,0,239639,0,28772,0,8.27002
428,1,X1,808436,404892,96808,48335,8.3401,8.35399
428,1,X2,407544,203492,48654,24302,8.30596,8.28837
428,1,Y1,0,368464,0,43873,0,8.34573
428,1,Y2,0,239920,0,28764,0,8.31115
429,1,X1,808181,405101,97315,48424,8.342,8.34687
429,1,X2,408215,203680,48655,24304,8.34874,8.29205
429,1,Y1,0,368736,0,44246,0,8.33723
429,1,Y2,0,240045,0,28482,0,8.31508
430,1,X1,808965,404788,96238,48435,8.31362,8.40654
430,1,X2,408287,203592,48676,24392,8.33704,8.41423
430,1,Y1,0,368071,0,44255,0,8.37465
430,1,Y2,0,240309,0,28572,0,8.46252
431,1,X1,809762,405455,96321,48141,8.33371,8.30116
431,1,X2,407994,203613,49079,24159,8.38593,8.30506
431,1,Y1,0,368532,0,43682,0,8.32402
431,1,Y2,0,240536,0,28618,0,8.26955
432,1,X1,809206,405597,97433,48387,8.34795,8.34631
432,1,X2,407798,203547,49049,24346,8.31646,8.31307
432,1,Y1,0,368615,0,44065,0,8.36394
432,1,Y2,0,240529,0,28668,0,8.29099
433,1,X1,809157,405746,97130,48387,8.34992,8.3502
433,1,X2,407727,203671,48888,24562,8.3841,8.36398
433,1,Y1,0,368826,0,44155,0,8.36675
433,1,Y2,0,240591,0,28794,0,8.33656
434,1,X1,809633,405905,97216,48680,8.36407,8.36296
434,1,X2,407873,203536,49050,24279,8.35448,8.29593
434,1,Y1,0,368862,0,44259,0,8.33914
434,1,Y2,0,240579,0,28700,0,8.343
435,1,X1,809475,405632,97063,48677,8.35659,8.35294
435,1,X2,407481,203307,49229,24486,8.36718,8.36821
435,1,Y1,0,368675,0,44389,0,8.38965
435,1,Y2,0,240264,0,28774,0,8.30931
436,1,X1,809502,405551,96825,48821,8.34633,8.37994
436,1,X2,407520,203279,48805,24632,8.33601,8.40618
436,1,Y1,0,368555,0,44430,0,8.34704
436,1,Y2,0,240275,0,29023,0,8.45257
437,1,X1,810424,405691,96569,48495,8.36459,8.33566
437,1,X2,407166,203132,48947,24241,8.38642,8.30304
437,1,Y1,0,368790,0,44107,0,8.33634
437,1,Y2,0,240033,0,28629,0,8.307
438,1,X1,809672,405106,97080,48583,8.3107,8.35344
438,1,X2,406566,202972,48874,24255,8.33275,8.40891
438,1,Y1,0,368544,0,44245,0,8.36526
438,1,Y2,0,239534,0,28593,0,8.38219
439,1,X1,810269,404874,97148,48580,8.31488,8.38874
439,1,X2,406757,202993,48798,24301,8.31067,8.32299
439,1,Y1,0,368668,0,44083,0,8.32575
439,1,Y2,0,239199,0,28798,0,8.42968
440,1,X1,809665,404595,97545,48681,8.33387,8.35065
440,1,X2,405435,203282,49567,24022,8.31575,8.32666
440,1,Y1,0,368882,0,43959,0,8.33993
440,1,Y2,0,238995,0,28744,0,8.34699
441,1,X1,811278,404748,97210,48748,8.37404,8.32358
441,1,X2,406316,203271,48360,24340,8.38495,8.37375
441,1,Y1,0,369230,0,44098,0,8.32736
441,1,Y2,0,238789,0,28990,0,8.35995
442,1,X1,810909,405011,97633,48372,8.32936,8.32533
442,1,X2,405995,203564,48851,24130,8.36024,8.42433
442,1,Y1,0,369330,0,44037,0,8.36442
442,1,Y2,0,239245,0,28465,0,8.34878
443,1,X1,809499,404663,97802,48555,8.30697,8.3344
443,1,X2,405619,203530,48870,24140,8.31475,8.43045
443,1,Y1,0,368914,0,44166,0,8.34964
443,1,Y2,0,239279,0,28529,0,8.39209
444,1,X1,810634,404622,96532,48103,8.3117,8.39178
444,1,X2,406186,203343,48248,24696,8.30586,8.42865
444,1,Y1,0,368524,0,44329,0,8.38286
444,1,Y2,0,239441,0,28470,0,8.43765
445,1,X1,810253,404431,96871,48862,8.37348,8.36605
445,1,X2,406197,202917,48285,24594,8.34713,8.33764
445,1,Y1,0,367922,0,44815,0,8.38315
445,1,Y2,0,239426,0,28641,0,8.3149
446,1,X1,811127,404902,96470,48336,8.35418,8.36501
446,1,X2,405895,202542,48762,24468,8.33042,8.34228
446,1,Y1,0,368071,0,44025,0,8.36127
446,1,Y2,0,239373,0,28779,0,8.3514
447,1,X1,811670,405361,97171,48331,8.33462,8.38143
447,1,X2,406014,202628,48741,24264,8.34244,8.37582
447,1,Y1,0,368579,0,43977,0,8.3958
447,1,Y2,0,239410,0,28618,0,8.3546
448,1,X1,812156,405397,96813,48508,8.3746,8.31079
448,1,X2,406606,202865,48205,24007,8.41402,8.40821
448,1,Y1,0,368713,0,43936,0,8.32502
448,1,Y2,0,239549,0,28579,0,8.37076
449,1,X1,812865,404946,96793,48987,8.37418,8.36793
449,1,X2,406025,203282,48871,24078,8.38436,8.35086
449,1,Y1,0,368855,0,44375,0,8.39139
449,1,Y2,0,239373,0,28690,0,8.31732
450,1,X1,812202,405353,97575,48496,8.36435,8.3645
450,1,X2,405948,203280,48733,24251,8.38161,8.29929
450,1,Y1,0,369184,0,44119,0,8.33976
450,1,Y2,0,239449,0,28628,0,8.34739
451,1,X1,811932,405521,97287,48461,8.36417,8.33004
451,1,X2,405430,203456,48837,24447,8.32617,8.36168
451,1,Y1,0,369430,0,44140,0,8.3268
451,1,Y2,0,239547,0,28768,0,8.3619
452,1,X1,811657,405021,96971,48812,8.36104,8.34397
452,1,X2,406331,203478,47977,24378,8.40444,8.40627
452,1,Y1,0,369441,0,44138,0,8.33089
452,1,Y2,0,239058,0,29052,0,8.41612
453,1,X1,811059,405185,97175,48321,8.34919,8.3043
453,1,X2,406503,203615,48579,24110,8.3806,8.33185
453,1,Y1,0,369723,0,43867,0,8.31114
453,1,Y2,0,239077,0,28564,0,8.31704
454,1,X1,811547,405298,96802,48295,8.33034,8.28299
454,1,X2,406575,203874,48760,24372,8.37367,8.38007
454,1,Y1,0,370084,0,43906,0,8.30465
454,1,Y2,0,239088,0,28761,0,8.33219
455,1,X1,811107,405489,97479,48324,8.34312,8.32146
455,1,X2,406259,204006,48849,24476,8.35376,8.36897
455,1,Y1,0,370056,0,44155,0,8.34094
455,1,Y2,0,239439,0,28645,0,8.33203
456,1,X1,810688,405563,96824,48502,8.35448,8.37145
456,1,X2,406448,203851,48716,24352,8.2997,8.37656
456,1,Y1,0,369856,0,44296,0,8.37979
456,1,Y2,0,239558,0,28558,0,8.36288
457,1,X1,810858,405550,97329,48377,8.36998,8.2983
457,1,X2,406952,204083,48549,24355,8.31824,8.32149
457,1,Y1,0,370062,0,44034,0,8.31905
457,1,Y2,0,239571,0,28698,0,8.28615
458,1,X1,810468,404733,97282,48953,8.32815,8.36457
458,1,X2,406878,204505,48666,24226,8.29768,8.33353
458,1,Y1,0,369450,0,44643,0,8.37213
458,1,Y2,0,239788,0,28536,0,8.3264
459,1,X1,810981,405023,96589,48592,8.33541,8.38169
459,1,X2,406301,204429,48891,24536,8.38823,8.39937
459,1,Y1,0,369342,0,44250,0,8.40574
459,1,Y2,0,240110,0,28878,0,8.35986
460,1,X1,810475,404751,97342,48695,8.36047,8.35583
460,1,X2,407113,204317,48258,24421,8.30492,8.31149
460,1,Y1,0,368868,0,44385,0,8.36442
460,1,Y2,0,240200,0,28731,0,8.30486
461,1,X1,809915,404733,97576,48234,8.36569,8.34783
461,1,X2,406729,203982,49312,24571,8.30433,8.29376
461,1,Y1,0,368447,0,44302,0,8.32391
461,1,Y2,0,240268,0,28503,0,8.33839
462,1,X1,810023,404885,97235,48340,8.28114,8.40314
462,1,X2,406357,203912,48863,24279,8.30041,8.34231
462,1,Y1,0,368315,0,43903,0,8.39767
462,1,Y2,0,240482,0,28716,0,8.36008
463,1,X1,809590,405146,97250,48737,8.39112,8.41685
463,1,X2,406672,203934,48810,24341,8.36316,8.33897
463,1,Y1,0,368797,0,44150,0,8.38222
463,1,Y2,0,240283,0,28928,0,8.40418
464,1,X1,809285,405446,96763,48740,8.30308,8.34255
464,1,X2,406249,203907,48589,24468,8.30165,8.3588
464,1,Y1,0,369057,0,44249,0,8.37513
464,1,Y2,0,240296,0,28959,0,8.3065
465,1,X1,809438,405309,96951,48806,8.37772,8.34906
465,1,X2,406354,204182,48601,24288,8.37736,8.30608
465,1,Y1,0,369265,0,44068,0,8.33734
465,1,Y2,0,240226,0,29026,0,8.33088
466,1,X1,809834,405254,97367,48435,8.36332,8.3629
466,1,X2,406120,203763,49025,24469,8.36983,8.33683
466,1,Y1,0,368918,0,44141,0,8.36721
466,1,Y2,0,240099,0,28763,0,8.33411
467,1,X1,809578,404934,97239,48601,8.35682,8.30946
467,1,X2,406270,203962,48733,24364,8.33056,8.32573
467,1,Y1,0,368912,0,44274,0,8.33013
467,1,Y2,0,239984,0,28691,0,8.29138
468,1,X1,809883,404934,97136,48463,8.30025,8.32419
468,1,X2,406421,204097,48826,24485,8.34029,8.40964
468,1,Y1,0,368875,0,44312,0,8.35437
468,1,Y2,0,240156,0,28636,0,8.35054
469,1,X1,809536,405264,97294,48534,8.37119,8.37541
469,1,X2,406598,204225,48438,24328,8.34644,8.30726
469,1,Y1,0,369080,0,44246,0,8.36817
469,1,Y2,0,240409,0,28616,0,8.32866
470,1,X1,809075,405221,97874,48576,8.35136,8.29556
470,1,X2,406083,204115,48926,24638,8.36743,8.28911
470,1,Y1,0,368907,0,44523,0,8.26638
470,1,Y2,0,240429,0,28691,0,8.3353
471,1,X1,808947,405555,96990,48347,8.34181,8.38879
471,1,X2,405429,203656,49222,24537,8.38978,8.38933
471,1,Y1,0,368974,0,44188,0,8.33835
471,1,Y2,0,240237,0,28696,0,8.46693
472,1,X1,809566,405519,97177,48544,8.31492,8.36095
472,1,X2,405552,203592,48503,24505,8.30788,8.36033
472,1,Y1,0,368965,0,44207,0,8.36379
472,1,Y2,0,240146,0,28842,0,8.35608
473,1,X1,809897,405324,96831,48699,8.34263,8.33631
473,1,X2,405801,203671,48571,24197,8.29748,8.31814
473,1,Y1,0,369091,0,44100,0,8.32537
473,1,Y2,0,239904,0,28796,0,8.33779
474,1,X1,810658,404862,96983,48931,8.3398,8.30467
474,1,X2,405534,203596,48625,24294,8.40068,8.34725
474,1,Y1,0,369094,0,44376,0,8.3314
474,1,Y2,0,239364,0,28849,0,8.29942
475,1,X1,811509,405081,96913,48646,8.31046,8.33485
475,1,X2,405789,203589,48231,24319,8.32344,8.37715
475,1,Y1,0,369307,0,44058,0,8.32718
475,1,Y2,0,239363,0,28907,0,8.38212
476,1,X1,810633,405519,97656,48495,8.29872,8.36193
476,1,X2,405725,203234,48888,24340,8.30085,8.45994
476,1,Y1,0,369648,0,44118,0,8.40351
476,1,Y2,0,239105,0,28717,0,8.38113
477,1,X1,810146,405186,97586,48619,8.34253,8.33976
477,1,X2,405036,202913,48744,24545,8.35783,8.33021
477,1,Y1,0,369408,0,44435,0,8.32713
477,1,Y2,0,238691,0,28729,0,8.35114
478,1,X1,811218,405575,96578,48423,8.33815,8.32045
478,1,X2,405128,202850,48250,24389,8.36837,8.41564
478,1,Y1,0,369482,0,44236,0,8.32243
478,1,Y2,0,238943,0,28576,0,8.39862
479,1,X1,810320,405395,97503,48798,8.30071,8.34313
479,1,X2,405350,202969,49013,24306,8.34052,8.35818
479,1,Y1,0,369418,0,44354,0,8.33625
479,1,Y2,0,238946,0,28750,0,8.36647
480,1,X1,810446,405199,97308,48729,8.32861,8.31817
480,1,X2,405610,202857,48384,24437,8.31944,8.38847
480,1,Y1,0,369578,0,44307,0,8.35895
480,1,Y2,0,238478,0,28859,0,8.31508
481,1,X1,809798,405066,97602,48575,8.33565,8.32626
481,1,X2,405536,202713,48708,24571,8.39419,8.34728
481,1,Y1,0,369165,0,44561,0,8.30491
481,1,Y2,0,238614,0,28585,0,8.37761
482,1,X1,809550,405168,96833,48492,8.32534,8.33777
482,1,X2,405422,202894,48719,24480,8.34631,8.40078
482,1,Y1,0,369573,0,44197,0,8.36767
482,1,Y2,0,238489,0,28775,0,8.34544
483,1,X1,809588,404605,96988,48918,8.36658,8.36342
483,1,X2,405806,202933,48398,24360,8.3322,8.37393
483,1,Y1,0,369075,0,44692,0,8.34897
483,1,Y2,0,238463,0,28586,0,8.39498
484,1,X1,811152,404827,96447,48659,8.32884,8.36115
484,1,X2,406130,203084,49025,24221,8.34317,8.40704
484,1,Y1,0,369164,0,44454,0,8.37526
484,1,Y2,0,238747,0,28426,0,8.37817
485,1,X1,810244,404636,97279,48385,8.30426,8.33492
485,1,X2,405942,203290,48773,24230,8.33814,8.37115
485,1,Y1,0,369031,0,44167,0,8.3074
485,1,Y2,0,238895,0,28448,0,8.4085
486,1,X1,810551,404651,96665,48692,8.34816,8.32841
486,1,X2,406575,203163,48195,24506,8.31819,8.26516
486,1,Y1,0,368850,0,44442,0,8.34884
486,1,Y2,0,238964,0,28756,0,8.24294
487,1,X1,810520,404572,97518,48683,8.33505,8.34474
487,1,X2,407322,203064,48376,24360,8.35007,8.36067
487,1,Y1,0,368469,0,44421,0,8.34405
487,1,Y2,0,239167,0,28622,0,8.35937
488,1,X1,810280,405198,97349,48362,8.3831,8.33107
488,1,X2,407038,203031,48897,24643,8.33041,8.29773
488,1,Y1,0,368768,0,44173,0,8.28866
488,1,Y2,0,239461,0,28832,0,8.36754
489,1,X1,810399,405114,97102,48792,8.33413,8.29814
489,1,X2,407463,203139,48522,24399,8.32787,8.27833
489,1,Y1,0,368887,0,44457,0,8.30681
489,1,Y2,0,239366,0,28734,0,8.26791
490,1,X1,810707,405065,97074,48609,8.3491,8.32299
490,1,X2,407213,203028,48786,24284,8.31905,8.31436
490,1,Y1,0,369127,0,43896,0,8.28672
490,1,Y2,0,238966,0,28997,0,8.37066
491,1,X1,810347,405039,97582,48330,8.38302,8.34885
491,1,X2,406831,203105,48900,24383,8.35133,8.32699
491,1,Y1,0,369395,0,44043,0,8.33413
491,1,Y2,0,238749,0,28670,0,8.35288
492,1,X1,810118,405111,97133,48250,8.37611,8.31865
492,1,X2,406592,203027,49085,24476,8.36861,8.30217
492,1,Y1,0,369286,0,44260,0,8.33136
492,1,Y2,0,238852,0,28466,0,8.28473
493,1,X1,809587,405258,97193,48517,8.35182,8.36229
493,1,X2,406381,203093,49193,24347,8.3346,8.31182
493,1,Y1,0,369419,0,44041,0,8.37445
493,1,Y2,0,238932,0,28823,0,8.30108
494,1,X1,811035,404920,95919,48685,8.34732,8.33836
494,1,X2,406399,203259,48837,24509,8.25782,8.30495
494,1,Y1,0,369179,0,44438,0,8.30676
494,1,Y2,0,239000,0,28756,0,8.35871
495,1,X1,810080,405050,97626,48529,8.323,8.31014
495,1,X2,405808,202971,48968,24685,8.38934,8.23253
495,1,Y1,0,369182,0,44311,0,8.29708
495,1,Y2,0,238839,0,28903,0,8.26388
496,1,X1,808987,405487,97557,48367,8.34072,8.35258
496,1,X2,405059,202685,48825,24374,8.32803,8.38266
496,1,Y1,0,369015,0,44175,0,8.36163
496,1,Y2,0,239157,0,28566,0,8.36424
497,1,X1,809239,405848,96649,48360,8.38894,8.35358
497,1,X2,404941,202814,48887,24332,8.40765,8.30182
497,1,Y1,0,369524,0,43995,0,8.35659
497,1,Y2,0,239138,0,28697,0,8.30508
498,1,X1,809698,405508,96749,48598,8.36828,8.30444
498,1,X2,405632,202836,48155,24436,8.36883,8.29972
498,1,Y1,0,369390,0,44284,0,8.34931
498,1,Y2,0,238954,0,28750,0,8.2313
499,1,X1,809373,405658,97223,48577,8.33731,8.35698
499,1,X2,405763,202746,48543,24536,8.27122,8.31998
499,1,Y1,0,369112,0,44579,0,8.3475
499,1,Y2,0,239292,0,28534,0,8.33998
500,1,X1,809170,405810,96806,48755,8.34985,8.32957
500,1,X2,405496,202646,48858,24390,8.31847,8.27827
500,1,Y1,0,368936,0,44587,0,8.32978
500,1,Y2,0,239520,0,28558,0,8.28542
501,1,X1,809576,405918,96949,48662,8.3144,8.36164
501,1,X2,405954,202798,48097,24236,8.33089,8.33285
501,1,Y1,0,369068,0,44184,0,8.36142
501,1,Y2,0,239648,0,28714,0,8.33768
502,1,X1,809323,406078,97187,48668,8.35498,8.35202
502,1,X2,405515,202617,48859,24557,8.29986,8.45421
502,1,Y1,0,368844,0,44418,0,8.42379
502,1,Y2,0,239851,0,28807,0,8.32846
503,1,X1,809509,406920,97313,48279,8.31707,8.30487
503,1,X2,405665,202316,48627,24615,8.36833,8.28665
503,1,Y1,0,369322,0,44155,0,8.29967
503,1,Y2,0,239914,0,28739,0,8.29726
504,1,X1,810060,406407,96966,48797,8.35933,8.30272
504,1,X2,405860,202264,48722,24233,8.39561,8.25969
504,1,Y1,0,369028,0,44330,0,8.31972
504,1,Y2,0,239643,0,28700,0,8.24014
505,1,X1,810298,405987,97123,48678,8.35142,8.31195
505,1,X2,406084,202539,48429,24284,8.34015,8.39602
505,1,Y1,0,368776,0,44230,0,8.32419
505,1,Y2,0,239750,0,28732,0,8.36416
506,1,X1,810310,405558,97584,48939,8.31076,8.37872
506,1,X2,405742,202289,48508,24421,8.34207,8.33791
506,1,Y1,0,368470,0,44464,0,8.3761
506,1,Y2,0,239377,0,28896,0,8.34825
507,1,X1,809924,405815,96906,48653,8.36433,8.37547
507,1,X2,404886,202467,49044,24109,8.39899,8.32581
507,1,Y1,0,368772,0,44274,0,8.35082
507,1,Y2,0,239510,0,28488,0,8.37177
508,1,X1,810241,405476,97133,48881,8.34015,8.37307
508,1,X2,405557,202724,48355,24111,8.30884,8.30496
508,1,Y1,0,368417,0,44337,0,8.34405
508,1,Y2,0,239783,0,28655,0,8.36067
509,1,X1,809894,405351,97207,48520,8.31146,8.32395
509,1,X2,405818,203131,48827,24140,8.34206,8.26297
509,1,Y1,0,368892,0,44031,0,8.2895
509,1,Y2,0,239590,0,28629,0,8.32551
510,1,X1,809969,405467,96652,48371,8.35624,8.31225
510,1,X2,405365,203361,48702,24291,8.38789,8.27483
510,1,Y1,0,368980,0,44009,0,8.30026
510,1,Y2,0,239848,0,28653,0,8.29896
511,1,X1,809819,405317,97140,48658,8.33095,8.38764
511,1,X2,405637,203713,48502,24106,8.30469,8.32685
511,1,Y1,0,369300,0,44250,0,8.36323
511,1,Y2,0,239730,0,28514,0,8.37413
512,1,X1,810765,405206,97042,48775,8.37942,8.32701
512,1,X2,406173,203687,48444,24405,8.33011,8.28941
512,1,Y1,0,369020,0,44488,0,8.32191
512,1,Y2,0,239873,0,28692,0,8.30294
513,1,X1,809965,404564,97038,48873,8.2852,8.3407
513,1,X2,405559,203926,49020,24190,8.32303,8.38111
513,1,Y1,0,368663,0,44552,0,8.31981
513,1,Y2,0,239827,0,28511,0,8.40763
514,1,X1,810051,404341,97237,48547,8.37083,8.31005
514,1,X2,405963,204136,48335,24262,8.35899,8.27351
514,1,Y1,0,368573,0,44143,0,8.28473
514,1,Y2,0,239904,0,28666,0,8.31811
515,1,X1,809772,404028,97048,48724,8.37628,8.32399
515,1,X2,406062,204540,48350,24133,8.39535,8.41702
515,1,Y1,0,368810,0,44087,0,8.35121
515,1,Y2,0,239758,0,28770,0,8.36031
516,1,X1,810768,404328,96724,48248,8.31589,8.3722
