Time,NodeID,Species,MicrosporidiaStrain,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,MicrosporidiaModifier
166,340461476,arabiensis,NoMicrosporidia,4359,654,2887,818,8032,6576,49112,439743,0.935714
166,340461476,arabiensis,Strain_A,7568,1261,3554,2753,11709,5306,31957,234817,0.935714
166,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.935714
166,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.935714
167,340461476,arabiensis,NoMicrosporidia,4272,649,2855,768,7839,6444,46549,355410,0.971071
167,340461476,arabiensis,Strain_A,7331,1261,3353,2717,11262,5356,29321,188710,0.971071
167,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.971071
167,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.971071
168,340461476,arabiensis,NoMicrosporidia,4288,640,2811,837,7790,4400,46690,365480,0.946161
168,340461476,arabiensis,Strain_A,7121,1232,3222,2667,10841,3674,28979,187320,0.946161
168,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.946161
168,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.946161
169,340461476,arabiensis,NoMicrosporidia,4310,590,2812,908,7721,4448,42409,288541,0.948572
169,340461476,arabiensis,Strain_A,6864,1113,3180,2571,10436,3675,25677,157979,0.948572
169,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.948572
169,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.948572
170,340461476,arabiensis,NoMicrosporidia,4096,505,2889,702,7370,4451,41627,338048,0.961429
170,340461476,arabiensis,Strain_A,6484,985,3176,2323,9909,3751,24474,169632,0.961429
170,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.961429
170,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.961429
171,340461476,arabiensis,NoMicrosporidia,4040,511,2731,798,7226,3858,40269,329853,0.930893
171,340461476,arabiensis,Strain_A,6384,972,2951,2461,9537,3037,23081,163227,0.930893
171,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.930893
171,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.930893
172,340461476,arabiensis,NoMicrosporidia,3534,519,2682,333,6485,4571,38733,286922,0.960625
172,340461476,arabiensis,Strain_A,5555,960,2841,1754,8693,3441,21771,149998,0.960625
172,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.960625
172,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.960625
173,340461476,arabiensis,NoMicrosporidia,3598,527,2315,756,6552,3823,37107,316670,0.924464
173,340461476,arabiensis,Strain_A,5468,937,2443,2088,8360,2868,20701,148210,0.924464
173,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.924464
173,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.924464
174,340461476,arabiensis,NoMicrosporidia,3484,535,2313,636,6341,3529,35710,287781,0.904375
174,340461476,arabiensis,Strain_A,5236,890,2395,1951,8068,2414,19596,135059,0.904375
174,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.904375
174,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.904375
175,340461476,arabiensis,NoMicrosporidia,3354,529,2249,576,6033,2473,35358,277767,0.975089
175,340461476,arabiensis,Strain_A,4879,847,2250,1782,7619,1665,19143,144673,0.975089
175,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.975089
175,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.975089
176,340461476,arabiensis,NoMicrosporidia,3183,526,2107,550,5770,2281,33008,205797,0.994375
176,340461476,arabiensis,Strain_A,4601,815,2093,1693,7096,1644,17606,107123,0.994375
176,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.994375
176,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.994375
177,340461476,arabiensis,NoMicrosporidia,3017,512,1989,516,5508,2004,31896,274811,0.961429
177,340461476,arabiensis,Strain_A,4305,754,1954,1597,6719,1557,16734,134109,0.961429
177,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.961429
177,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.961429
178,340461476,arabiensis,NoMicrosporidia,2916,585,1796,535,5247,2749,29772,242621,1.00417
178,340461476,arabiensis,Strain_A,3971,819,1685,1467,6310,1972,15428,125939,1.00417
178,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.00417
178,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.00417
179,340461476,arabiensis,NoMicrosporidia,2535,574,1683,278,4705,3312,29436,178419,1.13125
179,340461476,arabiensis,Strain_A,3475,788,1531,1156,5728,2241,15196,105261,1.13125
179,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13125
179,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13125
